JoeMcHugh	 Chairman	2002-09-12	None	Ar son an choiste, cuirim fáilte roimh achan duine do dtí an cruinniú. On behalf of the committee I welcome: Professor Katy Hayward and Professor David Phinnemore, Queens University Belfast; Professor Peter Shirlow, University of Liverpool; and Dr. Christy Ann Petit and Dr. Ian Cooper, Dublin City University. They are all very welcome. We will discuss the state of play regarding EU-UK relations as well as the implementation of the Trade and Cooperation Agreement and the Northern Ireland Protocol. Before we begin, I will read a note on privilege and some housekeeping matters. All witnesses are reminded of the long-standing parliamentary practice to the effect that they should not criticise or make charges against any person or entity by name or in such a way as to make him, her or it identifiable, or otherwise engage in speech that might be regarded as damaging to the good name of the person or entity. Therefore, if the witnesses' statements are potentially defamatory in relation to an identifiable person or entity, they will be directed to discontinue their remarks. It is imperative that they comply with any such direction. Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses or an official either by name or in such a way as to make him or her identifiable. Members all know the constitutional requirements that members must be physically present within the confines of the Leinster House complex to participate in public meetings. I will not permit members to participate where they are not adhering to this constitutional requirement.There are a few more lines there but I think we are all covered. Before calling on Professor Hayward to make her opening statement, I want to make an appeal. I am conscious of the presence a fellow Ulsterman, although there may be other people who were born in Ulster here as well. Professor Shirlow and I were talking about that common ground in an Ulster context. One things we do not do in Ulster is tell people what to do, so I am encouraging the witnesses to stay within the confines of the five minute opening statement because this is a proactive committee. Members like engagement and asking questions. They like getting involved and they like conversation. We have a wide array of talent and expertise here today and a lot of ground to cover, so I am appealing to, and encouraging, witnesses to try to stay as close as possible to five minutes in their opening statements. I am not telling them to do so but I am appealing to them. I call Professor Hayward. There is no pressure on her, but she could certainly set a very good and positive precedent here. She is very welcome and we look forward to her opening statement.
JoeMcHugh	 Chairman	2002-09-12	None	I thank Professor Hayward and call Professor Phinnemore.
JoeMcHugh	 Chairman	2002-09-12	None	I thank the witnesses. We will move to the members. First up is Deputy Ruairi Ó Murchú who is under some time pressure, and he will be followed by Deputy Neale Richmond.
JoeMcHugh	 Chairman	2002-09-12	None	Okay folks. Crystal ball time. Who is up?
JoeMcHugh	 Chairman	2002-09-12	None	I will not bring in everybody. I see Professor Hayward has her hand up and I think Professor Phinnemore wants to come in as well.
JoeMcHugh	 Chairman	2002-09-12	None	I will just come back in on the first part of Professor Phinnemore's last contribution regarding the research he did on the responsibility of political parties in the North to sell a deal. What question did he put to his audience in the polling?
JoeMcHugh	 Chairman	2002-09-12	None	I thank Professor Phinnemore for that. We will come to Dr. Petit and Dr. Cooper after the next contribution, if that is okay.
JoeMcHugh	 Chairman	2002-09-12	None	I am conscious, in light of the Deputy's worthy, worldly and wordy contribution, that we have a great deal of ground to cover. In that context, and in the interests of moving matters forward, perhaps we will take responses from one spokesperson from each of the institutions
JoeMcHugh	 Chairman	2002-09-12	None	I thank Professor Phinnemore. I am conscious that a question was asked directly of Professor Hayward. Perhaps when she next contributes she can include the matter in her overall response. We will move to Deputy Howlin's slot. We have 40 minutes left, so I ask that everyone be a little more succinct to allow us to move through everything.
JoeMcHugh	 Chairman	2002-09-12	None	I thank Professor Hayward. Would Dr. Petit like to respond?
