CatherineMartin	Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media (Deputy Catherine Martin)	2016-10-03	None	Go raibh míle maith agat a Chathaoirligh. Tá an-áthas orm fáiltiú ar ais roimh an gcoiste chun tosaíochtaí straitéiseacha na Roinne a phlé. The Minister of State and I are delighted to have the opportunity to speak to the committee on strategic priorities for tourism, culture, arts, sport and media. The Joint Committee on the Irish Language, Gaeltacht and the Irish-speaking Community will address Gaeltacht priorities. Last November when my Department's sectors were among those most seriously affected by the Covid-19 crisis, I spoke to the committee about my priorities and the vital importance of these sectors to Irish society, our individual and community well-being and our national economy. I am very pleased we are now in a position to enjoy the safe and successful reopening of our society. With it, our tourism sector looks forward to a busy summer season ahead. I am also delighted to see audiences back at arts, culture and event venues and I welcome the full return of fans to our sports grounds. Notwithstanding this, I am aware that there are factors casting a shadow over the recovery, not least the devastating war in Ukraine as well as rising inflation in our economy and internationally. A key priority has been to continue supports for these critical sectors, which employ hundreds of thousands of people, so that they can stabilise and generate economic activity as we move further along the road to recovery. I draw the committee’s attention to a number of important developments in relation to these sectors. This year, for tourism, I have allocated an increase of €67.6 million, or 31%, on the comparable 2021 allocation. The increased funding will facilitate a further €50 million provision to assist vulnerable tourism businesses to survive until inbound tourism recovers. There is a €35 million increase in the tourism marketing fund in 2022 to support marketing strategy and restore inbound tourism to Ireland. Further to the economic recovery plan published last year, the Government decided to extend the VAT rate reduction to the end of February 2023. This extension covers the same goods and services as the original measure, including restaurant supplies, tourist accommodation, cinemas, theatres and museums. I was pleased to announce details of a €50 million suite of measures to support the live performance sector in 2022. This included a further strand of the live performance supports scheme as well as the €15 million live performance restart grant scheme, which opened for applications in March. The Arts Council provides the vital investment needed to protect artists' livelihoods, support arts organisations, develop audiences and nurture young people’s engagement with and appreciation of the arts. Maintaining the record €130 million allocation for 2022 allows the Arts Council to fund events and festivals in across Ireland while nurturing excellence. From the earliest days of the pandemic, the dramatic realisation of the true intrinsic value of the arts provides an imperative for maintaining funding to the arts. With regard to my Department's capital programme, the programme for Government makes strong commitments for continued capital investment in our national cultural, sporting, language and tourism infrastructure. Ireland's tourism sector is of significant value to the economy and benefits regional development. Recruitment continues to be a significant challenge for the tourism sector with up to two thirds of businesses reporting reduced capacity due to staff shortages. The Department and Fáilte Ireland are continuing to collaborate with industry and other Departments to ensure there is a co-ordinated approach to addressing labour and skills shortages.I am continuing to liaise with the recovery oversight group in respect of the tourism recovery plan and issues affecting the sector. Work is also ongoing on the development of a national tourism policy that will set out the path over the coming years and ensure that sustainability is at the heart of recovery in the sector. This policy will be underpinned by a programme of capital investment which includes investment in activity-based tourism. There has been much recent discussion about the costs and availability of key components of the tourism sector, such as hotels and car rental. While I recognise that businesses in the sector are grappling with increased input costs and that increased demand leads to an increase in prices, it is essential that all businesses in the sector are mindful of the need for Ireland to maintain its value-for-money proposition as a tourism destination. Evidence of excessive charges and prices for tourists, both domestic and overseas, has the potential to cause reputational damage for Ireland. Furthermore, any negative impact could derail the positive recovery in that sector. We must work together to ensure that our céad míle fáilte and good value continues. The tourism recovery must be sustained and sustainable. With the climate emergency as our backdrop, the future we imagine is one that will bring tourists and tourism businesses on a journey towards a sustainable model that embeds and protects our environment, local communities, natural heritage and beauty. Last year, the arts and culture recovery task force submitted its report, Life Worth Living, which outlined ten recommendations to support the recovery of these sectors. We have made significant progress on implementing the report. I was especially pleased to announce €25 million in budget 2022 for the pilot basic income guarantee scheme as part of budget 2022, as part of the three-year pilot’s investment of €105 million. Applications closed on the 12 May with close to 9,000 applications received. Under this scheme 2,000 artists and creative arts workers will be provided with €325 per week for three years. I hope this scheme can bring new life and support to the arts and culture sector and that it will provide an important legacy for our artists. In February, Government also agreed in principle that the Creative Ireland programme will continue for a further five years to encompass the period 2023 to 2027 and will focus on the following pillars: creative youth; creative communities; creative industries; creative health and well-being and creative climate action and sustainability. The report of the night-time economy task force was published in 2021 and contained a number of practical recommendations to help support and sustain the night-time economy, with some pilot measures to support new developments in this area. A robust implementation structure has been agreed to ensure that the recommendations are implemented, which has the flexibility to react to new ideas and developments as work progresses. In tandem with these developments, we continue to commemorate in a meaningful and respectful way, the events that shaped the foundation of the state, as part of the decade of centenaries programme. The all-party committee, which I established to contribute to the commemorations programme, is working proactively with me as we come to the closing years of the centenary commemorations, with a number of significant events scheduled over the coming years. It is a priority of my Department to address the future of broadcasting and media in this country and safeguard the availability of quality, informed and trusted sources of news and content. Some examples from budget 2022 to support this sector include the additional €4.2 million funding I secured for TG4 for 2022, which was the largest ever annual increase in TG4 funding, and the €5.5 million allocated for the establishment of the coimisiún na meán. I was glad also to be in a position to provide increased funding to the sound and vision scheme which will be allocated this year, to support the production of high quality television and radio content, including a special round to address climate action and climate change. With regard to the Online Safety and Media Regulation Bill, I also thank the committee for the publication of a comprehensive pre-legislative scrutiny report with regard to the general scheme of the Bill. The 33 recommendations contained in the report raise a wide range of important issues and highlight the scale and complexity of the matters to be addressed in the Bill. To address one of the key recommendations of the report, I established an expert group to examine the possibility of providing for an individual complaints mechanism in the Bill. I have now received the report of the group and am considering its recommendations. It is a priority to ensure swift progress of the Bill through the legislative process, with a view to having it enacted as soon as possible. While this is subject to the scheduling of each stage of the legislative process in each House of the Oireachtas, I will urge all Members to work closely with me to expedite its passage, especially against the backdrop of infringement proceedings which are being taken against Ireland in respect of the transposition of the audiovisual media services directive. The enactment of the legislation, without delay, is critical to avoiding significant penalties. In parallel with the passage of the legislation, my Department is working with the Public Appointments Service with a view to shortly commencing an executive search for the key roles in coimisiún na meán including that of online safety commissioner. The establishment of an coimisiún will provide the regulatory and developmental framework to allow me to implement many of the recommendations in the report of the Future of Media Commission, which will be brought to Government shortly. I am sure committee members will agree that all of these measures are critical. I look forward to ongoing cross-party engagement on this important agenda, where I envisage we will require a rolling suite of legislation to address the effective regulation of this hugely important and influential sector. Tourism, culture, arts, our language, sport and media are fundamental to our society, identity, well-being and our democracy. As Minister, I will continue to advocate strongly for these sectors as we emerge from a very difficult period. I am happy to take any questions members may have. Is cúis mhór áthais dom deis a fháil labhairt leis an gcoiste inniu.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	I thank the Deputy, who has raised a significant, highly topical and current issue. As the committee is aware, there are significant cost inflation pressures for businesses, including tourism, at present but nonetheless, as the Deputy has said, Ireland has well-known attractions, many of which are in the Deputy’s own constituency. I think of the beautiful Carlingford which I go to myself and other places which again and again bring visitors back. It is very important that businesses consider both their pricing levels and the added value and extras that they offer to help keep that reputation and that overall good-value proposition and competitiveness. It is important that we attract back customers time and again and that their experience is one where they want to return. On the hotel pricing issue, the 2022 rebound in the Irish tourism sector is very strong and stronger than expectations. It could actually reach two thirds of the 2019 levels. This has been helped by that stronger than anticipated recovery in air connectivity, as the 2022 peak summer access will be back to 90% of 2019 levels.  April occupancy levels in Dublin hotels reached over 83% and the expectation is that the equivalent figure for May will be 90% or more. Dublin is currently seeing at least 10% higher occupancy than cities such as London, Rome or Amsterdam. No one thought that would happen so soon. There is strong customer demand on the ground with a great deal of deferred travel, which is the key part here. There is also the wedding activity, which is putting a real squeeze on available accommodation. Other key domestic factors are also back in play now as we, thankfully, see the resumption of large concerts and matches. We are seeing increasing numbers of those anecdotal reports of excessively high prices in the hotel sector and the Deputy has given examples there in this regard. Whether these reports are reflective of the general market or of the prices that are being sought online for remaining rooms is somewhat moot because, as the Deputy has noted, such reports can have a really negative impact on our reputation as a visitor destination. As I have said, I am very aware that businesses, including tourism businesses, are facing significant cost pressures due to inflation and other economic factors and the hotel-----
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	I am just saying that the hotel sector faces a range of challenges, in common with the wider economy, such as the sizeable increase in the cost of key inputs and the difficulty in recruiting and retaining key skills. These challenges are not unique to Ireland. They are shared by many countries around the world. It is very important that Ireland retains its reputation as a value-for-money destination. That reputation cannot be threatened. Value is not just about the price you pay; it is about what you get for the price too.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	There are two parts to that. There is ongoing engagement with the officials. The hospitality and tourism forum that the Tánaiste and I co-chair will be meeting again. That is a good forum to address the issues. There has been engagement already, but my officials will be meeting with the Irish Hotels Federation and the Irish Tourism Industry Confederation tomorrow to consider how value for money can be maintained and how to restrain excessive pricing and ensure that visitors continue to feel that this is a place they want to return in the context of obtaining value for money. The reduced VAT rate applies to a wide range of businesses that need to be considered in addition to the hospitality sector, which are trying to rebuild. They have had a stressful two years. They include catering, restaurant supply companies, cinemas, caterers and museums. The Deputy knows the type of businesses that are on the list. Nonetheless, no potential options should be off the table, as far as I am concerned, when it comes to the protection of the value-for-money perception relating to Irish tourism. That is a critical priority in the years ahead. I think that addresses Deputy Munster's question.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	There are a number of questions there.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	What I can say on the future of the media commission is that the discussions are ongoing and a number of Ministers are involved in the report. I continue to talk to the Taoiseach about the issue. I would like to see the matter brought to a conclusion shortly.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	As the Senator knows, the commission was established jointly by me and the Taoiseach. It deals with matters that go beyond the remit of my Department, which is the reason a number of Ministers have been involved in key discussions. That process will come to a conclusion shortly. The programme of work regarding coimisiún na meán is now under way to secure the recruitment of key staff with the relevant skills and expertise needed to lead an coimisiún and to carry out the groundwork for the commencement of its regulatory functions. That includes managing the transition of the Broadcasting Authority of Ireland, BAI, staff and functions to an coimisiún while at the same time ensuring the continuity of existing broadcasting regulations. I touched on the matter a little bit last night in the Seanad. The recruitment of the senior staff who will lead and manage an coimisiún is a priority. Work is under way with my officials and officials in the Department of Public Expenditure and Reform and the Public Appointments Service to secure the recruitment of those staff. I may have indicated this last night in the Seanad. That includes the executive chairperson and an online safety commissioner. The recruitment will be done through open, transparent and effective public competitions.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	With regard to the regional co-operative marketing fund, Tourism Ireland promotes regional air and sea access to Ireland in overseas tourism markets. A total of €3 million has been allocated to Tourism Ireland in 2022 for the regional co-operative marketing fund. This scheme will continue to form a very important part of Tourism Ireland's plan. The Senator's next question is on Airbnb.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	It is on Housing for All.
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	The officials are working in consultation with the Department of Housing, Local Government and Heritage and Fáilte Ireland on scoping out the legislative provisions that will be required to underpin the system outlined in Housing for All. This is with a view to bringing forward legislative provisions in this regard later in 2022.
