Emer-Higgins.D.2020-02-08	2022-12-13	written	dail33	 408. Deputy Emer Higgins asked the Minister for Social Protection the financial supports that are available in the interim to an individual who is awaiting the result of a post-mortem following their husband’s death and who cannot claim their husband’s life insurance policy to cover funeral expenses and so on until the full death certificate is issued (details supplied); and if she will make a statement on the matter. [61866/22] 
Cormac-Devlin.D.2020-02-08	2022-12-13	written	dail33	 409. Deputy Cormac Devlin asked the Minister for Social Protection if she will report on the means review project 2022; the persons and the number of recipients that were included in this review; the way that were they were selected; the reason they were selected; and if she will make a statement on the matter. [61921/22] 
Jennifer-Carroll-MacNeill.D.2020-02-08	2022-12-13	written	dail33	 410. Deputy Jennifer Carroll MacNeill asked the Minister for Social Protection if her Department will provide support for a person (details supplied); and if she will provide an update on any outstanding applications or appeals that the person has with her Department; and if she will make a statement on the matter. [61936/22] 
Willie-O'Dea.D.1982-03-09	2022-12-13	written	dail33	 411. Deputy Willie O'Dea asked the Minister for Social Protection if she agrees with An Taoiseach (details supplied) that it is not the Government's intention to deny the €500 lump-sum payment to those who have come off disability allowance on a temporary basis to undertake Solas training courses; and if she will make a statement on the matter. [61947/22] 
Bernard-Durkan.D.1981-06-30	2022-12-13	written	dail33	 412. Deputy Bernard J. Durkan asked the Minister for Social Protection if there is an appeal mechanism for a person (details supplied) in County Leitrim who, by virtue of reaching the age of 66 years and having been awarded the old-age pension, missed out on the €500 bonus paid to persons in receipt of the invalidity pension by just one month; and if she will make a statement on the matter. [61949/22] 
Brendan-Griffin.D.2011-03-09	2022-12-13	written	dail33	 413. Deputy Brendan Griffin asked the Minister for Social Protection when a disability allowance payment will be processed for a person (details supplied) in County Kerry; and if she will make a statement on the matter. [61976/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 414. Deputy Claire Kerrane asked the Minister for Social Protection if she will provide an update on her commitment to examine the possibility of extending the €500 disability payment to those in receipt of the Partial Capacity Benefit; and if she will make a statement on the matter. [62007/22] 
Joe-Flaherty.D.2020-02-08	2022-12-13	written	dail33	 415. Deputy Joe Flaherty asked the Minister for Social Protection will steps be taken to address an anomaly whereby a recipient of a non-contributory pension will not be able to rent out their empty home under the terms of the Fair Deal scheme; is he aware that the former family home will now be treated as an asset and contribute to their means assessment, and in most instances renting out the home would mean the elderly person losing their pension. [62016/22] 
Seán-Sherlock.D.2007-06-14	2022-12-13	written	dail33	 416. Deputy Sean Sherlock asked the Minister for Social Protection the number of applications for additional needs payment and exceptional needs payment by county to date in 2022; and the number of applications awarded in tabular form. [62162/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 417. Deputy Claire Kerrane asked the Minister for Social Protection the number of social welfare participants involved in skill development schemes, community and voluntary schemes and training courses per payment type in tabular form; and if she will make a statement on the matter. [62197/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 418. Deputy Claire Kerrane asked the Minister for Social Protection the current number of recipients of jobseeker's benefit and jobseeker's allowance; the number of recipients of jobseeker's benefit and jobseeker's allowance in 2021, in tabular form; and if she will make a statement on the matter. [62198/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 419. Deputy Claire Kerrane asked the Minister for Social Protection the number of recipients of jobseeker's benefit and jobseeker's allowance by time spent on each payment type, including a time of less than 12 months; less than 24 months and longer than 24 months in tabular form; and if she will make a statement on the matter. [62199/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 420. Deputy Claire Kerrane asked the Minister for Social Protection the current number of recipients of jobseeker's benefit and jobseeker's allowance, with regard to jobseeker's allowance for 18 to 25-year-olds for all rates of payment in tabular form; and if she will make a statement on the matter. [62200/22] 
Claire-Kerrane.D.2020-02-08	2022-12-13	written	dail33	 421. Deputy Claire Kerrane asked the Minister for Social Protection the current average processing times for all social welfare payments; the number of applications received for each payment; the number of applications processed to date in 2022, in tabular form; and if she will make a statement on the matter. [62201/22] 
Seán-Sherlock.D.2007-06-14	2022-12-13	written	dail33	 422. Deputy Sean Sherlock asked the Minister for Social Protection the number of applications for ANP and ENP by county for the months of October and November in 2021 and October and November in 2022; and the number of applications awarded in tabular form. [62207/22] 
Brendan-Griffin.D.2011-03-09	2022-12-13	written	dail33	 423. Deputy Brendan Griffin asked the Minister for Social Protection when an application for domiciliary care allowance will be awarded to a person (details supplied) in County Kerry; and if she will make a statement on the matter. [62213/22] 
Pearse-Doherty.S.2007-07-23	2022-12-13	written	dail33	 424. Deputy Pearse Doherty asked the Minister for Social Protection when a person (details supplied) in County Donegal will receive an approved payment; and if she will make a statement on the matter. [62222/22] 
Michael-McNamara.D.2011-03-09	2022-12-13	written	dail33	 425. Deputy Michael McNamara asked the Minister for Social Protection when a person (details supplied) in County Clare will receive a decision on their invalidity pension claim; and if she will make a statement on the matter. [62223/22] 
Martin-Browne.D.2020-02-08	2022-12-13	written	dail33	 426. Deputy Martin Browne asked the Minister for Social Protection the number of community welfare officers in County Tipperary in each of the years 2019 to 2021 and to date in 2022; and the locations in which these services were located in each year. [62237/22] 
