Gino-Kenny.D.2016-10-03	2023-02-16	oral	dail33	 2. Deputy Gino Kenny asked the Minister for Justice if he will indicate his support for a public inquiry into the death of a person (details supplied) who was killed in a hit-and-run by a driver while cycling near his home in Carrickmacross on 2 August 2011; and if he will make a statement on the matter.  [8015/23] 
Martin-Kenny.D.2016-10-03	2023-02-16	oral	dail33	 3. Deputy Martin Kenny asked the Minister for Justice the steps his Department is taking in relation to the current Garda retention crisis; and if he will make a statement on the matter. [7530/23] 
Peadar-Tóibín.D.2011-03-09	2023-02-16	oral	dail33	 4. Deputy Peadar Tóibín asked the Minister for Justice if his attention has been drawn to the rise in attendance at sexual assault treatment units. [8031/23] 
Martin-Kenny.D.2016-10-03	2023-02-16	oral	dail33	 5. Deputy Martin Kenny asked the Minister for Justice if he can provide an update on the courts modernisation programme.  [8001/23] 
Colm-Burke.S.2011-05-25	2023-02-16	oral	dail33	 7. Deputy Colm Burke asked the Minister for Justice to confirm the progress to date under the €363 million strategy to tackle domestic, sexual and gender-based violence announced in 2022; and if he will make a statement on the matter. [7739/23] 
Martin-Kenny.D.2016-10-03	2023-02-16	oral	dail33	 9. Deputy Martin Kenny asked the Minister for Justice the steps he is taking to action the recommendations arising from the Irish Prison Service attendance management review published in April 2022; the actions that have been completed; and if he will make a statement on the matter.  [7532/23] 
Brendan-Smith.D.1992-12-14	2023-02-16	oral	dail33	 10. Deputy Brendan Smith asked the Minister for Justice the additional measures that will be implemented at an early date by his Department and agencies under its remit to tackle the scourge of illegal drugs throughout the country; and if he will make a statement on the matter. [7546/23] 
Paul-Murphy.D.2014-10-10	2023-02-16	oral	dail33	 11. Deputy Paul Murphy asked the Minister for Justice when the Garda Síochána Ombudsman Commission, GSOC, will publish the investigation report into the killing of a person (details supplied) by gardaí over two years ago; and if he will make a statement on the matter. [7656/23] 
Christopher-O'Sullivan.D.2020-02-08	2023-02-16	oral	dail33	 12. Deputy Christopher O'Sullivan asked the Minister for Justice the number of gardaí assigned to the Bandon, Bantry and Clonakilty districts. [7512/23] 
Matt-Carthy.D.2020-02-08	2023-02-16	oral	dail33	 14. Deputy Matt Carthy asked the Minister for Justice if he has concluded his deliberations in relation to the report into the death of a person (details supplied) and if he will publish this report. [6869/23] 
Ruairí-Ó-Murchú.D.2020-02-08	2023-02-16	oral	dail33	 15. Deputy Ruairí Ó Murchú asked the Minister for Justice if he will provide an update on the work of the legal aid review group; if he will confirm that income limits for those seeking civil legal aid are under review; when he expects the review to be concluded; and if he will make a statement on the matter. [6873/23] 
