#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	0	I ask members to turn off their mobile phones. We are considering the Public Sector Standards Bill 2015, which was referred to the select committee by an order of the Dáil of 5 July 2016. I welcome the Minister, Deputy Donohoe, and his officials. There are 89 amendments for consideration but, by arrangement with the committee, we must finish at 1 p.m. I refer members to the circulated list of amendments that have been grouped for the purpose of debate.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	1	Before we begin, I wish to point out that we only received these amendments late on Tuesday evening and that there are quite a number of them. Given everything else that happens in the Oireachtas on Wednesdays, we have not had much time to consider them properly. I wish to signal that we may submit further amendments on a number of issues on Report Stage. The e-mail containing these amendments arrived just after 5 p.m. on Tuesday.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	2	I take Deputy Calleary's point that it is open to any Deputy on Report Stage to table amendments. We shared all of our amendments with the Bills Office last Thursday in advance of the deadline for this session. However, I apologise if members feel that they have not had enough time to consider them. If any Deputy wishes to amend the Bill on Report Stage, we will consider anything put forward, particularly as this Bill is reasonably central to how public life could be perceived in future. We will take any issue that colleagues wish to raise now on board. If we can devise ideas to improve the Bill on Report Stage, we will do so. If we cannot, I will engage with Deputies on any change that they propose to make.
#SeanSherlock	Labour	16192	Cork East	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	3	I have two lists of amendments, one dated 5 April and the other dated 31 March. To ensure that I am singing off the same hymn sheet as everyone else, is the 5 April list the updated one?
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	4	Yes.
#SeanSherlock	Labour	16192	Cork East	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	5	I thank the Chairman.
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	6	In view of the Bill's contents and how it covers Members of the Oireachtas, will the Minister give us background information when he is going through the various sections? The Bill dates from 2015, but its Second Stage was ordered for and read on 20 January 2016.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	7	Of course. I can kick off with a few lines on each part of the Bill, starting with section 1. Is that how the Chairman would like me to proceed?
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	8	Yes, if the Minister would.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	9	I will go through it section by section.
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	10	That would be helpful to members.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	11	Perhaps I will then pause when we get to a section that has an amendment and I will explain that amendment.
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	12	Perfect.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	13	This section relates to the Short Title of the Bill. It lays out how the Bill is to be referred to and the period within which the Bill will be enacted.It states that it will come into operation within six months from the passing of the Bill or on an earlier day which the Minister may appoint by order. Section 2 is a defining section. It sets out the various definitions in place regarding phrases, concepts and terminology that apply throughout the Bill. The key point is that it refers to the definition of "actual knowledge", "benefit", "commercial price" and "gift". It also sets out all the officials and bodies to which the Bill is subject.
#SeanSherlock	Labour	16192	Cork East	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	14	I am sorry for intervening at this stage but there are more than 80 amendments and I am conscious of the time. My understanding of the Chairman's earlier intervention is that sections 26 and 27 may be pertinent with regard to Members of the Oireachtas. Rather than explaining all of the sections at this stage, could we move to deal with the amendments, extrapolate their meaning and dispense with them as we go along? Obviously, I will be guided by the Chairman.
#JohnMcGuinness	unknown-#JohnMcGuinness-party	unknown-#JohnMcGuinness-dob	unknown-#JohnMcGuinness-constituency	speech	unkown-language	2017-04-06 00:00:00	Public Sector Standards Bill 2015: Committee Stage	15	I understand that in order to deal with the Bill properly we have to go through each section. If the Deputy wishes we can deal with those sections, and we do not have to finish this Bill today.
