#PatCarey	unknown-#PatCarey-party	unknown-#PatCarey-dob	unknown-#PatCarey-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	0	I propose to take Questions Nos. 88 and 89 together.The Government decided in July 2008 that a census of population will take place in 2011, as required by EU regulation, and asked the CSO to commence the necessary preparations.  A public consultation was conducted in September 2008.  The CSO placed a notice in the national press inviting views on the topics to be covered and on the outputs to be produced.  There was also direct engagement with all Departments.  More than 90 submissions were received, covering 31 topics in total.A census advisory group was established by the CSO in autumn 2008 to consider the submissions received and advise on the questions to be tested in a pilot survey planned for April 2009.  This group consisted of representatives of central and local government, the social partners, universities, research bodies and other users of census data, along with the relevant CSO personnel.  The work of the group was also informed by the core topics that must be covered by all member states under the relevant EU regulation.A specific sub-group was convened to consider the appropriate treatment of disability-related issues.  This was composed of representatives from the National Disability Authority, the Equality Authority, the Disability Federation of Ireland and the National Federation of Voluntary Bodies.  One of the key issues it considered was a proposal to list specific disabilities, including autistic spectrum disorder, on the census questionnaire.  The sub-group concluded that it would not be appropriate, nor would there be enough room on the census form, to list individual disabilities.  It did, however, agree that the existing 2006 category, "A learning or intellectual disability", should be split into two categories: "An intellectual disability"; and separately "A difficulty with learning, remembering or concentrating".The pilot survey was held on Sunday, 19 April 2009.  Its main purpose was to test public reaction to the wording of a number of new questions, including successful testing of the revised approach to the questions on disability.  The sample consisted of 11,400 households, covering 32 enumeration areas spread throughout the country.In December the Government agreed on the list of topics to be included in the next census questionnaire in line with the advice of the CSO and the census advisory group.  This list of topics is available on the CSO website, along with the report of the census pilot survey conducted in April last.  The Government also agreed that census day will be Sunday, 10 April 2011.Greater use of statistical information to underpin evidence-based policies is a key goal across all areas of public service delivery.  It is a matter for each Minister and Department to prioritise their data needs in this regard, building on the core demographic information established by the national census of population.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	1	I thank the Minister of State for his reply.  The last part of the reply is very interesting.  Everybody was consulted about the content of the census form bar the Members of this House.  A number of people in this House have had a great deal of involvement and experience in dealing with, particularly, children with autism.  To send out a survey to the members of the public asking them whether particular illnesses should be designated for special mention on a form is quite ridiculous.  The only people concerned about real issues like this are the parents and organisations dealing on a daily basis with unfortunate children who have a disorder such as autistic spectrum disorder.  I fail to see how any Government can develop a proper policy particularly in the area of education and health without statistics about the numbers of people affected, in this instance, by autism.Is the Minister of State aware of ongoing difficulty for parents trying to get proper educational facilities, speech therapy and medical assistance for children with autism, be it at early diagnosis stage or in primary and secondary education and ultimately right through the educational system?  I ask the Minister of State to take the matter back to Government and ask whether it would not be better off being discussed by the appropriate committee in this House that could invite the various organisations dealing with specialist illness such as autism to make submissions outlining what they want.  They are the people with whom we are dealing on a daily basis.  Everybody else was consulted on the content of the form.  To say that this specialist group ruled it out on the basis that the form was not big enough is the best I have heard.  Surely a form can be made somewhat bigger to include important questions such as the one I pose here.  Will the Minister of State review this matter again?  As Minister of State in the Department of the Taoiseach and Chief Whip he has responsibility for the CSO.  If he gives a direction in this regard, it will be done, and I ask him to do it.
#PatCarey	unknown-#PatCarey-party	unknown-#PatCarey-dob	unknown-#PatCarey-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	2	I thank Deputy Barrett for his question.  When I took over this responsibility a year and a half ago, one of the first matters that came to my attention, through a constituent of the Deputy, was the issue of autism.  I took the trouble to raise it directly with the CSO.  I went to the CSO office in Cork, just to tease out the issue.  The reply I have given is substantially what the specialist compiling the data gave us.  Unfortunately, it will not be possible at this stage to change matters because the order for the date of the census has already been set.  Issues such as the contract for printing the census forms and so on are in place.  I certainly will take on board what the Deputy is saying, however.To be fair, the various voluntary bodies and statutory agencies that deal with the whole area of disability, particularly autism, were consulted.  A pilot questionnaire was issued which contained two versions of the disability question.  These were submitted to alternate households during the pilot survey.  The analysis from the pilot survey indicated that the best information would be compiled by using version A of the questionnaire.  That arises from the way the question on disability was framed in the 2006 census, incidentally, so there is a development, while admittedly not to everyone's satisfaction, in the type of information being elicited on disability at each stage.It would not be appropriate nor would there be enough room, the sub-group concluded.  I happen to believe the "enough room" reference was somewhat weak.  However, it agreed that the existing 2006 category, as regards a learning or intellectual disability, should be split into two.  The revised approach to the question of disability was tested successfully in the 2009 pilot survey and the reworded questions, which may be found on the website, include questions as to whether a person has any long-lasting conditions or difficulties such as blindness or serious vision impairment.  There is a very long list which includes difficulties doing activities as well as questions on general health, means of travelling from home including the time a person leaves for work, school or college, the time taken for the journey, data about unpaid personal help and so on.I now have the specific information to hand and category (a) was in relation to blindness and (b) deafness or serious hearing impairment; "Yes" or "No". Category (c) refers to a difficulty with basic physical activities such as walking, climbing stairs, reaching, lifting or carrying and (d) to an intellectual disability.  Category (e) refers to a difficulty with learning, remembering or concentrating, (f) a psychological or emotional condition and (g) a difficulty with pain, breathing or any other chronic illness or condition.   "If ‘Yes' to any of the categories specified in question 14, do you have any difficulty in doing any of the following?: (a) dressing, bathing or getting around inside the home; (b) going outside the home alone to shop or visit a doctor's surgery; (c) working at a job or business, or attending school or college; (d) participating in other activities, for example, leisure or using transport."Those are the alternatives that were tested in the pilot survey.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	3	Many of these questions suggest that it is a matter of curiosity as distinct from developing actual facts in order to develop policy.  Whether it is autism or any other form of disability, it is important from the viewpoints of education and health that we should have proper and accurate statistics.  The only way to get them is from the census.  It is quite absurd that everybody was consulted bar those elected to this House.  We are directly involved with various types of illness, including autism.  We have to deal with such issues daily, but we cannot develop proper policies without having accurate statistics.  Will the Minister of State please make inquiries in this regard?  I tabled a similar question a couple of years ago, so I gave plenty of notice.  I am not doing this from curiosity, but because I was asked to do so by people who are dealing with autistic children.  They feel it is necessary to get accurate statistics to develop a proper framework in which to provide services for such children and in other areas also.Another question refers to "anybody with an intellectual disability" and adds "if so, please state the type".  It should then ask whether the person is satisfied that there are adequate education facilities.  Those are the sort of questions that should be posed.  The most serious issue of all is the lack of speech therapy for young children who are left with a disability as a result of not receiving such services early on.  I ask the Minister of State to re-examine this matter.  As public representatives we are depending on him to make our case to those involved in this issue.  Ultimately, it is the Minister of State's responsibility to say whether this goes in or stays out.  That is what governments are for and the Minister of State is in a positive position to be able to do something about it.
#PatCarey	unknown-#PatCarey-party	unknown-#PatCarey-dob	unknown-#PatCarey-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	4	I would not go all the way with what Deputy Barrett is suggesting.  He should not forget that we have a fairly significant body of disability legislation, which was enacted by this House in recent years.  The national disability database together with other pieces of legislation, such as the EPSEN Act, have been progressively implemented.  They are the principal vehicles whereby the type of information the Deputy is talking about would be compiled.As regards how questions for inclusion in the census form are chosen, all EU member states will be conducting censuses in 2011 in compliance with an EU regulation, which is the first covering censuses.  All member states have to cover a number of core questions and are also bound to produce their outputs according to standard methodology agreed at EU level.  If the Deputy has time to consult the website, he will see the core questions that have to be asked.  There are also other non-core questions, which each member state can frame in its own way.As regards the deficit of statistics on persons with autism, the Central Statistics Office suggests that it is simply not possible to collect statistics concerning specific disabilities on a census form.  Indeed, it is not realistic to collect information on specific individual disabilities on any household survey.  The range and enormously diverse nature of illness and disability are not suited to survey collection.  It is more appropriate to gather such data from administrative records.  That is constantly improving because one of the issues that arose when I met the officers in the Central Statistics Office was the matter of how else it could be done if it could not be done in the census.  The CSO publishes over 300 statistical releases and publications each year.  It provides high quality statistical information which is a vital input to planning for the future and monitoring outcomes at national, regional and local levels.  The CSO has, for some time, promoted greater use of objective statistical information in evidence-based policy making across all areas of public services, including those relating to intellectual disability.  In this regard, it is a matter for each Department to set out and prioritise its own statistical data needs.In response to Deputy Barrett, because there is merit in the idea, I will arrange for the CSO officials responsible for the census to meet the appropriate committee as soon as possible so that some of the concerns the Deputy and other Members have raised can be dealt with.  Their concerns are not without value, but there is no point in suggesting the next census can be revisited.  In the meantime we could consider how we can get more specific data and how we can prepare for the following census.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	5	Can the Minister of State indicate to what extent public advertisement was employed by the Central Statistics Office in announcing the public consultation process on the construction of the census documents in advance of next year's census, which he has indicated will take place on 10 April 2011?  How extensive was that trawl and what was the extent of the response?  Was the HSE invited to offer its opinion, particularly with regard to the pilot census document?  I have one of those documents but I think the Minister of State indicated there were two.  Will he clarify whether two different types of forms were employed in the pilot census in 2009 or the pilot data collection process undertaken?In the document I have, it has blindness, deafness or severe vision or hearing impairment down as one question whereas the document to which the Minister of State referred had separate questions.  I suggest the form to which he referred is eminently more sensible than one where the information is all together because it is difficult to understand how one can inform the Government and policy makers of the critical need by placing blindness and deafness in the one category.We have had a health section in the pilot survey of 2009.  Can we, therefore, look forward to a more elaborate health section intended to gather an even greater amount of information in the 2011 census form?  Has the CSO considered the possibility of including questions on more specific and more widespread conditions such as diabetes and asthma?  Would it not be a worthwhile exercise to inform policy makers of the extent or prevalence of diabetes and asthma in society and is this not the ideal way to establish the full facts about these prevalent conditions in society?  Can the Minister of State indicate whether the HSE has been involved in the consultation process?  If so, what was the result of that consultation and what was the result of any other consultation with regard to the health area?  Does the Minister of State accept that more specific questions regarding health would be useful in helping to determine health care needs and planning required in terms of health care systems and supports?
#PatCarey	unknown-#PatCarey-party	unknown-#PatCarey-dob	unknown-#PatCarey-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	6	The consultation took place between August 2008 and November 2008.  Submissions were invited from the public and interested bodies in August 2008 on the content of the questionnaire.  Submissions were received from 91 different organisations and individuals.  These covered Departments, local authorities, Government agencies, the research and academic communities and private individuals.  The submission covered 31 different topics.  I am not in a position to identify the position on the HSE specifically but I will find out the information and communicate it to the Deputy.Two meetings of the census advisory group were held in September and November 2008.  The group comprised persons from Departments, local authorities, public bodies, the social partners, universities, research institutes and the CSO.  Some groups, comprising representatives from various appropriate bodies and interest groups, were convened to discuss and agree on the topics of disability, education, enumerating and homelessness.  The content of the pilot questionnaire was decided on the basis of the consultation and discussions that took place.  A strategic decision was taken at senior management level in the CSO to adhere to the 24-page layout used in the 2002 and 2006 censuses.  This provided three pages per person enumerated for up to six persons in each household.Two versions of the pilot questionnaire were devised to allow controlled testing of the new and revised questions, as indicated.  The two versions were distributed evenly among households in the pilot areas.  Version A was delivered to every second household and version B was offered to the remaining households.  The pilot survey was conducted on 19 April 2009 and the sample covered approximately 11,400 addresses located in 32 enumeration areas in eight counties.  The areas selected were representative of urban and rural areas, in addition to deprived and non-deprived areas.Five types of strata were chosen for the pilot programme.  In cities, the enumeration areas were within Dublin and Cork administrative areas.  With regard to suburban areas, the enumeration areas were in the suburbs of Dublin.  The enumeration areas in large towns were in those with a population of 10,000 or more according to the 2006 census.  In areas with an urban-rural mix, the enumeration areas covered both urban and rural areas.  With regard to the rural stratum, all enumeration areas with at least 75% of their populations living in those rural areas were chosen.The Deputy asked about the inclusion of conditions such as diabetes.  I suspect the same response would be forthcoming from the CSO in this regard.  The census is not the appropriate mechanism for compiling such specific data.  I will arrange for the CSO officials involved with the census to explain how they managed to include or exclude certain questions.  Thus, we will have a better understanding of whether the other surveys the CSO is constantly carrying out on a rolling basis could be used to compile the very specific information Members of this House clearly find useful and important.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	7	The expectation of the response indicated by the Minister of State should not dissuade us from forwarding a very sound case for the inclusion of specific questions that could help inform not only Deputies and Senators but also, and most important, wider society.  I instanced diabetes and asthma.  Surely the information gleaned thereon would inform the health authorities, including the HSE and Department of Health and Children.  Does the Minister of State agree?  The information might also inform people within the pharmaceutical sector on specific needs.  One could add a number of other conditions that are very much in evidence in Irish society, including coeliac disease, with a view to identifying the particular dietary needs of the people, in respect of which there is no proper presentation or marketing.  People have insufficient information on such conditions until such time as they become acutely aware of them.  There is a range of other questions that could inform a raft of different interests and areas in a cross-societal response to these particular needs.  I strongly encourage an exploration of what is possible for inclusion in the 2011 census.  I welcome the Minister of State's indication that he will check if the HSE was directly consulted.  If any consultation took place, what was its outcome?  Are there elements of the questions in the 2011 census that will get the information I am seeking?
#PatCarey	unknown-#PatCarey-party	unknown-#PatCarey-dob	unknown-#PatCarey-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	8	I will do what Deputy Ó Caoláin has requested and revert to him as quickly as I possibly can.  The CSO's thinking was strongly examined, evaluated and its advice was taken in the end.In an operation of the size and scale of the census, it is important to bear in mind that only questions that have been tested in the field, have proved to have worked and were acceptable to householders can be considered for inclusion in the 2011 census.  Anyone involved in any research testing will know that if there is any ambiguity regarding the likely outcome of a particular question, it is better to discard it.  The census form is delivered to every household in the State and every person in the State is required by law to answer the questions on the form.  The questions on disability that have been tested in the field are the 2006 variant of the question and the new 2011 variant.  It is not possible to include a question that has not been tested first.  Some questions, depending on the words used, the way the question is worded and the categories included, etc., do not work or give reasonable results.In this regard, the CSO feels the 2011 version of the question is a considerable improvement on the question asked in 2006 and has recommended it for inclusion.  The Government does not believe it would be appropriate to reject the advice of the CSO and the census advisory group in this regard.  There is little point in my view in raising expectations as to what can be achieved, particularly in light of the professional advice the Government has received.
#LizMcManus	unknown-#LizMcManus-party	unknown-#LizMcManus-dob	unknown-#LizMcManus-constituency	speech	unkown-language	2010-01-26 00:00:00	Prelude	9	The number of unoccupied dwellings will be a significant feature of the next census.  We will need to know precisely the number of unoccupied dwellings in the State.  Having had a quick look at the form, I note it states that it will be a census of people and households.  Will a count be taken of every dwelling that is unoccupied?  Anyone canvassing in the last election knows that the one great feature of our communities is the high number of unoccupied dwellings, even in well-established housing estates.  This will need to be factored into deciding economic and social policy.
