#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	0	Comparable figures are not available on the numbers of full-time and part-time farmers for the full period from the 1950s to 2004.Up to 1991 the focus was on the land holding, without distinguishing between the holder's full-time or part-time involvement in farming. In 1950, there were 317,900 agricultural holdings of at least one acre. In 1960, the figure was 290,300. By 1970, there were 279,500 and in 1980, there were 263,600 holdings of more than one acre.In the 1991 census of agriculture, a new system was introduced which focused on the operational aspects of farming. All farms of more than one hectare, about 2.5 acres, were surveyed. It distinguished whether the farmer was involved full-time, that is, his or her sole occupation was farming, or part-time, that is, farming was a major or subsidiary occupation for him or her. For 1991, the total number of farms was 169,900, of which 124,700 were full-time and 45,200 were part-time.The most recent available figures are from the 2003 farm structures survey, indicating a total of 135,100 farms — 77,900 full-time and 57,200 part-time. The new system introduced in 1991 would suggest an approximate comparable total of 193,000 farms in 1980, of which 158,000 were full-time and 35,000 were part-time.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	1	I asked a statistical question on the basis that Teagasc has given figures that I assumed were based on CSO figures. Is the Minister of State in possession of all the facts in regard to Government figures? Perhaps he will need to give me the reply again when he has had an opportunity to discuss with Teagasc the real situation which I understand has resulted in a couple of thousand farmers moving out of farming every year. Does he have any reason not to give me those figures? Does he recall that Fianna Fáil had a stated objective of retaining a maximum number of people on the land and would he like to say whether that objective has been abandoned in the light of the information——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	2	That is a question for another Minister. As the Deputy rightly pointed out, this is purely a statistical question.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	3	I am looking for statistics but I am not getting them.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	4	A policy question is for the line Minister.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	5	Forgive me for straying into policy, but the statistical question I want answered has not been answered here. The Minister of State has informed me he does not have the figures. The figures are available and he does not have to go very far to obtain them. I would like an explanation as to why he does not have an answer to the question I have asked in the Dáil.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	6	Obviously, the relevant Minister, in this case the Minister for Agriculture and Food will pass to the Deputy any further information the Deputy requires. In regard to the figures, as I explained in the reply, the modus operandi changed in 1991. I would be pleased to pass to Deputy Sargent any additional information in my possession, such as briefing notes. I have precise figures for all of the years, some of which I have already communicated to him. I have attempted to make comparable figures from 1980 on the basis that the system changed from one acre to one hectare.The figures for 1991, when the system changed, and later years, are not directly comparable with those for earlier years, as the earlier figures included a significant number of inactive land holdings without cash crops or livestock in addition to smaller or more marginal units. In other words, every possible parcel of land was included in the figures on those occasions. We have more pertinent figures since 1991 when the system changed and these can also be used to make comparisons.The officials who supplied the figures in the reply have endeavoured to translate the system as it was in 1980 into the updated system. The figure for 1980 was 158,000 full-time farmers and 35,000 part-time farmers. The figures clearly show that the number of people on the land has declined. I have no difficulty in sharing with the Deputy any of the information contained in the back-up material. If Deputy Sargent wishes to have additional information I am sure the Minister for Agriculture and Food will be pleased to supply it to him.
#JackWall	unknown-#JackWall-party	unknown-#JackWall-dob	unknown-#JackWall-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	7	Has the Minister of State any further breakdown on a provincial, county or constituency basis of the numbers he has just given?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	8	I do not have such information in this file. However, if it is available, I will be happy to pass it on to the Deputy. I presume information of that nature is available. I will ask the Minister for Agriculture and Food to take note of the Deputy's comments and the information will be passed on.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	9	Has the Minister of State statistical information, not only on the numbers actively engaged in agriculture, but also the number of people, including children, dependent on it as the primary source of income provision? How many citizens are wholly or in part dependent on agriculture as a primary source of income and provision for life's needs? Will the Minister of State indicate whether that degree of detail is available from the CSO figures——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	10	The Deputy is going outside the scope of this particular question.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	11	With respect to the Ceann Comhairle, I am within the scope of the question and want to know if that information is available. Any evaluation of this type is valuable only when we appreciate the number of people dependent on agriculture to provide for life's needs. It would be outside the scope of the question to recognise the significant——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	12	Will the Deputy please ask a question?
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	13	——and dramatic decline. It would be interesting to know whether the Government has any strategies to arrest that decline. I will probably be told that this is not the responsibility of the Minister of State.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-03-22 00:00:00	Prelude	14	The Deputy is indeed straying into new territory. I am conscious from my involvement in the World Trade Organisation talks, for example, and discussions on the Common Agricultural Policy reforms etc. that a wealth of information is required and must be examined in terms of what happens to these farms. Many of them are changing to alternative usage as a result of the CAP reforms. The Deputy's question obviously relates to the number of farms. I do not have data on the number of dependants except to say that we are talking about family run, not commercial farms. I understand that approximately 200 commercial concerns were excluded from the figures supplied to me on this occasion. There is also the distinction between full-time and part-time agriculture. As I said in my answer, full-time means farming is the sole occupation of a farmer, whether male or female. The part-time figure relates to where a farmer has a major or subsidiary occupation from that source.Even though I do not come from a farming family, I am fully aware of the dramatic changes in agriculture over the years in places such as my native east Galway, and that numbers have decreased substantially. I have witnessed that taking place over decades. The information I have is substantial, but if there is anything additional which the Deputy requires, he should let me know. Questions have been raised in the House and I can follow up on those.
