#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 5, inclusive, together.I refer the Deputy to the reply which I gave to a similar question on 25 October 2005, ref. 24237/05. The following table shows the appointments made since.State Board or AgencyName of AppointeeDate of AppointmentNational Economic and Social CouncilMr. Danny McCoy, IBECOctober 2005National Economic and Social ForumNo appointments since October 2005National Statistics BoardNo appointments since October 2005National Centre for Partnership and PerformanceMr. Peter Cassells, Chairperson7 November 2005Mr. Philip Kelly, Deputy Chairperson, Department of the Taoiseach24 January 2006Mr. Ciarán Connolly, Department of Finance24 January 2006Mr. John Walsh, Department of Enterprise, Trade and Employment24 January 2006Mr. Brendan McGinty, IBEC24 January 2006Mr. Liam Doherty, IBEC24 January 2006Mr. Eddie Keenan, CIF24 January 2006Ms Irene Canavan, Arnotts24 January 2006Mr. Fergus Whelan, ICTU24 January 2006Mr. Jerry Shanahan, AMICUS24 January 2006Ms Catherine Byrne, INTO24 January 2006Mr. Gerry McCormack, SIPTU24 January 2006Prof. Joyce O’Connor, National College of Ireland24 January 2006Ms Dorothy Butler Scally, Independent Human Resources Consultant24 January 2006Dr. Catherine Kavanagh, UCC24 January 2006Law Reform CommissionNo appointments since October 2005
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	1	The boards under the aegis of the Department of the Taoiseach are the National Statistics Board, the National Economic and Social Council, the National Economic and Social Forum, the Information Society Commission, the National Centre for Partnership and Performance, the Law Reform Commission and the IFSC groups. The National Statistics Board does not meet the minimum target that 40% of membership be from either gender, and only six of 32 members of the National Economic and Social Council board are women.Moreover, the National Centre for Partnership and Performance, which held its first meeting recently, does not meet the target, with five female and nine male members. I am sure the Taoiseach would always wish to display leadership in the specific commitments in the programme for Government aimed at improving gender equality on the State boards. Given that his Department and the bodies under its aegis and responsibility do not meet those requirements, how can we expect everyone else to toe the line in this regard? For instance, can the Taoiseach indicate why only six of the NESC's 32 members are women? Is it because women were not asked, or because of a failure to find people of suitable ability who were willing to take up the positions? Perhaps there is an explanation for this quite extraordinary gap.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	2	One must wait until one is asked.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	3	As for the NESC, to be precise, the percentage of women stands at 19%. Most of the boards in question should have many more women serving on them. However, these bodies are all composed of representatives of the social partners. Farmers, employers and trade unions do not have a tendency to appoint anything which resembles a fair representation of women, in spite of ongoing arguments and battles about it. As Deputy Kenny correctly noted, my Department does not control many appointments. However, an effort is made in the case of our independent nominees, who form a small portion of the total, as well as the Oireachtas nominees, who are a matter for the Oireachtas. Nevertheless, the figures from the social partners are not great. All I can do is to relay again the House's concern about the representative bodies. While the social partners could do better, they tend not to.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	4	The Taoiseach referred to a figure of 19%. To what did he refer? Am I correct in stating that of the 32 members, only six are women?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	5	I understand it is 19% of the total figure.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	6	What is the total figure? Of what is it 19%?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	7	In respect of the NESC?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	8	Yes. I understand that it has 32 members, only six of whom are women. However, the Taoiseach's reply cited a figure of 19%, which, being a percentage, looks better than a figure of six.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	9	The figure is 19%. However, as far as I am aware, the total number is 30.Such people are nominees of the social partners and one cannot refuse to take them. It is an ongoing battle. As for bodies such as the IFSC, in which there are clearing house groups, rather than boards, we have a high proportion of women. However, in respect of the main bodies, the National Statistics Board is different because it is a specialist board with a good percentage of women serving on it. The social partners are notorious for not appointing women.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2006-02-28 00:00:00	Prelude	10	Does the Taoiseach acknowledge the desirability of ensuring that State boards, where practical and appropriate, should have an all-Ireland character and approach? Will this be reflected in future appointments? To take the example of the National Economic and Social Forum, does the Taoiseach agree that it would be appropriate for such a body to have an all-Ireland character and approach, particularly now, given the changed political dispensation on this island? When vacancies present, or when the next appointment of the five Government appointees comes about, will this be reflected in the numbers appointed by the Taoiseach as representatives of Government? Does the Taoiseach believe they should come from a variety of experiences and backgrounds, including local government, trade unions, community and voluntary sectors, the business sector and farming interests? Is it the case that meeting the desire to ensure we reflect on an all-Ireland approach to these appointments, there are such limitations in the current number of appointees that it may require revisiting? Is the Taoiseach considering this? Is legislation required to revisit the make up of the NESF, and other State boards for which the same arguments properly apply, into the future?
