#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	0	Governments must make choices every day, and sometimes they are difficult choices.  I have disagreed with many of the choices made by this Government in recent years, particularly on spending.  The Taoiseach is well aware that in recent days, 60 organisations providing services to the intellectually disabled are now being forced to either reduce services or to cut them out entirely.  This is having an enormous impact on those involved and on their parents, friends and families.  It is quite stressful to see the anxiety and distress this has caused.  The Taoiseach is aware the unit in Caherdavin in Limerick run by the Brothers of Charity that provides services for 377 people is to close and that two weeks' notice was given to the Daughters of Charity about the closure of the respite centre on the Old Cabra Road.The Taoiseach is also aware that the best value for money in the health service is given by voluntary organisations, none of which is represented by SIPTU or IMPACT.  These people have an enormous output for relatively little money.  In the context of priorities and choices that must be made, how is it in a country where there is so much obscene wasting of public money, that this sort of choice is forced on voluntary organisations providing services to the intellectually disabled?The Taoiseach is also aware of the consequences.  How can the Taoiseach justify the reduction of services that are so important to the well-being of thousands of people with intellectual disabilities at a time when there is obscene waste?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	1	The whole purpose of the money that is allocated is to protect frontline services to the greatest extent possible.  As the Deputy has said, when I was Minister for Health and Children and Minister for Finance, I was anxious to support the area of disability services and brought forward a five year plan by Government to improve and greatly extend the range of services for people with disabilities, be they sensory, physical or intellectual.  More than €1 billion is being spent on intellectual disabilities alone.There are 178 service providers under sections 38 and 39 of the Health Act.  Up to 90% of services are provided by 25 of them.  The important point, given that there are limited resources generally, and against a background of increased resources being given to this sector, is that the provision of services in the non-frontline areas ensures there is enough money at the frontline.  The Minister of State with responsibility in this area, Deputy Moloney, and the Minister for Health and Children are working to see how we can ensure that for the future.  Changes must take place in the support services behind the frontline services.  We cannot have 178, or even 25, service providers, even if they provide an excellent service.  There must be room for change so we can release resources to the frontline against the background of strict budgetary parameters.That being said, we must do everything we can to assist the most vulnerable.  That is being worked on as a priority by the Minister and the Department.  In the context of sustaining services for the future, there must be changes in how organisations cooperate.  Why should there be 25 different payroll systems, why should there be a series of different approaches by various organisations?  Those all must be pulled together so there are sufficient services at the frontline.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	2	I do not doubt the Taoiseach's personal commitment to this area and I do not disagree that changes must be made.  I disagree fundamentally, however, with the fact that no analysis was done of the impact of across the board cutbacks before those changes were implemented.About whom are we talking?  These are children and young people with great difficulties in their personal lives because of the intellectual challenges they face, which leave them needing 24 hour care and attention, ranging from someone trying to understand their gestures to those with metabolic disorders and intellectual disabilities that cause serious behavioural problems.  The consequences of the administration minding itself and cuts in frontline voluntary services impact directly on these children and young people and, as a consequence, on their families.  I met some of them yesterday.  That respite has been taken away, even for four hours once a month, impacts seriously on their lives.  That is the consequence of such cutbacks.When the Taoiseach says he wants to do all he can to help this area, I take the sentiment at face value but what has happened in the Department of Health and Children?  What other choices are being made?  In the Vote for the Department's budget, the administration budget has gone up by 11% to €42 million this year.  That €4 million increase would keep the Daughters of Charity facilities open.  The increase includes rises of 67% for office supplies, 104% for consultancy services and almost 600% for value for money reviews.  The entertainment budget has been doubled from €100,000 to €200,000, which would keep one of the facilities open for this year.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	3	Deputy Kenny has a tendency to over-run time on Leaders' Questions.  Could he ask a question please?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	4	I do not doubt the Taoiseach's personal commitment but this is what has happened under his nose, these are the choices the Government has made, these are the priorities the Government has decided upon and these are the consequences for those children and their families.  If the Taoiseach wants to make changes he should at least have looked at what the structure has done; it has protected itself and is demolishing services throughout the country to the detriment of people's quality of life, particularly that of young people affected by intellectual disability.  In what circumstances can the Taoiseach justify making choices such as this without examining areas where we could have had serious cutbacks in administration that would keep these levels of services open for those who so need them?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	5	Hear, hear.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	6	They look after themselves.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	7	I would like to give the full picture because sometimes I am afraid that statistics can be used for particular purposes.  If one looks at the situation with regard to the increase——
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	8	About how many parties——
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	9	I have listened to the Deputy's leader with respect and I ask him to step back for a minute——
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	10	The Taoiseach without interruption.
