#MichaelMcCarthy	unknown-#MichaelMcCarthy-party	unknown-#MichaelMcCarthy-dob	unknown-#MichaelMcCarthy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	0	This meeting has been convened for the purpose of the consideration of Committee Stage of the Urban Regeneration and Housing Bill 2015. The meeting will continue, if necessary, until 9.30 p.m. Is that agreed? Agreed. The aim of this Bill is to prevent land in areas in which housing is required, or areas that are in need of renewal, from lying idle or remaining vacant, to establish a register of vacant sites in those areas, to provide for a vacant sites levy, to amend the Derelict Sites Act 1990, to amend Parts II, III and V of the Planning and Development Act 2000 and to provide for related matters. I welcome the Minister of State at the Department of the Environment, Community and Local Government, Deputy Paudie Coffey.
#PaudieCoffey	unknown-#PaudieCoffey-party	unknown-#PaudieCoffey-dob	unknown-#PaudieCoffey-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	1	I move amendment No. 1:In page 6, lines 29 and 30, to delete “other than land owned by a housing authority”.Section 4 sets out the land to which the vacant site levy will apply, and an amendment is required to the application provided in the published Bill. It currently provides that the levy shall apply to residential land or regeneration land other than land owned by a housing authority. Amendment No. 1 provides that this latter exemption will now no longer apply to such land by the removal of the text “other than land owned by a housing authority”. This means that all residential or regeneration land, regardless of ownership, be it public or private, will be subject to the levy if it meets the criteria for a vacant site as provided for in section 5. This will ensure that all owners of vacant sites will be treated equally. For example, local authorities will have the same responsibilities under this legislation as private land owners. Accordingly, it will also encourage local authorities that may be in possession of suitable sites for the provision of housing to develop those sites.In this regard, I have considered the comments and contributions of Deputies. Deputy Mulherin felt quite strongly about this on Second Stage debate. This amendment will allow for the application of the vacant site levy in a fair and equitable manner to all owners of vacant sites, either public or private.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	2	The amendment is nonsensical. The myth is that local authorities are sitting on huge tracts of land they do not want to develop, as opposed to not having the means to develop. The unused sites I have come across are not owned by local authorities or by housing associations. I can think of one housing association that has a site that is unused and there are still cattle grazing on it. It is not the end of the world and it is not a derelict site. If there is a problem with a site owned by the local authority, if a local authority member, a community group or a Member of the Houses contacts the local authority, he or she will get a resolution to that straight away. It is not fair to lump public bodies, which are already under serious pressure in terms of housing, which are dealing with homeless people walking through their doors every day of the week and which have huge pressure on their resources, in with developers who are sitting on pots of land waiting for it to go up in value. If local authorities have land, they want to, and they do, use it.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	3	I am open to persuasion on this but I cannot get my head around it. The levy would be applied by, and paid to, the local authority, so it would have to go through a regime to do that. Local authorities do not have huge independent means for the development of these sites. Could the Minister of State envisage a situation in which the local authority is forced to develop one particular site in a county, as opposed to in a location where there is a greater housing need? If that is the case, I am not sure how forcing its hand in that way is a good idea. It may well also force local authorities to sell on sites at less than the potential market value at a better time. I can see problems with it.
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	4	I welcome this amendment. I spoke on this on Second Stage and I outlined my reasons but for the benefit of the committee, I will reiterate my views. It is assumed that the vacant site levy will get at developers hoarding land. That is all very well where there is a housing need, as we know there is. However, this will impact on ordinary people who may have a site that is under-utilised. In some cases, they may not be able to get a loan to do it up, or there may not be a market for the particular property, because a shortage of housing is not a problem in every part of the country. In my constituency, the local authority has long-term voids that are almost derelict. I agree with one sentiment expressed by previous speakers. In some cases, the local authorities do not have money but equally there are ordinary individuals, private property owners, who have inherited properties. It might be an old family home belonging to parents in the centre of town. They might not have money to do it up and the market that prevails may mean they cannot sell it. Why should they be penalised when the local authority will not be penalised? The one great benefit of this will be that it will bring a certain sobriety to an overzealous county manager who has plans for housing or regeneration and might decide to slap vacant site levies on private property owners without the same measure applying to the local authority itself. What is sauce for the goose is sauce for the gander. There must be more sympathy for the ordinary individual who might be put in an unforeseen and unintentional predicament. The sentiment of providing more housing and developing under-utilised land is good but there are people who could be caught out by this.  This measure will bring more sobriety to any deliberations by a council which might think it can shove a major responsibility onto private property owners without considering the ramifications for that property owner. It will consider it if it has to face the same ramifications. The issue of local authorities not having the means to develop sites is an issue but it is also one which a private person might face, so this measure is welcome. My only question is about who will levy the council. The council has its own budget, so to whom will it pay the levy and how will that be implemented?
#PaudieCoffey	unknown-#PaudieCoffey-party	unknown-#PaudieCoffey-dob	unknown-#PaudieCoffey-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	5	I thank the Deputies for their contributions. We might pose the question as to why we have the vacant site levy at all. This Bill is targeted at incentivising urban regeneration and the provision of housing in core areas of our cities and towns. We must start where infrastructure already exists. We all know cities and towns in this country that have sites in their centres which have public services on the footpaths outside them and which have been lying vacant for many years while pressure is coming on the suburbs of those same towns and cities for development. Pressure is being put on the taxpayer to provide infrastructure and services when we should be focused on regenerating and redeveloping the cores of our cities and towns. In general, this Bill is adopting a carrot and stick approach. This is the stick element of it, where we are proposing, given due process, to introduce a vacant site levy to stimulate the development of these sites and to bring them back into beneficial use. Nobody could disagree with that rationale in the first instance. How do we go about it? Why are we now applying it to public bodies and local authorities as well as private bodies? If we look honestly at the property registers of many cities and towns, public bodies own substantial tracts of land there. With that ownership comes responsibilities. If a person who is proud of their community looks at a site, it should not matter to him or her who owns the site once it is put into use for the benefit of the citizens of that community. Local authorities have a responsibility, like everyone else, in this regard. For those reasons, they are being included.  At the very least, the proposal that a vacant site, whether publicly or privately owned, will be designated as vacant will stimulate debate in the local authority chamber where the elected members are being given a new power to identify and designate such sites according to the needs of their areas. Ultimately, the local authority will decide but it will be difficult for any local authority to target any particular site while neglecting sites in its ownership. It will incentivise the development of those sites. For that reason, we propose the amendment and I hope we will get support for it.
#TonyMcLoughlin	unknown-#TonyMcLoughlin-party	unknown-#TonyMcLoughlin-dob	unknown-#TonyMcLoughlin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	6	I have one question as the other questions I wanted to ask have already been answered. I agree that there are local authorities which have huge land banks but with money being so scarce in local authorities at present, how does the Minister of State propose to impose fines on these authorities?
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	7	I assume the local authority cannot levy itself. Who will levy the local authority? I know we have an opportunity to submit amendments up until tomorrow. On Second Stage I raised a question on the considerable number of development sites that NAMA controls. I wish to ensure that any property under the care and control of NAMA is treated in the same way as if NAMA owned the property. We know that in many instances developers are restricted in what they can do. NAMA is part of the key to addressing the housing shortage, and it can play a major role. NAMA controls property and it should be working with developers and funding them to that end.  NAMA has been in existence for seven years and does not really have much to show in terms of addressing the housing shortage. What was envisaged by Government, in view of the report commissioned by the Department of Finance which showed that we need to build 30,000 houses per annum, was that NAMA would address that need. NAMA is clapping itself on the back after announcing that 4,500 houses would be built in the greater Dublin area by 2016, with the possibility of an additional 20,000 houses around the country in the next five years or so. This is a drop in the ocean when one considers the housing need. It is important that NAMA comes within the definition of "owner" and that it is clarified that NAMA will be held liable when vacant site charges are placed on properties.
#MichaelMcCarthy	unknown-#MichaelMcCarthy-party	unknown-#MichaelMcCarthy-dob	unknown-#MichaelMcCarthy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	8	May I remind members to speak on the amendment? I will not accept Second Stage speeches.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	9	I am not against the vacant site levy. It is a good idea, if it is applied correctly. Under the provisions of amendment No. 1, however, the local authority will be levying itself. It is placing an administrative burden on one department to levy another department. I understand it is a reserved function, so one could have a situation in which councillors decide that a particular area can be brought into play and a site might be sold rather than developed because the local authority does not have the funding. That is what concerns me about this amendment. I think there is a certain nonsensical aspect to a local authority levying itself.
#RobertDowds	unknown-#RobertDowds-party	unknown-#RobertDowds-dob	unknown-#RobertDowds-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	10	I support this amendment. I think it is a good idea. However, I forgot to say in my Second Stage contribution that I have concerns about its practicality. Will the Minister respond in that regard? Are we depending on the local elected members to impose strictures on the staff of the council to ensure they do a deal on the vacant sites for which they are responsible? As has been indicated, vacant derelict sites can be controlled by councils, and councils can often be slow to ensure they are occupied.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	11	It is nonsensical to expect the local authority to levy itself. Let us be clear: where a housing authority has land, it will want to use it. There is all this palaver about devolving powers to local authorities, but in this Bill we are cutting a stick and handing it to them to beat themselves with it. The money to pay the levy will not drop out of the sky; it will come from rates in the administrative area of the local authority. That is the last thing people in the community will want. They will want a solution. The 949 local councillors will respond to pressure from the people to bring the land into use. Local councillors, regardless of political persuasion, are very responsive to local pressure and local needs There are good things in the Bill, but some aspects of Part 5 needs to be revised. The site levy is a good idea. I brought forward a derelict sites Bill last year because of the urgent need to address the issue, but this Bill is taking the wrong direction. There is no compelling case for it. It is Big Brother handing a stick to a weak local authority. Rather than trying to strengthen and empower the local authority, the Government is giving it a stick with which to beat itself. It is the ratepayers in the area who will pay for the beating. I think that is terrible.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	12	The reason a local authority has a vacant site in the first place is that it is not in a position to develop it. The major problem is gaining access to capital to develop the site. It owns the site. With the numbers on the housing list increasing, the pressure is on public representatives to ensure the sites are developed. I am aware that investors are willing to develop local authority land and lease back the resulting properties back to the local authority. One thing that is causing a problem is that a local authority can only enter into a lease-back arrangement for a maximum of 20 years. The legislation needs to be amended to increase this to 30 years. I think it would act as an incentive for investors to come in to develop some of the local authority sites and lease them back to the local authority over a period of time. It would address the problem by building houses rather than putting a levy and an administrative burden on local authorities.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	13	My point follows on from Deputy Naughten's point. This amendment might make sense if the Government gave us a commitment and a cast-iron guarantee that the capital will be provided by the Government when the local authorities come up with plans to develop sites that are suitable for social housing where there is a social housing need.
This pertains to something that I am very uncertain about in terms of the Government's whole approach to the social housing crisis. The Government states that the money is available but it is up to the local authorities to provide the housing. Is the money really there for the local authorities? I can think of several sites owned by my local authority which are earmarked for social housing, but we have been told by the local authority that it does not have the money to develop the sites. If the Minister of State is saying that all the local authorities have to do is to come up with a plan to put social housing on those sites and the Minster will give them the money, I might support this.
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	14	What about private individuals?
#MichaelMcCarthy	unknown-#MichaelMcCarthy-party	unknown-#MichaelMcCarthy-dob	unknown-#MichaelMcCarthy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	15	Deputy Mulherin has spoken twice. Please allow Deputy Boyd Barrett to speak without interruption.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	16	In the absence of such a provision, this is a mechanism to force the privatisation of local authority land. The only way the local authority will be able to come up with plans that it can finance, if the Government does not guarantee the local authority the money, is by handing the land over to private developers, who will take it and lease it back to the council at a further cost to the taxpayer and to the State, and this will ultimately result in a loss of public housing that might have been owned by the State. If this were the case, I would be resolutely opposed to the Bill. I am asking the Minister whether he is guaranteeing money for local authorities that come forward with plans for land that they currently own. I would be very happy but surprised if that were true.
#PaudieCoffey	unknown-#PaudieCoffey-party	unknown-#PaudieCoffey-dob	unknown-#PaudieCoffey-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	17	Deputies asked how local authorities would levy themselves. Local authorities already apply rates to themselves. That is a known fact under our current rating system and, therefore, any liabilities that would result from a designation are identified and shown on the local authority books. It is my hope - this is the reason we are bringing in this legislation - that we would not get to that stage, because a strict set of criteria is set down and there is due process before any vacant site is designated. Again, it affords the owner, whether public or private, the opportunity to set out clearly to the local authority what he or she intends to do to bring that site back to beneficial use. If we are to learn from the past, we have to move away from urban sprawl, greenfield sites and a shortage of infrastructure. The same Deputies who are complaining here now were the first Deputies to come to me with complaints about unfinished estates, protocols for unfinished estates, lack of infrastructure and half-finished infrastructure. I am saying clearly that the intent of this Bill is to exploit and sweat existing public infrastructure that has already been paid for by the taxpayer. We want to focus minds on local authorities, which are the authorities that will designate ultimately. We are giving them that power. They are also the same local authorities that prioritise their housing proposals. Deputy Boyd Barrett asked a good question regarding local authorities that come forward with proposals for social housing on a vacant site. I will give him an example of that in Fingal. The Deputy said no capital funding was being provided. The capital funding being provided to Fingal, for example, for the provision of housing has increased from €6 million to €81 million this year. Whether it is Fingal or any other local authority, if a local authority comes forward with proposals to regenerate a site and provide social housing where public infrastructure already exists, if it is being prioritised by the local authority, it is logical to me that we in the Department of the Environment, Community and Local Government should prioritise it as well. Also, the figures stack up because the infrastructure is already paid for. We do not have to go to enormous lengths and expense to install new public sewers, water facilities, electricity and so on.  This is about urban regeneration and refocusing development back to the core of our towns and cities. We may not like all that is in the Bill, but it is an attempt to focus the minds of local authorities and their members, who have a strong responsibility, on this issue. I believe that all public bodies, even if they are owners of sites, have a responsibility also. They need to make plans for those sites just as everybody else does. The amendment stands. I hope I have explained the rationale behind it. There are strict criteria, there is due process and there is an appeals system. It is not something that can be struck down overnight. People will have sufficient time to set out their plans for sites, but these sites need to be brought back into beneficial use if we are to have sustainable development and planning in our cities and towns.
#MichaelMcCarthy	unknown-#MichaelMcCarthy-party	unknown-#MichaelMcCarthy-dob	unknown-#MichaelMcCarthy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	18	We have had ten contributions and, as we have been on amendment No. 1 for half an hour, I am going to put the question on the amendment.
#MichaelMcCarthy	unknown-#MichaelMcCarthy-party	unknown-#MichaelMcCarthy-dob	unknown-#MichaelMcCarthy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	19	Amendment No. 2 is in the name of Deputy Murphy. Amendments Nos. 2 and 5 are related and will be discussed together.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	20	I move amendment No. 2:In page 6, to delete line 34. The thinking behind the amendment is that the provision in this respect should not be so confined The Minister of State is right about the assets in our towns and city centres. If we are to develop our facilities in towns and villages, and perhaps take some of the pressure off in terms of urban-generated housing in the countryside, they have to be attractive places to live. This provision in the subsection is limited in that it confines the site to areas where there is a housing need. Amendment No. 5 removes the requirement for the site to consist of regeneration land or to have an adverse effect on the amenities or character of an area in order to be eligible for a levy. There may well be other circumstances such as the under-use of buildings that are lying vacant. There could be several other scenarios in which this could be meaningfully applied and where the argument could equally be made in regard to bringing more vibrant uses to a town, village or city. The intention of the amendments is to widen out the measure so that it is not so limited.
#MickWallace	unknown-#MickWallace-party	unknown-#MickWallace-dob	unknown-#MickWallace-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	21	The Minister of State has provided that the site must be situated in an area where there is a need for housing. I made the point in the Chamber that land banking is one of the biggest problems in the industry, and we need to deal with it. There are too many provisions in the Bill that allow developers to get out of this. If someone has bought land for development and deems that there is no need for housing there at the time, I would point to the two categories we have in Ireland - namely, land banking and shadow land banking - and this one falls into the shadow land banking category. It is land that did not cost as much as land that we would regard as being part of a land bank, and that will sell for a lower price, but fellows are hoarding it until, they estimate, the time comes when there is a need for housing on that land. The Government should be catching those land hoarders in the net as well, even though the land might not be suitable for development currently. There might not be a need for housing there right now, but the developer or investor bought it for a good reason. That is what shadow land banking is. All sites bought for development need to be caught in the Minister's site levy.
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	22	It is important that we remember that we are proposing to put a sanction on somebody who owns property. The reason is that we have a housing shortage, and we want to address that. I have expressed my concerns about the issue of regeneration outside the context of the need for housing and the pressure that exists which requires us to take emergency action, but we have not had the full conversation on this. Many people have one-off units in areas of towns that are derelict. I will cite a case for the Minister of State. An older retired woman came to see me. The woman, who is on a non-contributory pension, has an old premises that she used to live in but that she had to leave. It was half commercial, half residential. It is an old building and she has priced what it would take to do up that building, which is €250,000. There is an old stone facade on it. The property is not worth that. We have to be careful that we are addressing a problem here and that we are not going overboard. This retired woman will not get a loan. There is no market there because there are several more properties up the street. The story is not the same in every town and city, and I acknowledge the problem with housing and the needs in that regard, but in situations in which the market does not allow people to borrow or perhaps even sell in any reasonable fashion, we need to exercise more hesitancy in slapping vacant site levies on them. We have the Derelict Sites Act if an issue arises regarding the facade of a building or the visual amenity, but these are the realities for ordinary people. They are not developers or land holders and they would sell it. I have cited that case, and I know other properties in respect of which people have not told me their stories but I would be reasonably familiar with the situation. We have to protect such people. That is why the provision is included. It is not designed to get somebody who is a land hoarder out of the trap. We know land has been developed in the past that should not have been developed, which is an issue to do with development plans and how the development took place. Now we have areas of the country with empty houses. That is the irony. There are empty houses in my own town - new houses that are empty. It is not a case of one size fits all. There are people who will be put in dire straits as a result of this. We should not cry over local authorities, who have much deeper pockets than the lady to whom I refer, who is on the non-contributory old age pension and would be caught out by an over-zealous plan. It is welcome that we confine it in this regard. I have reservations about the regeneration, but in some ways we have to leave that to councillors.It will be tempered by the fact that anything we do here will also affect the local authority and its pockets.
#PaudieCoffey	unknown-#PaudieCoffey-party	unknown-#PaudieCoffey-dob	unknown-#PaudieCoffey-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	23	I will address Deputy Mulherin's concerns first. There are several strict criteria that must be adhered to for any designation to happen. This will be in the control of the local authority. One of the criteria is that a project must be economically viable. I assure the Deputy that no penal imposition will happen as a result of this Bill, as there are enough checks and balances within the Bill to address the issue and give councillors the flexibility to understand if there are economic viability issues. I know it is a different section to what we are discussing but I draw the Deputy's attention to section 14(b), dealing with determination of zero market value, which states, "the site is situated on contaminated lands and the estimated costs of remedial works necessary in order to use or develop the site exceed the market value of the site itself". There are checks and balances to protect the people mentioned by the Deputy. In short, we are targeting high-potential sites in highly serviced areas with much demand for housing. There are strict criteria and strong processes before a site would be designated. There is due process and time for owners of sites to provide reasons a site should or should not be developed. We are opposing the amendment. The criteria in section 5 set out the principles and policies underpinning the terms "residential" and "regeneration land". The proposed amendments remove essential elements of the criteria to be applied in determining what is and what is not a vacant site. Without such criteria, there is no justification for designating which sites in residential and regeneration land should be targeted for the application of the levy. These are important justifications underpinning the vacant site levy measure aimed at incentivising the development of high-potential vacant sites in central urban areas for housing and regeneration purposes. The legislation would lack teeth without these criteria. The purpose of the criteria outlined in the Bill in this regard is to focus on the appropriate range of sites to be potentially subject to the levy, with a view to strengthening the public interest and common good justification of the levy.
#CatherineMurphy	unknown-#CatherineMurphy-party	unknown-#CatherineMurphy-dob	unknown-#CatherineMurphy-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	24	The assets mentioned by the Minister of State, including public transport or a clinic, for example, will be in areas that would probably be doing all right. I accept Deputy Mulherin's point that it is not a one size fits all approach. The local authorities will have the responsibility to designate, and that is not something that will be imposed. I am quite sure people around the country will take different views, depending on the circumstances. A place like Dún Laoghaire and my area could be worlds apart from places in the west of Ireland. If we are going to have towns functioning in a vibrant way, with no unused buildings that could be brought into viable use, we need to examine the areas that may be falling into dereliction because somebody is hoarding property, perhaps even ahead of areas that are already very derelict.
#MickWallace	unknown-#MickWallace-party	unknown-#MickWallace-dob	unknown-#MickWallace-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	25	There is a counter-argument. If I bought a site zoned for development, it might not be economically viable to develop it or I might not be able to get the finance to do it. I would be facing the prospect of paying a 3% levy on it and I would have to weigh up my options, which are to pay the levy or get rid of the land. If I am not forced to make that decision, I could quite happily be a land banker and pay no tax on it.
#MichelleMulherin	unknown-#MichelleMulherin-party	unknown-#MichelleMulherin-dob	unknown-#MichelleMulherin-constituency	speech	unkown-language	2015-06-30 00:00:00	Urban Regeneration and Housing Bill 2015: Committee Stage	26	I was just speaking in opposition to the proposed amendment. Section 14, which takes in whether a market exists and if the works required would make a site unviable, is very important. We must have these qualifications to safeguard, as much as we can, the sort of person I described earlier.
