#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	answer	unkown-language	2011-05-03 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.The Government has decided that new arrangements will be put in place for the making of appointments to State boards and bodies.  In future, Departments will invite expressions of interest on their websites for vacancies on the boards of bodies under their aegis.  Ministers will not necessarily be confined to those who make expressions of interest, but will ensure all appointees have the relevant qualifications.Several Departments have already started this process.  The Department of Transport published on its website an advertisement seeking expressions of interest for appointments as chairpersons of the boards of the CIE companies and the Railway Procurement Agency and also for appointments to the boards of transport, tourism and sport agencies.  The Department of Communications, Energy and Natural Resources has also advertised on its website with regard to vacancies that will arise on the boards of bodies under its aegis before the end of 2011.  The Department of Finance has sought expressions of interest for appointments to the board of directors of the recapitalised banks.The Government has also decided that those who are being proposed for appointment as chairpersons of State boards will be required to make themselves available to the appropriate Oireachtas committee to discuss the approach they will take as chairperson and their views about the future contribution of the body or board in question.  Following that discussion, decisions will be taken by the Minister or the Government, as appropriate, to confirm the nominee as chairperson.
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	1	Gabhaim buíochas leis an Taoiseach as an bhfreagra sin.  The soundings the Taoiseach has made with regard to the process for appointment to State bodies is welcome.  However, it is a matter of regret that up to 110 people were appointed by the outgoing Government to State boards in the period between the dissolution of the previous Dáil and the formation of the new Government.  We all agree this is not the way to do business and we need to ensure an ending to the "jobs for the boys" approach that has pertained in the past.The Taoiseach gave some information on advertisements that have been placed and some appointments made.  Is that an exhaustive account of matters at present?  How many appointments has the Government made since it took office?  I ask the Taoiseach to expand on the level of scrutiny and transparency that will apply in future appointments.  I note that he again referred to prospective chairs of State boards presenting themselves before Oireachtas committees.  When will this process begin?  Can the Taoiseach reassure us that this will not be simply a rubber-stamping exercise?  What kind of discretion will the Oireachtas committees have?  Crucially, will a committee have the power to block an appointment to a State board?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	2	The change here is pretty dramatic in the context of what went on before.  We also discussed this at the last round of Taoiseach's Questions.  This will take effect from the time the Oireachtas committees are set up, which will be in the very near future.  The first person to appear before an Oireachtas committee will be the nominee for appointment to Bord na gCon, for which there has been a vacancy for some time.  The procedure is that the proposed person will appear before the relevant Oireachtas committee and give his or her view as to what contribution he or she can make to the agency or body to which he or she is proposed to be appointed.  The advertisements to be carried by departmental websites or organisations outside the normal remit of Government will carry the requirements as to what is wanted from the personnel who might apply in an expression of interest, in other words the range of specific qualifications or competencies required so that there is a standard that is required which people will know if they apply or put in an expression of interest.  This will take effect as soon as the Oireachtas committees are up and running.  As vacancies occur, as will happen, Departments will advertise on their websites the range of competencies and qualifications so that those who are interested can put in their expressions of interest.The Deputy asked if the committee could block somebody's appointment.  I made this clear before; if a proposed person nominated either by a Minister or by the Government really falls down in making his or her presentation to the relevant committee, obviously the Government or the Minister would need to take that into account, but it is not a function of the committees — they are not blocking committees.  It is an opportunity for the proposed person and the committee to discuss the policy issues in respect of the organisation, agency or body concerned.
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	3	I appreciate that the requirements and job specification would be set out, which is absolutely necessary.  If the ultimate power of decision is not vested in the committee — if one is to be cynical about it — does it not then simply become an optical exercise?  I do not suggest that the committees should become simply blocking mechanisms, but if one were to scrutinise the candidature of any person for any appointment, surely the logical outflow from that is that the committee would have the power to either accept or reject, to endorse or otherwise the candidacy for any particular position.  It leads me to conclude that perhaps this is simply optics and a rubber-stamping mechanism.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	4	Could we have a question, please?
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	5	Given that an applicant will set out initially his or her vision for the job based on what he or she can bring thereto, what will be the role of the committee in scrutinising performance on an ongoing basis?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	6	It depends on the organisation, agency or committee involved.  The Government sets policy, as decided by the Cabinet, and a range of organisations, agencies and Departments implement it.  If one wants to see the scale of change, one should note that Oireachtas committees never had the range of competencies required or the necessary experience.  Members were appointed on the basis of friendship rather than competence, as admitted in the House by a former Taoiseach.  That is not the way it should be.  If agencies, organisations and committees are to conduct their business properly, it must be done in the context of implementing and carrying through on current Government policy in the interests of the country and the people.  It would be thoroughly unwise, therefore, of a Government to disregard the view of an Oireachtas committee of anybody appearing before it.  That is why expressions of interest will be made by people who deem themselves to be competent and have the experience and qualifications necessary to express an interest in a position in the first place.  We want far greater transparency than has been the case heretofore.  In the main, the appointments will be confirmed by the Cabinet, or Minister, after the appointees have been proposed and have appeared before the relevant committee to make their case.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	7	I have two questions, Nos. 2 and 3, on the same issue.  While not wanting to get involved in party political point-scoring, for decades every Government, before its dissolution after a general election, appointed people to State boards as vacancies arose.  On the Taoiseach's last day in office as Minister for Tourism and Trade he appointed a Fine Gael trustee to the board of Bord Fáilte.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	8	That was a long time ago.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	9	We can all——
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	10	The Deputy should ask a question.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	11	That is prehistoric at this stage.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	12	While I welcome the change, I do not believe it is dramatic.  I am conscious that even Sinn Féin, for example, had made comments——
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	13	Questions, please.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	14	I have two.  I am building up to them and will ask them if allowed without interruption.  Although I heard Sinn Féin articulate concerns about this system, it was no slouch when it came to North-South bodies, for example.  With regard to the Northern Ireland Executive——
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	15	This is Question Time and questions must be put to the Taoiseach.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	16	——there was a Sinn Féin nominee and a DUP nominee and one could take one's pick.  We should not have lectures across the House or be politically cynical about this.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	17	The Taoiseach has admitted the vast majority of the 108 nominees were of good quality.I come to my point.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2011-05-03 00:00:00	Prelude	18	I thank the Deputy.
