#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	0	The Government is committed to fundamental reform of health care that will deliver a single tier health system, supported by universal health insurance, where access is based on need, not income.  A new insurance fund will subsidise or pay insurance premiums for those who qualify for a subsidy.As part of the reform programme, the Government is committed to introducing universal GP care within the current term of office.  It has given its approval to the preparation of the heads of a Bill to progress the phased introduction of free GP care.  It is envisaged that the first phase will provide for the extension of access to GP services without fees to persons with illnesses or disabilities to be prescribed by regulations under the new legislation.  A provision of €15 million was made available in the 2012 Estimates for the first phase.  Funding for later phases will be addressed during the budgetary process.In February I established an implementation group on universal health insurance which will assist in developing detailed implementation plans for universal health insurance and driving implementation of various elements of the health reform programme.  It will also assist my Department in preparing a White Paper on financing universal health insurance which will outline the estimated costs and financing mechanisms associated with the introduction of universal health insurance.  It will be published as early as possible within the Government's term of office.The reform programme is a major undertaking that requires careful sequencing for a number of years.  The implementation group will continue in existence throughout the health reform process and oversee implementation of the reforms and consult widely.  The introduction of universal health insurance and universal GP care is a policy matter for the Government, not a matter for the troika.  However, in implementing policies the Government must have regard to the targets agreed with the troika and set out in the national plan for recovery.
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	1	I thank the Minister for his reply.  He has outlined the steps he is taking for the introduction of universal health insurance.  It will be some years before we see the type of model on which the system will be based and the cost implications for the State.  The perception is that universal health insurance and universal GP care will be free, but they will have to be paid for by someone somewhere along the line.  The issue must be discussed early on as it is a fundamental shift in how we fund the health service and make it available.  The people have a right to know who will bear the cost.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	2	Will the Deputy, please, ask a question?
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	3	Does the Minister agree that a difficulty arises in the meantime in that the private health insurance system is in crisis?  Many families are opting out of private health cover altogether.  We now have a situation where people are downgrading the insurance package they normally take out.  There is increasing evidence that health insurance providers do not provide adequate cover in the sense that they are changing the terms and conditions of policyholders, in particular of older people.  Does the Minister agree that VHI has failed to cover the Mahon private hospital in Cork and that it remains closed?  In the context of having competition within the health insurance industry there must also be competition among health service providers and that is an indication that the Minister's policies, even at an early stage, are being undermined by VHI because it is not covering a hospital that could provide adequate care for its policyholders.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	4	The Deputy has asked a number of questions.  We all understand that nothing is free and that somebody must pay.  However, we are discussing making something free at the point of delivery so that no one need be concerned about being able to pay.  I hope all sides of the House agree on this point.  We do not want a situation in which someone must make a decision between attending a doctor or paying an ESB bill.Regarding the Deputy's contentions on the health insurance market, 46,000 people have left the insurance market since the end of March 2007 to the end of March of this year.  This is a modest decline in private health insurance coverage, 2% of the overall market.  Some 2.139 million people, 46.6% of the population, are still covered by private health insurance.
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	5	Everyone is in favour of universal primary care, but we do not know its exact cost or who will bear that cost.  If the cost is taken from the Minister's current health budget, services elsewhere will be cut.  A couple of weeks ago, we were counting the number of incontinence pads available to people in Kilkenny.  This is how serious the situation is.The Minister is the major stakeholder in the VHI on behalf of the Irish people.  In the context of universal health insurance, does he agree that it is flying against his policy of covering private hospitals to increase accessibility and make treatments available to its policyholders?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	6	The Deputy has raised a number of issues.  I assure him that I, as the VHI's major shareholder, have made it clear that it is not the company's job to determine the market.  However, as a court case involving a particular hospital is ongoing, it is not wise for me to comment on the specifics of this issue.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	7	In 2011, I indicated that the issues raised by the case of Michael Shine would be the subject of an inquiry by an Oireachtas committee.  This was dependent on the powers that had been proposed under the Thirtieth Amendment of the Constitution Bill.  As I cannot now proceed as proposed, I am considering how best to deal with these issues.  I must take into account the fact that Garda investigations are continuing, with investigation files having been submitted to the Director of Public Prosecutions, DPP.  I also understand that civil cases are pending against Mr. Shine.  It would be wrong to initiate any other inquiry that might impede these investigations and possible cases.  However, I remain determined to reach a fair and satisfactory outcome that will help to give closure to the victims concerned.Dignity 4 Patients has requested ongoing funding from my Department, including funding for counselling services.  Ongoing funding for any service is a matter for the HSE.  The HSE recently granted Dignity 4 Patients €22,500 for one year's office supplies and voluntary support.  The HSE advised Dignity 4 Patients that it could not provide any funding towards staffing costs, particularly given the fact that the HSE provides counselling services.  The HSE has suggested that Dignity 4 Patients should consider working more closely with other similar agencies to continue to support its client group.In conjunction with the HSE, my Department is also considering an application for lottery funding from Dignity 4 Patients, which could cover one-off spending.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	8	In the Minister's responses to me last week at the health committee and again today, he indicated giving consideration to how best to deal with the issues involved in the Michael Shine case.  As he has already indicated, some of the possible options in terms of an inquiry or how it would be constructed may not be open to him at this time.  What consideration is he therefore giving and what options do he and his Department have for that consideration?  The Minister suggests that any ongoing Garda investigation or specific individual cases may be an impediment to proceeding in a full way.  Is there potential to look at the distinction between an investigation of Michael Shine and an examination of the system from the hospital to the Garda and from the Health Service Executive to the Department of how they actually responded in this and the many cases presented around his abuse of young hospital patients?I also stress the need for support for Dignity 4 Patients.  I take some hope, as I did from the Minister's replies last Thursday and this morning at the health committee, that additional supports will be provided to help to anchor secretarial backup for Dignity 4 Patients which is a significant organisation providing important support and making representations for a body of men who need help and support.  I urge the Minister to make every effort to approve national lottery funding for it.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	9	All options are being looked at, but it would be premature at this point to go into specifics.  I am concerned that we need to bring closure for those who have suffered in this instance.  I am, however, somewhat hamstrung by the fact that there is litigation pending.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2012-06-19 00:00:00	Prelude	10	Is it possible for the Minister to establish for how long this investigation by the Garda is likely to continue?  It has been ongoing for years.  If it is to be trundled out as a reason we cannot progress a logical stepped investigation, we must ask what is causing the delay.  Why is there such an absence of progress on the Garda's part in this regard?  We need to know the facts.  Is there a multiple of cases being brought?  We do not know all the facts.  It was regrettable that the referendum on Oireachtas inquires did not succeed, one that I supported and in which I campaigned with the Minister.  It was an all-party supported proposition and it is regrettable that it was not adopted, but the people are sovereign.
