#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	0	Before coming to the Order of Business, I propose to deal with a notice under Standing Order 32.  I call Deputy Bannon.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	1	I seek the adjournment of the Dáil under Standing Order 32 to raise a matter of national importance, namely, the unrealistic rise of 40% in school transport charges which will adversely affect parents and pupils and place an untenable burden on families half way through the school year.
#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	2	Having considered the matter, it is not in order under Standing Order 32.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	3	It is proposed to take No. 6, motion re the proposed approval by Dáil Éireann of a proposal that section 17A of the Diseases of Animals Act 1966 shall continue in force for the period ending on 8 March 2009 — back from committee; No. 6a, motion re leave to introduce Supplementary Estimate — Vote 28; No. 6b, motion re referral of Supplementary Estimate — Vote 28 — to select committee; No. 12, Finance Bill 2008 — Report Stage (resumed) and Final Stage; No. 13, Legal Practitioners (Irish Language) Bill 2007 — Order for Report, Report and Final Stages — to adjourn at 1 p.m. today, if not previously concluded; No. 13a, statements on World Trade Organisation.  It is proposed, notwithstanding anything in Standing Orders, that: (1) Nos. 6 and 6a and, subject to the agreement of No. 6a, No. 6b shall be decided without debate and any divisions demanded thereon shall be taken forthwith; (2) the proceedings on Report Stage (resumed) and Final Stage of No. 12 shall, if not previously concluded, be brought to a conclusion at 1 p.m. today by one question which shall be put from the Chair and which shall, in relation to amendments, include only those set down or accepted by the Tánaiste and Minister for Finance; (3) the proceedings on No. 13a shall, if not previously concluded, be brought to a conclusion at 3.30 p.m. today and the following arrangements shall apply: the statements of a Minister or Minister of State and the main spokespersons for the Fine Gael Party, the Labour Party and Sinn Féin who shall be called upon in that order shall not exceed 15 minutes in each case; the statement of each other Member called upon shall not exceed ten minutes in each case; Members may share time; and a Minister or Minister of State shall be called upon to make a statement in reply which shall not exceed 15 minutes.
#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	4	There are three proposals to put to the House.  Is the proposal for dealing with Nos. 6, 6a and 6b without debate agreed to?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	5	Nos. 6a and 6b are motions relating to the EU reform treaty.  Is the Tánaiste happy that €5.8 million will be sufficient for the business of the referendum commission?  On publication of the Bill, is it intended to establish the commission and announce the date for the referendum today?  
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	6	On the matter before the House, the Department of Foreign Affairs is seeking Dáil approval for a technical Supplementary Estimate to allow expenditure under subhead O of Vote 28, that is, in respect of the EU reform treaty, as Deputy Kenny said.  Subhead O involves a new service under Vote 28 and, as such, Dáil approval is required before expenditure is incurred.  A sum of €5.8 million will be sufficient.  The stablishment of the referendum commission is dependent on hearing from the Judiciary regarding the name of the proposed chairman.  The date of the referendum is not being announced today.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	7	Deputy Timmins has made the point on a number of occasions that the information the commission presents should be as simple, relevant and understandable as possible in order that members of the public can be well informed before making a decision.  Will the information given by the commission to the public consist solely of facts, or will it give a direction on whether to vote yes or no?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	8	My understanding of the role of the commission is, as on previous occasions, to give an objective assessment of the arguments for and against in order that the people will understand the content of the treaty and the arguments in favour of adopting it.  In compliance with court judgments, it will give a balanced view.
#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	9	Is the proposal for dealing with Nos. 6, 6a and 6b without debate agreed?  Agreed.Is the proposal for dealing with No. 12, Report Stage (resumed) and Final Stage of the Finance Bill 2008, agreed?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	10	I object to the debate on the Bill being guillotined.  I understand 15 amendments have been reached, while more than 40 have been submitted, some of which are very important.  Given the importance of the Bill and the issues to be discussed, the debate should not be guillotined.  I object to the proposal on that basis.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	11	I object to the debate on the Bill being guillotined at 1 p.m.  Yesterday we debated a number of very important amendments.  However, the Minister introduced an amendment at the last minute on Monday to allow for the provision of tax breaks for investors in hospice care.  Hospice care in Ireland has traditionally been not-for-profit, voluntary and based on fund-raising and bequests.  This is a major change.  It may be an opportunity for the Government to complete its privatisation and two-tier health system agenda.  The guillotine allows no Opposition amendment to the Minister's late amendment, as there may not be an opportunity to debate it today.  This measure is a repeat of what the former Minister for Finance, Mr. McCreevy, did five years ago on 5 March 2003 when, he later admitted, he had been lobbied by a doctor in his own constituency in respect of private day hospitals.  Every party and Member in this House wants to see the provision of more hospice care but it should not be to further the agenda of developing a two-tier health service.  We are seeing what has happened to women in Portlaoise as a consequence of the development of the two-tier service and we saw what happened to Susie Long.  Now people will not get the care and attention that may help them to survive, or even when they come for palliative care and pain relief or terminal care——
#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2008-03-06 00:00:00	Prelude	12	We cannot have a debate on the Bill now.
