#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	0	I have received notice from Senator Brennan that, on the motion for the Adjournment of the House today, he proposes to raise the following matter:The need for the Minister for Education and Science to make funding available to Mary Immaculate College, Limerick, to address teacher shortages and the infrastructural work required.I have also received notice from Senator Browne on the following matter:The need for the Minister for Health and Children to make a statement regarding the restricted availability of smear kits to perform cervical smear tests in the South Eastern Health Board area.I regard the matters raised by the Senators as suitable for discussion on the Adjournment and they will be taken at the conclusion of business.
#MaryORourke	unknown-#MaryORourke-party	unknown-#MaryORourke-dob	unknown-#MaryORourke-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	1	The Order of Business today is No. 1, motion relating to the power of detention and re-arrest, a measure referred by the Seanad to the Joint Committee on Justice, Equality, Defence and Women's Rights which is returned following discussion, without debate; No. 2, motion to refer a proposal providing for heavier penalties for specific acts against the environment, for example bad oil spills, to the Joint Committee on the Environment and Local Government; No. 3, National Tourism Development Authority Bill, 2002 – Report Stage (Resumed) and Final Stage, to conclude not later than 12.30 p.m.; No. 4, Appropriation Bill, 2002 – All Stages, from 12.30 p.m. to 3 p.m., with the contributions of spokespersons not to exceed ten minutes and all other Senators not to exceed six minutes and on which Members may share time; and No. 5, Appropriation Bill, 2002 – motion for earlier signature, without debate, to be taken immediately upon the conclusion of No. 4.
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	2	I cannot agree to the Order of Business this morning unless the Leader can provide time today to allow the Minister for Health and Children to come before the House to make an urgent statement concerning the tragedy that occurred in the Cavan-Monaghan area in recent days. Members on both sides of the House are aware of the tragedy concerning a woman who was six months pregnant and lost her baby as a result of what would seem to be bureaucratic bungling between a number of hospitals in the region.While I am aware the Minister has launched an immediate investigation which will be carried out by the North Eastern Health Board, it would be entirely wrong for the House to adjourn today without the Minister coming here to make a statement on this important matter. It is not just important to the region, but it has significance to other hospitals throughout the country. As the Leader is aware, the Monaghan Hospital Action Group has been protesting on our doorstep for some months to highlight the difficulties concerning that hospital. It is only right that there should be a statement from either the Minister for Health and Children or one of the three Ministers of State at the Department. The Leader should allow for a debate between the Minister and a number of colleagues from all sides of the House. Unless provision is made now for such a debate, my group cannot support the Order of Business as proposed.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	3	What is the Senator's proposal?
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	4	I am asking the Leader to respond to my suggestion. If we do not receive a positive response, we will oppose the Order of Business.
#ShaneRoss	unknown-#ShaneRoss-party	unknown-#ShaneRoss-dob	unknown-#ShaneRoss-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	5	I will act as shop steward today, if that is acceptable.
#MaryORourke	unknown-#MaryORourke-party	unknown-#MaryORourke-dob	unknown-#MaryORourke-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	6	The real shop steward is not present.
#ShaneRoss	unknown-#ShaneRoss-party	unknown-#ShaneRoss-dob	unknown-#ShaneRoss-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	7	My colleagues and I have no rooted objections, other than those to which we might refer individually, to the Order of Business.I wish to ask the Leader a serious question, which follows on from an issue Senator Brian Hayes raised yesterday concerning the banks. Once again the banks are not passing on last week's ECB interest rate cut of 0.5%. This is a very important issue which continues to arise. The House needs to draw attention to the ingenuity and capacity of the major banks in this country to slip some of this money into their pockets along the way. I will not belabour the point, but the ECB cuts rates to give a boost to the European economy if it is sluggish. It does not do so in order that Irish banks can put their hands in the pockets of consumers here, but this is what is happening. They are doing this in all sorts of devious ways.There has been much discussion about tax by stealth. What the banks are doing to consumers is robbery by stealth. We should debate this matter in order to highlight what is happening and put these people under extreme pressure because they will otherwise continue to act in this way for as long as they are allowed to do so. Members of the public do not realise they are being deceived. When presented with a reduction in rates, people are not aware that it is not the full reduction.Even though it is not done with any malice aforethought, we seem to be limiting debate on important issues. I do not know from where the idea to limit speaking times on the Appropriation Bill to ten minutes and six minutes comes – I presume an agreement was reached between some of the parties – but the Bill is, to put it mildly, extremely wide ranging in that it covers all categories of Government expenditure. While most Senators may be able to confine their contribution to ten minutes, it is farcical to ask one to limit one's speech to six minutes.
#BrendanRyan	unknown-#BrendanRyan-party	unknown-#BrendanRyan-dob	unknown-#BrendanRyan-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	8	I support the comments of Senator Brian Hayes. The tragedy in County Monaghan is of a scale and intensity that deserves an immediate explanation. We have a flawed system of waiting for the conclusions of a detailed investigation in order to defuse the issue. We should be made aware immediately of the information the Minister and the relevant health board have to hand. If there are gaps or uncertainties, they should be teased out. The Houses of the Oireachtas should be informed immediately of all available information where circumstances such as these arise. Otherwise, it will be leaked in dribs and drabs via other agencies or family members of the poor woman in question. Without a proper process of issuing statements in the House, the position regarding public information will become much worse.On a related issue, I ask that the Minister for Education and Science come to the House to discuss in detail his apparent decision to reduce the number of special teachers in primary schools. The Department quotes figures on the percentage of primary schoolchildren receiving special education in comparison with the rest of Europe. Given that we have a higher pupil-teacher ratio in comparison with the rest of Europe, it comes as no surprise that more children here need special assistance. To cut back on the number of special teachers without addressing the fundamental problem of the pupil-teacher ratio will, therefore, make a bad situation worse.Will the Leader indicate her plans regarding No. 6, Criminal Law (Insanity) Bill, 2002? This is a complex issue which should be dealt with at a reasonable and rational pace in order that Members have sufficient time to hear and reflect on the views of others.
#LiamFitzgerald	unknown-#LiamFitzgerald-party	unknown-#LiamFitzgerald-dob	unknown-#LiamFitzgerald-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	9	Does the Leader agree that the Minister for Education and Science's intention is to conduct an audit and wide-ranging review of all special needs in the education system? Does she also agree that if Senators had listened to the INTO representative this morning, they would have established that ongoing consultations have taken place with the union representing teachers in the special needs area? Does she commend conducting such a review and comparative analysis with Europe? Does she further agree that we have made commendable and laudable progress in terms of the pupil-teacher ratio, particularly during the past five years?
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	10	The Senator should save his speech for the Ard-Fheis.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	11	Is the Senator seeking a debate?
#LiamFitzgerald	unknown-#LiamFitzgerald-party	unknown-#LiamFitzgerald-dob	unknown-#LiamFitzgerald-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	12	Does the Leader also agree that our pupil-teacher ratio would stand up to any European comparison?
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	13	I remind Senators they must ask a question.
#NoelCoonan	unknown-#NoelCoonan-party	unknown-#NoelCoonan-dob	unknown-#NoelCoonan-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	14	The Leader may recall that, on the Order of Business on Tuesday, I raised the closure of Miza Ireland in Roscrea, County Tipperary, and asked her to call on the Tánaiste and Minister for Enterprise, Trade and Employment, Deputy Harney, to intervene urgently. I regret that she did not respond to my request and that the Tánaiste failed to intervene. I ask her to invite the Tánaiste to the House as a matter of urgency in order to outline the packages and assistance available to the workers of Miza Ireland who lost their jobs yesterday afternoon which, unfortunately, coincides with the lead-up to Christmas and outline the job creation plans, if any, she has for north Tipperary. This area has become a black spot since the closure of at least five major companies in the past 18 months, which is an outrageous record for any Government. The Minister has failed to visit County Tipperary since the first closure was announced. It is poor consolation to the workers of Miza Ireland that she is able to take a helicopter to Ballinamore, County Leitrim, to open an off-licence, yet she will not come to north Tipperary to look after the well-being of the workers.
#AnnOrmonde	unknown-#AnnOrmonde-party	unknown-#AnnOrmonde-dob	unknown-#AnnOrmonde-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	15	The Senator is being nasty.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	16	This is not relevant. Is the Senator seeking a debate?
#GeraldineFeeney	unknown-#GeraldineFeeney-party	unknown-#GeraldineFeeney-dob	unknown-#GeraldineFeeney-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	17	It is not often that we compliment Ministers on their actions. Usually, we want them to address the House or answer questions on their recommendations. The decision of the Minister for Justice, Equality and Law Reform that padded cells are no longer acceptable in our prisons is a huge leap forward for prisoners suffering from mental illness.
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	18	Correct.
#GeraldineFeeney	unknown-#GeraldineFeeney-party	unknown-#GeraldineFeeney-dob	unknown-#GeraldineFeeney-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	19	No longer will they be detained in the horrendous prison cells about which we often hear and which some of us have seen during prison visits. They will now be treated in a more modern, humane way in proper facilities.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	20	Is the Senator seeking a debate?
#GeraldineFeeney	unknown-#GeraldineFeeney-party	unknown-#GeraldineFeeney-dob	unknown-#GeraldineFeeney-constituency	speech	unkown-language	2002-12-12 00:00:00	Prelude	21	No, I am complimenting the Minister. I also ask the Leader to ensure the recommendations are implemented.
