#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	0	As Deputy Cowen is not present and Deputy Ó Snodaigh is arriving in the Chamber I ask the Minister to respond to Question No. 16 in the name of Deputy Aengus Ó Snodaigh, after which we will return to Question No. 15.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	1	The Government has provided €436 million for rent supplement in 2012.  Total expenditure on the scheme over the past five years from 2007 to 2011 was €2.36 billion.  At present, approximately 92,000 persons are in receipt of rent supplement, of whom approximately 37,000 are single persons.  The remaining 55,000 clients are couples, couples with children and single-parent households.New maximum rent payments reduced from 1 January 2012 based on a review of the most up-to-date market data available.  The emphasis of the rent review was to ensure value for money for tenants and taxpayers while ensuring people on rent supplement are not priced out of the market for private rented accommodation.  The revised limits are applicable to new rent supplement tenancies from January 2012 and existing tenancies on review.  Approximately 25,000 rent supplement claims have been awarded in 2012, of which 3,700 were awarded within the last month, indicating that accommodation can be secured within the new limits.When rents are in excess of the limit, clients are being asked to contact the landlord and renegotiate the rent.  Where landlords do not agree to reduce the rent within the limits, staff will discuss the options open to the tenant, including seeking alternative accommodation.  Statistics on the numbers who have secured alternative accommodation are not available.  Officials administering the scheme advise that customers are securing alternative accommodation within their locality.  Any customers who have specific issues with regard to relocating should discuss these issues with departmental officials, who continue to provide support and advice to customers in addressing their accommodation and other needs.  There will be no incidence of homelessness due to these changes.Additional information not given on floor of the House.Rent supplement is specifically for the benefit of the tenants to assist them with their accommodation needs.  The Department does not intend negotiating directly with landlords to reduce rents on behalf of a tenant.I have recently introduced powers of inquiry for appropriate staff to request formally and oblige landlords to provide information in respect of their rent supplement tenants, principally to verify the agreed rent and existence of the tenancy.  This measure will improve both the governance and oversight arrangements in place and complement existing compliance arrangements which the Department has in place with the Office of the Revenue Commissioners.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	2	The last sentence spoken by the Minister is completely and utterly wrong as there will be homelessness due to this measure.  Those people who cannot find accommodation in the areas affected, where the rent supplement rates have been substantially reduced, are being displaced from areas in which they and their families have laid down their roots.  They will be homeless.  While they may not be captured by the homeless agency, they will be homeless by virtue of the Minister's steps.The Minister is a bulk purchaser of a service.  Does she not agree that the Department, through local authorities, already negotiates directly with landlords?  Why does she refuse point blank in this instance to negotiate the reductions in rent with the landlords rather than through tenants who already are vulnerable?  The Department and not the tenant negotiates in the case of the rental accommodation scheme.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	3	The Deputy and I have discussed this issue previously.  Rent supplement is intended as a short-term renting scheme for people who have lost their jobs and who expect to find new employment within a short period.  Over the past decade, the numbers relying on this scheme have grown enormously.  The purpose of the scheme is to provide a rent supplement to persons who require that supplement because they are not in employment.  I have said previously that it is our intention to reform the scheme in a way that will provide for its transfer to the local authorities.  I agree with the Deputy in his reference to local authorities in regard to the rental accommodation scheme.  They have housing departments which are experts on the provision and acquisition of housing.  The community welfare service staff in my Department are not experts on housing, rather they are experts in giving monetary assistance on a monetary basis to persons in need of assistance and they do this with great consideration and care.  As I indicated to the Deputy, more than 25,000 rent supplement claims have been awarded to date in 2012.  One must bear in mind that the total number we anticipate this year is 92,000.  To date, we have had more than 25,000 people negotiating claims, of which 3,700 relate to this month.  That indicates that people are negotiating.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	4	We know people are negotiating and they are doing so from a position in which they are in severe distress.  They have no choice because the Minister will not meet her responsibility in that regard.  She mentioned the rental accommodation scheme.  Why are the numbers under that scheme reducing?  According to the Revised Estimates for public services in 2012, the numbers under the scheme have shrunk from 6,800 to 6,300 and the Minister has outlined her big solution.  We have argued about the issue previously and the Minister referred to the local authorities.  Why does she not give them some of the 230,000 vacant housing units across the State?  There are only 100,000 families on local authority housing lists.  They are the ones in need of accommodation and many of them are in receipt of rent supplement.  I have never supported the notion of the State subsidising private landlords.  I have always argued that it should provide social housing.  Why is the Minister not delivering the NAMA houses and the empty units around the country to the local authorities, rather than continuing to subsidise private landlords?
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	5	The issue concerning the NAMA houses, an important potential resource, is under negotiation between my colleague, the Minister for the Environment, Community and Local Government, and NAMA.  The Department of Social Protection commands approximately 40% of the private rental market.  There has been a fall at historic levels in the value of housing and property assets and the Deputy is seriously suggesting those who rent privately – they account for 60% of the private rental market - should have their rent driven up by the Department oin order to benefit private landlords.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	6	Nobody is suggesting that.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	7	That is just-----
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	8	Order, please.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	9	The private landlords need to give value for money on their tenancies.  I have advised Deputy Aengus Ó Snodaigh that in the past five years the country has spent €2.36 billion on rent supplement.  That is a great deal of money in anybody's language.  I share any concern the Deputy may have about any individual in distress, but the officials in the Department, community welfare officers, have been extremely careful to be diligent towards those who are renting and who may have special requirements.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	10	That is just not true.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2012-07-17 00:00:00	Prelude	11	Please allow the Minister to speak.
