#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 6, inclusive, together.As Deputies will recall, I reported to the House on 1 October 2003 that I attended the inaugural meeting on Sustaining Progress on 18 July 2003, together with the Tánaiste and the Minister for Finance. In addition to my annual attendance at the July plenary meeting, I meet representatives of individual partner organisations on a regular basis.As Deputies will also be aware, the second Sustaining Progress plenary meeting took place on 24 October 2003 in Dublin Castle. I did not attend this meeting but was represented by officials from my Department. Presentations were made by the Department of Finance on the medium-term economic outlook and the Department of Enterprise, Trade and Employment, in conjunction with the Department of Education and Science, on lifelong learning. A presentation was also made by the ESRI on the mid-term evaluation of the national development plan and a detailed progress report on the implementation of Sustaining Progress was presented to the social partners. A copy of the report and relevant PowerPoint presentations have been laid in the Oireachtas Library.As Deputies are aware, the membership of the community and voluntary pillar of social partnership was expanded following on from ratification of Sustaining Progress. The pillar now has 15 member organisations which have endorsed Sustaining Progress, six on an individual basis and nine in the strands of older people, disability, housing, children, rural, local-voluntary and care. The membership of the pillar changed as a result of a review of participation in social partnership, which included an examination of ways in which to maximise the potential contribution of the community and voluntary pillar, and the decision of two organisations not to accept Sustaining Progress.In regard to those community and voluntary organisations which have not ratified Sustaining Progress, Departments have been advised that there may be areas in which the expertise of these organisations or their constituent members will be relevant to the policymaking and implementation process. These organisations may be invited to participate on particular committees or working groups in light of their particular expertise. This will be determined by the nature of the task or issue in question and is primarily a matter for each Department.
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	1	Does the Taoiseach agree that the latest report from the National Competitiveness Council showing this State as the most expensive country, along with Finland, in the eurozone for goods and services, makes a mockery of the idea that there is any real sense of social partnership between workers, employers who supply the services and the Government, and against a background in which the council noted that of 16 states, this State has the second worst rate of consumer price rises, the fourth most expensive insurance premiums and so forth?Is it not the case that what are called partnership deals are little more than devices to hold workers' wage increases to a minimum, while allowing unrestrained profiteering in key parts of the services sector, housing and other areas? Does the Taoiseach agree that against this background the initials ROI, which usually refer to the Republic of Ireland, could just as easily stand for "Rip-off Ireland", over which his Government presides? Will he take responsibility for this situation, given that his Government has taken no effective action to reduce massive inflation and has been responsible for much of it through its regime of stealth taxes? What does he propose to do to give meaning to his claim that there is social partnership?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	2	In Sustaining Progress, pay is a small part of the initiatives agreed by the social partners. I do not accept that they are minimalist rates of pay. They are higher than those in almost any of the other 12 or 15 EU countries. I am afraid that contention falls at the start.As regards employment, competitiveness and reducing unemployment, the Deputy mentioned a few issues, such as insurance costs. The Government has introduced legislation and a range of initiatives which we hope will deal with that issue. One of the problems is that we need more competition. While we can deal with some of the legislative and legal mechanisms in the two Bills, we need competition to try to get a broader range in the market. As regards other issues, such as public expenditure, the national development plan, infrastructure and development, taxation and affordable housing, progress is being made on all the special initiatives associated with social partnership. The latest reports show that there has been substantial ongoing progress in these areas in this calendar year, the first year out of three. The Government must continue to work with the social partners and the organisations to implement the programmes.Although this has been a difficult year, following a three year international economic downturn, we have still had great success in terms of low unemployment rates, an increase in employment and a reduction in inflation. I readily admitted at the start of the year that inflation was a major issue. However, our efforts are bearing fruit. We must continue in every way we can to work with the social partners and others to reduce inflation. The figure is encouraging compared to that at the start of the year when it was in excess of 5%. The figure is now closer to the EU average.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	3	Was the Taoiseach concerned about the comment by IBEC's director general, Mr. Brendan Butler, during the negotiations on Sustaining Progress that IBEC would not support development levies? There is a disparity between various areas of the country which will give rise to regional imbalance. The charge levied by Fingal County Council for a 10,000 square meter industrial development, for example, is €1 million. However, south Tipperary County Council charges €750,000, while Sligo County Council charges €155,000. Has the Taoiseach discussed the development levies with the unions in view of the comments by the director general of IBEC?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	4	The development levies were not part of the discussions on Sustaining Progress. Many of these issues are market led and market driven. The development charges in this city were unanimously fixed last night by the city council. They are bound to be different across the country, depending on the market. As regards what the market achieves and how it operates, regardless of the price the market fixes, it is a case of what price can be achieved. It is good that some of the developers' profits are drawn back in development levies.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	5	As regards the provision for a joint consultative committee on social issues, was that committee used for the purpose of consultation on 24 October or on any date about the cuts of €58 million in social welfare which were subsequently imposed in the Book of Estimates?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	6	The increases or tightening of the subheads were not discussed in any year with the social partners.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	7	I did not ask the Taoiseach if many of the increases, which are properly a budgetary matter, were discussed, but whether there is any point having such a joint consultative committee if prospective cuts were not discussed with it. What is the meaning of partnership if the partners which are party to the joint consultative committee were not consulted? Does the Taoiseach not agree this matter has serious implications?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	8	A question please, Deputy.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	9	I asked the Taoiseach if he agrees this matter has serious implications. That is the best I can do as regards a question.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-12-02 00:00:00	Prelude	10	The Deputy should read the record when it appears.
