#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	0	The decision to close Ireland's resident embassy to the Holy See was taken by the Government in response to budgetary pressures and on the recommendation of the Department of Foreign Affairs and Trade which sought to assess where budget cuts would impact least on the national interest at this time of economic crisis.  The total cost saving in a full year from the closure is estimated at €845,000, of which €400,000 will come from the closure of the resident embassy to the Holy See.  An additional €445,000 in savings will come from the transfer of Ireland's embassy to Italy from its previous rented premises to the State-owned Villa Spada.  In the meantime the Holy See has accepted the Government's nomination of the Secretary General of the Department of Foreign Affairs and Trade, Mr. David Cooney, as ambassador on a non-resident basis.  Mr. Cooney is expected to present his credentials to Pope Benedict XVI in May.The decision to close the resident embassy to the Holy See will not be reversed in the immediate term.  The unavoidable budget cuts and reduction in staff numbers which necessitated the closure are still in effect and my Department has neither the staff nor the financial resources to reverse the mission closures decided on by the Government last November.  However, as the economic situation improves and in the context of the regular review of the diplomatic network, it may be possible to revisit the matter some time in the future.  If the Vatican is prepared to relax its current requirements so as to allow the State-owned Villa Spada to serve as a location for both our embassy to Italy and our embassy to the Holy See, this can be taken into account in any future considerations.
#SeanOFearghaillFF	unknown-#SeanOFearghaillFF-party	unknown-#SeanOFearghaillFF-dob	unknown-#SeanOFearghaillFF-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	1	I thank the Tánaiste for bringing clarity to the financial aspects of the matter.  When did the decision to include the Vatican embassy appear on the list?  We are in receipt of two pieces of information; one from the Department suggesting it was not on the initial list and one from the Tánaiste suggesting it was.  Will the Tánaiste confirm the veracity or otherwise of a report in The Sunday Business Post  by Pat Leahy on the Government meeting at which this matter was discussed?  It was suggested it had been very much a routine issue on the Cabinet agenda that had been passed over and only returned to later after the decision had been made.  Did the Tánaiste, in fact, discuss the proposed closure of the Embassy to the Holy See with the Taoiseach and the Minister of State, Deputy Lucinda Creighton?
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	2	The issue of which embassies might be closed in these difficult economic times had been under consideration in the Department of Foreign Affairs and Trade for some time.  The Deputy's party leader, my immediate predecessor, acknowledged here recently that while he was Minister, the possible closure of the Embassy to the Holy See had been under consideration.  The confusion may have arisen from newspaper reports which referred to a document which had been produced in the context of the comprehensive spending review which referred to the closure of two possible missions, and it was assumed that the two missions in that case did not include the Holy See.  In fact, the Holy See was included in those two missions referred to in that document.With regard to the issue of how the matter was considered by Government, as I stated, the question of what embassies might be closed and how savings might be made have been under consideration in the Department.  I brought a memorandum to Government which recommended the closure of three resident missions: Timor-Leste, Tehran and the Holy See.  The matter was considered by the Government and it made a decision to close the three missions I had recommended.
#SeanOFearghaillFF	unknown-#SeanOFearghaillFF-party	unknown-#SeanOFearghaillFF-dob	unknown-#SeanOFearghaillFF-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	3	I thank the Minister for that information but we do not know a great deal more than we did before I asked the question.  Key to this is whether the Minister had discussions in advance of the Cabinet meeting with the Taoiseach on this matter.After a year working hard in the Department of Foreign Affairs and Trade, is the Minister prepared to take advice from someone who has a quarter of a century of distinguished service in the Department, Mr. Seán Donlon, who raised fundamental questions about the Minister's decision to close this important listening post, an action which, in fact, was contrary to statements that the Minister himself had made by way of written reply to Members of this House some time ago?Can the Minister brief Members as to whether he is prepared to engage actively via the new non-resident ambassador, Mr. David Cooney, with the Vatican in terms of the possibility of Villa Spada serving as a dual-purpose embassy or being divided so that part of it may deliver the service to the Vatican while the other part could service Rome?  That is something that has been put out there into the ether.  Is the Minister actively engaged in that?I put it to the Minister that this is an issue that will not go away.  I do not wish to have us returning to this time and time again on Question Time, but it is something that the people are concerned about.  It is something that is of fundamental importance in terms of our diplomatic role on the world stage.  The Minister is currently campaigning for Ireland to win membership of the human rights committee of the UN and, in that regard, we should have particular cognisance of the role the Vatican has played, and can play, in assisting us.  If the Minister reads the interesting letter in The Irish Times today from Mr. Michael Lillis, he can see the role that the Vatican played in informing those who were involved in an initiative in Cuba way back in 1988.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	4	The recommendation, the memorandum to Government and consideration of the issue by Government was done in the normal way.  Deputy Ó Feargháil will be quite well aware of the doctrine of Cabinet confidentiality with which we all are obliged to comply.  The issue was considered by the Government in the normal way.As the Minister concerned, I take political responsibility for making the recommendation.  The decision has been made and it will not be reversed.  I made it clear at the time the decision was announced that when financial circumstances would improve, we could revisit the issue as we will be reviewing our diplomatic missions in any event in the light of improving financial circumstances.On the issue of the use of Villa Spada and what physical arrangements can be made there, of course, the ambassador and Secretary General of the Department, Mr. David Cooney, will discuss all of those issues with the Vatican authorities.I welcome always the advice of former diplomats.  In one case, we are talking about a former diplomat who resigned from the diplomatic service a quarter of a century ago.  There is, I am sure Deputy Ó Feargháil will appreciate, a necessity in any event for us to modernise our diplomacy and the way in which we do our business.  The circumstances of today are entirely different from what they were a quarter of a century ago but I value the advice that is given from time to time by former diplomats.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	5	It still remains very much my conviction that the continuing Israeli military occupation of the Palestinian territories and the growth of illegal settlements on occupied lands represent the major obstacles to securing political progress in the Middle East peace process.  I have visited Israel and the occupied Palestinian territories in recent weeks and had an opportunity to see for myself the direct impact of the occupation on the Palestinian population, particularly on the West Bank.  My visit to the proposed new E1 settlement on the fringes of east Jerusalem was particularly instructive in that regard.In my subsequent discussions with the Israeli Prime Minister, Mr. Netanyahu, and the Foreign Minister, Mr. Lieberman, I made clear how continued settlement expansion and a failure to take decisive action to end the blockade of Gaza were only extending the conflict and reducing the prospects for meaningful substantive peace talks getting under way, peace talks which I had also been assured by the Prime Minister were also very much their objective.I believe both sides remain committed to a negotiated settlement and equally recognise that there is no alternative to direct negotiations aimed at achieving a comprehensive and honourable peace deal.  The challenge, as ever, for all concerned with promoting peace in the Middle East, is how to fashion the appropriate environment and climate of confidence to allow serious peace negotiations to get under way.  What are most urgently required are positive confidence building measures, particularly on the part of Israel, to instil the necessary confidence that real progress could be achieved, were substantive peace talks to resume.  I urged the Prime Minister to come forward with such a package of confidence building measures as soon as possible.No one is under any doubt that the prospects for achieving a viable two-state solution are fast diminishing.  I remain determined to continue highlighting, with EU and international partners, all the pertinent issues relating to the ongoing Israeli occupation and impress on both sides the need for these dramatic gestures and acts of political will which would help to substantially transform the current depressing situation.
#PadraigMacLochlainn	unknown-#PadraigMacLochlainn-party	unknown-#PadraigMacLochlainn-dob	unknown-#PadraigMacLochlainn-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	6	As the Tánaiste knows, in the 1988 agreement the PLO agreed to accept 22% of the entire landmass of what was originally Palestine.  Remarkably, we have not moved on and reached a settlement based on that extremely generous agreement.  At the time there were approximately 190,000 Jewish settlers in the Occupied Territories, the West Bank in particular.  Today there are 500,000.  How long will the European Union and the international community allow to continue this defiance of international law, this reprehensible behaviour, of which I understand a recent EU report leaked to the international media is extremely condemnatory?  Will the Tánaiste do something more forceful than just raise the issue?  Will he let us know what strategy he has at European level to confront Israel on this core issue that is now a major impediment to achieving peace in the region?
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	7	The international community is very much engaged on this issue.  As the Deputy knows, at the UN General Assembly in September a statement was agreed by the Quartet, comprising the United Nations, the European Union and so on, setting down a timetable for discussions to take place between Palestine and Israel.  It is regrettable that this timetable has not been complied with and has slipped somewhat.The purpose of my visit to Israel and Palestine was to see for myself the situation on the ground and also to have discussions with both sides.  I met President Abbas and Foreign Minister Malki on the Palestinian side and, asindicated, Prime Minister Netanyahu, Foreign Minister Lieberman and the Deputy Prime Minister on the Israeli side.  My visit followed directly a separate visit by High Representative Catherine Ashton and was followed by a visit by the German Foreign Minister.  There is, therefore, very much EU engagement to try to get the talks process moving.  The King of Jordan had convened preliminary talks and we were trying to get both sides to engage with them.  There is no doubt that the continuing blockade of Gaza and the settlements on the West Bank are huge obstacles to the progress of talks.  That is why I concentrated in my discussions with the Prime Minister on examining the confidence building measures that could be advanced by Israel which would show the Palestinian side that the talks would be worthwhile.
#PadraigMacLochlainn	unknown-#PadraigMacLochlainn-party	unknown-#PadraigMacLochlainn-dob	unknown-#PadraigMacLochlainn-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	8	I commended the Tánaiste last year when he took his decision on behalf of the people at the United Nations and followed it up at the United Nations Educational, Scientific and Cultural Organization, UNESCO.  Does he understand the absolute rage among people within the region when they see sanctions being imposed on Iran because it is not fully compliant with the rules of the International Atomic Energy Agency, IAEA, while Israel, on the other hand, is not even a signatory to the non-proliferation treaty?  Israel has ignored the will of the international community for decades in regard to settlements, yet not only are there no sanctions imposed on it, we have a complementary trade agreement between it and the European Union.  Does the Tánaiste understand why young people on the West Bank consider it necessary to lift stones, their only weapon of resistance, or why a man might believe he must go on hunger strike?  The international community has entirely failed them and, in so doing, sown the seeds of extremism within the region.  What can the Tánaiste, as chairman of the Organisation for Security and Co-operation in Europe, Minister for Foreign Affairs and Trade and part of the European team, do to address their concerns and bring peace to the region at last?
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2012-02-21 00:00:00	Prelude	9	Ireland has taken a very strong interest in the Middle East peace process, particularly the situation on the West Bank and in Gaza.  I have conveyed our concerns in clear terms at meetings of the Foreign Affairs Council of the European Union.  I set them out clearly in my statement to the United Nations General Assembly last September.  The Deputy and other Members urged me strongly in the House to visit the Middle East to see the situation for myself and engage in discussions.  I have done this at the highest level with both the Palestinian and Israeli sides.  My meeting with the Israeli Prime Minister, Mr. Netanyahu, lasted for almost one and a half hours and involved full discussions on what was needed to advance the situation.  Everybody agrees that if there is to be a two-state solution, it must be negotiated.  There are many issues to be resolved, including the issue of boundaries.  The matter has become more complex as a result of the settlement problem.  The most constructive role that Ireland and the European Union can play is to engage in that process and encourage both sides to engage in meaningful discussions with a view to finding a lasting settlement.
