#JohnBrady	unknown-#JohnBrady-party	unknown-#JohnBrady-dob	unknown-#JohnBrady-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	0	Following the publication of the long-awaited report of the Commission on the Defence Forces, what is the timeline for its implementation? Key elements of it need to be implemented immediately, given the pressures relating to pay talks. I again ask the Minister to outline the implementation of the report. What will be the make-up of the implementation body, which will be instrumental in rolling out and implementing key elements?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	1	The Commission on the Defence Forces was established on foot of a commitment in the programme for Government and the Government decision in December 2020, which also agreed its terms of reference and membership. The report was published on 9 February this year. The commission undertook a significant body of work encompassing its wide-ranging terms of reference. The report contains 69 main recommendations and, together with sub-recommendations, there are just over 130 overall. The commission's terms of reference included the consideration of appropriate capabilities, structures and staffing for the Army, the Air Corps and the Naval Service. The report proposes significant changes for the Defence Forces, including its culture, high-level command and control structures, and the level of defence provision in Ireland. Clearly, these matters will require careful consideration and, in some critical aspects, interdepartmental discussion and agreement. This includes the level of resourcing that may be allocated to defence, legislative implications and the governance framework, which will require an underpinning in respect of changes and Government approval on foot of the commission's report. It will also seek the views of the Department and the Defence Forces. The Defence Forces' representative associations will be consulted on all matters that fall within the scope of representation relating to the implementation of any approved plan. I will also engage with key stakeholders and the Oireachtas; I welcome the Dáil statements on the report that took place on 16 February. I firmly believe that this is an opportunity to have a mature debate around the type of defence capabilities we require and I am very much open to such a discussion. Current events are highlighting the importance of such a debate. The intent is that following relevant consultation, and before the summer recess, I will revert to the Government with a proposed response to the commission's recommendations and a high-level action plan. This high-level plan will set out proposed timelines and oversight arrangements for its implementation. It would be inappropriate for me to give an outcome of the deliberations at this stage but, as I have said to the Deputy previously, I hope to be able to do that in June, if I can.
#JohnBrady	unknown-#JohnBrady-party	unknown-#JohnBrady-dob	unknown-#JohnBrady-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	2	I also welcome the publication of the report. There are key recommendations in it that will go a long way towards addressing the major challenges of pay and retention in the Defence Forces, for which staffing levels are thousands below where the establishment figure should be. One of the key recommendations, which the Minister has been asked about a number of times now, including by me, is to implement associate affiliation to the Irish Congress of Trade Unions, ICTU, of representative organisations. The pressure is on because pay talks will commence in May. I am acutely aware that the Permanent Defence Force Other Ranks Representative Association, PDFORRA, has had to resort to the courts to try to force the Minister to implement this key proposal. PDFORRA has been very clear that if the Minister was to show some goodwill in ceding to its very legitimate request it would withdraw that court case. The Minister needs to show goodwill in the first instance and agree to allow PDFORRA and the Representative Association of Commissioned Officers, RACO, to affiliate with ICTU.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	3	As I said, I hope to bring forward an action plan and implementation plan that I can bring to Government before the summer recess. I hope to be able to do that in June. Certainly, people who have studied the detail of this report will understand that quite a lot of consultation is required before we can do that. It is important to give it that time but we do not want to waste any time either. I assure the Deputy we are not doing that. I have started discussions with the representative bodies and others to put that implementation plan together. The Deputy is correct that some of the recommendations, in particular that relating to associate membership of ICTU, should the representative bodies want that, is timely because a new round of public sector pay talks will start before the summer. I am conscious of that but it would certainly be helpful in those efforts, and I could speak in a much more open way with the representative bodies, if a court case was not happening in parallel to these discussions. 
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	4	I ask everyone to keep to the times. We all run over, but please stick to the times.
#JohnBrady	unknown-#JohnBrady-party	unknown-#JohnBrady-dob	unknown-#JohnBrady-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	5	I again ask the Minister to show some goodwill. That court case was initiated because of his failure, and that of the Government, to deal with the key issues in the Defence Forces. They are prepared to withdraw their court case, but the Minister needs to demonstrate goodwill in the first instance because if they withdraw that case, they cannot resubmit it. The Minister needs to be very clear to them that this is a key recommendation and is key to addressing the major challenges and shortcomings in the Defence Forces. In the first instance, he needs to act by stating he is very much open to this, he is very conscious of the time pressures, given the pay talks in May, and it is something he is willing to do. On that basis, it will show the Defence Forces he is prepared to act on this key recommendation. Again, it is critical. Certainly, we cannot wait until June. The Minister is acutely aware of that. It needs to made clear to the Defence Forces now to prepare for the pay talks beginning in May.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	6	I have spoken to PDFORRA about this issue; I assume the Deputy knows that. There is no issue with goodwill. This is about trying to work our way through one of many issues we have to work through arising from the recommendations of the commission. I have said I have an open mind about PDFORRA's relationship with ICTU in the context of pay talks and that is my position. I have also said it is very difficult for me to talk to PDFORRA about the detail of that while a court case is ongoing. That is self-evident. There is no stand-off here and no manoeuvring is going on. I want to have an open discussion with the representative bodies on this issue so that we can resolve it to everybody's satisfaction and we can move forward. The court case just makes that more difficult because I am much more limited in what I can say. PDFORRA understand that and I hope we will see some progress in this space soon.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	7	The armaments industry's merchants of death have seen their stock prices rise dramatically in recent weeks as the brutal invasion of Ukraine has an impact and the arms race that began in its aftermath has accelerated. The Government, unfortunately, seems to be planning to join that arms race. Presumably, it will get a boost from the meeting in Versailles today. What is the Government's position?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	8	I will respond to the question that was put in writing. On an annual basis, the overall defence Vote group allocation is determined within the overarching budgetary framework and the approval of Dáil Éireann, having regard to the level of resources available to defence policy requirements. Thus, for 2022, the total gross allocation provided to the defence Vote group, as set out in budget 2022, was €1.107 billion, comprising €836 million for Vote 36, which is defence, and €271 million for Vote 35, which is pensions.Capital funding allocations are also framed by the multi-annual national development plan. The White Paper on Defence, updated in 2019, highlighted the importance of capability development and the necessity for continued renewal, upgrade and acquisition of military equipment and infrastructure. To this end, the national development plan, NDP, has allocated multi-annual funding of €566 million to Defence out to 2025, with an allocation of €141 million per annum provided for 2022 and 2023 and €142 million per annum for 2024 and 2025.  Many of the military equipment projects are complex, multi-annual and have long lead-in times, so the funding certainty now provided by the NDP is welcome, as it will enable the Department and the Defence Forces to plan, prioritise and deliver on scheduled projects over the coming years. I know what the Deputy wants me to get to rather than giving a long, drawn-out, factual answer, namely, whether we are likely to increase spending on defence on the basis of what is happening in Ukraine right now and the serious questions of security issues on the continent of Europe and, of course in parallel with that, the report that we got from the commission. I think we are likely to increase defence expenditure on the back of the commission report, primarily. Some of that will be military equipment such as ammunition and weaponry but it will also be upgrading standards within our barracks and improving training facilities, armour and so on.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	9	To be clear, we are in favour of spending to ensure that Defence Forces personnel are not living in conditions of poverty. Only €20 million of the €500 million and €2 billion extra recommended in the report relates to that. We are in favour of doing that but we are not in favour of trying to win an arms race that cannot be won. It certainly cannot be won by Ireland. We are not in favour of increasing spending by €2 billion a year for buying an intercept capability, the acquisition of a squadron of jet combat aircraft, naval ships, etc., or even the additional €500 million a year. One simple reason for that is 2,000 homes could be built every year instead. If the Government makes the choice to give the money to these big military industries, primarily in the USA presumably, then it is making a choice to prioritise that over homes, healthcare, education or whatever else.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2022-03-10 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	10	I do not know if the Deputy has had a chance to read the report but the recommendation is that we would increase our level of ambition around defence and defence resourcing. Specifically it asks us to improve troop protection for more demanding roles overseas. Does the Deputy disagree with that? It asks us to enhance situational awareness with primary radar capacity; significantly strengthen military intelligence and cyberdefence capabilities; to increase naval presence by essentially double crewing so that we can have ships at sea more often to do the work that it has been asked to do; or to enhance mobile and lift capacity in terms of long-range lift capacity should we have to get our people or troops out of parts of the world quickly because they are in danger. Does the Deputy disagree with any of that? This is the practical reality of capacity improvements that the commission is asking us to consider and spend money on so that our troops are better equipped, better armed, better protected and have better training facilities and are increased in number so that they can do the job that we ask them to do.
