#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	0	I call on the Minister of State, Deputy John Curran, to formally move the motion.
#JohnCurranFF	unknown-#JohnCurranFF-party	unknown-#JohnCurranFF-dob	unknown-#JohnCurranFF-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	1	I move:That notwithstanding anything in Standing Orders the following arrangements shall apply in regard to today's sitting.  First, there shall be no Oral Questions, Private Notice Questions and Leaders' Questions and no Private Members' business.  Matters may not be raised under the provisions of Standing Order 21, section 3 and Standing Order 32.  Second, the Order of Business shall be taken now.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	2	Is that agreed?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	3	There are a number of questions I could ask but perhaps I should not so I shall agree to the motion.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	4	Tá go maith.  I call Deputy Gilmore, very briefly.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	5	As I understand from what the Government Chief Whip read out, it is proposed to have only the motion of confidence in the Taoiseach and the Government taken today.  Is that correct?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	6	Yes.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	7	I do not intend to delay the proceedings but just wish to make the point that on the previous occasion when there was a motion of confidence in the then Taoiseach, Deputy Bertie Ahern, on 26 September 2007,  there was normal business on that day.  There were Questions, Leaders' Questions and Adjournment matters so what is being proposed for today departs from that.  This is the third sitting day in succession we have not had either ordinary Questions or Leaders' Questions.  By tomorrow when we return to——
#SeanPower	unknown-#SeanPower-party	unknown-#SeanPower-dob	unknown-#SeanPower-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	8	Whose fault is that?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	9	Deputy, we need to move on.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	10	——it will be two weeks since we have had Leaders' Questions and I merely want to draw attention to that.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-15 00:00:00	Prelude	11	Briefly, an Teachta Ó Caoláin.
