#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	answer	unkown-language	2008-11-25 00:00:00	Prelude	0	I propose to take Questions Nos. 1 to 3, inclusive, together.Of the 184 authorised core staffing complement currently serving in my Department, 32 have applied through the central applications facility to relocate under the decentralisation programme.The breakdown by grade is: principal officer, two; assistant principal, nine; higher executive officer, five; administrative officer, four; executive officer, four; staff officer, two; and clerical officer, six.  Some 22 former members of staff have already been assigned to decentralised posts.There are no proposals to decentralise my Department or any of the bodies under its aegis.  It is a matter for those Departments to which staff from my Department have decentralised to assign such staff to locations outside of Dublin.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	1	There are at least 13 locations where advance contingents have moved and where permanent accommodation is neither affordable nor available, and this is to be reviewed in 2011.  Is it intended that those staff who have moved on a contingency basis are now to return to Dublin because the situation is completely in limbo or will they remain isolated from the rest of their Departments?  As this will not be reviewed until 2011, is it not a cause of some concern to the Taoiseach that this will result in fragmentation within the Department?A total of 35 locations are pending a review in 2011.  What will happen to the sites that are required by the Departments under the decentralisation programme?  Will they just sit there, depending on whether property prices go up or down, or what does the Government intend to do?  Given that the former Minister for Finance, Mr. McCreevy, announced from the Taoiseach's chair in the Chamber that he was going to move 10,000 public servants over three years to 53 locations, this has not worked out the way the Government intended.  Mr. McCreevy said that the Government should be judged on its success in achieving its targets, but it is clear that this is one target that has not been met.
#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	2	I remind Deputy Kenny that the question relates to the Taoiseach's office.  The Minister for Finance is the line Minister for the decentralisation process.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	3	I thought very carefully about it, Ceann Comhairle.  The first question asks about the number of staff who have applied for relocation under the decentralisation programme.  It does not mention the Taoiseach's Department.
#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	4	It was a mistake.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	5	It is not a mistake; it is a very deliberate question.  Even the Ceann Comhairle, with all his experience, must have seen that.
#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	6	I must not have.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	7	The decentralisation implementation group has made a number of reports since this was first announced, such as outlining the expected timescales involved.  Of the 2,500 staff already relocated, a further 3,500 will complete relocation as a result of the most recent Government decision with, as the Deputy said, subsequent decisions deferred until 2011.The Office of Public Works has expended approximately €250 million gross up to the end of September 2008 on the property aspects of the programme.  The Deputy may wish to note that the total income from property disposed of in Dublin between January 2004 and December 2007 was €355.9 million, leaving a surplus of €105.9 million between what has been purchased and what has been disposed of.  In addition, property valued at €75 million was transferred to the affordable homes partnership, which would be a further surplus were it sold on privately to other bodies.  I am advised the OPW has agreed joint venture redevelopment schemes with a minimum value of approximately €125 million up to the end of 2007.  As expected, non-property costs have been increasing since the beginning of 2007 as more advance accommodation is in place.  Staff training has increased and actual moves have taken place.  There is an overall surplus in terms of what has been disposed of and what will be redeveloped as a result of relocation compared to the cost of providing the sites and the locations referred to.With regard to those sites which will not be proceeded with in this phase but will be considered in light of budgetary concerns in 2011, they will remain under the management of the Office of Public Works which will continue to manage the State's property portfolio as is its remit.  Regarding those advance parties which have moved to locations, those staff who indicated an intention to relocate will remain in place and move to permanent accommodation under the programme.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	8	If the 2011 review were to recommend not going ahead with the decentralisation programme in a particular town, will that mean that the contingency group in the town, which has lived semi-permanently there, will be transferred back to Dublin?Does the Taoiseach agree the decentralisation programme as envisaged by the Government has failed?  The Taoiseach knows from his town's experience, and I from mine, that where a well-planned decentralisation programme has operated, it has been a success.  For example, I understand the local government appointments commission was to be decentralised to Clonakilty.  There is no railway line to the town which would affect every applicant going for interview.  Some of the locations chosen by the then Minister for Finance, Charlie McCreevy, were not suitable for the type of office to be decentralised.  A well-planned and well-managed decentralisation programme is always of benefit, depending on the level at which it is operated.Does the Taoiseach accept the programme, as outlined by the then Minister for Finance, Charlie McCreevy, has failed?  I know, a Cheann Comhairle, you were interested in having the Department of Arts, Sport and Tourism and the Irish Sports Council decentralised to Killarney — a fine town with which I have some acquaintance.  Recently, two public servants left Killarney for Dublin to assist in answering questions for the Minister for Arts, Sport and Tourism.  The train, however, broke down before reaching Mallow.  Between taxis and other trains and lack of mobile telephone coverage, the two public servants never arrived to Dublin on the day.  Where Ministers require back-up in the Houses or elsewhere, the decentralisation process has not worked well in their favour.The Taoiseach's predecessor, Deputy Bertie Ahern, spoke about Microsoft and having video links across the country.  As the Taoiseach knows this requires full width broadband which is not available in many of the decentralisation programme locations.  Does the Taoiseach accept the programme has failed in reaching its set targets?  Is he serious about a review in 2011, as some time before a general election would not normally be in the offing?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	9	Deputy Kenny, unfortunately, is not a supporter of the programme.  In this phase of the programme, over 6,000 public and civil servants will be relocated.  Over 14,000 public and civil servants applied to the Central Applications Facility, which highlights a significant demand.  The programme and relocation must also fit in with the proper management and skills sets that are required in the various organisations which are being administratively relocated.  I do not agree with the characterisation that it has not been a success.  As Deputy Kenny said, he cannot indicate any location where it has not been a success and completed.  Speak to any staff in decentralised offices——
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	10	This programme sought to have 10,000 public and civil servants moved.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	11	The programme was the most ambitious ever devised in the State.  It aimed to include not only those Departments which had a tradition of decentralisation and interoperability but also the wider public service and agencies in which these traditions did not exist.While industrial relations issues have arisen in some agencies, up to 525 people from the agencies in question have relocated.  The programme has to respect industrial relations processes and be achieved in a planned and proper way, which is the case.  By the end of 2010, up to 6,000 public and civil servants will have relocated.  Some 8,000 civil and public servants are retraining for working in the Departments to which they intend to relocate.It is working its way through, more slowly than was originally targeted, which was very ambitious.  It was always a voluntary scheme.  It must abide by and respect industrial relations processes.  Citing some extreme anecdote or suggesting there is a problem in one case on one particular day is not a fair characterisation of the fact that the decentralisation schemes in general — this one and previous ones that were less ambitious — have worked and are working.  Of course, it is down to the quality of management and leadership in these locations to ensure the overall work and focus of the Department are maintained and that the output and professionalism required are provided.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	12	As a concept it is a success but this programme is not.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	13	I do not accept that.  There are 2,500 relocations, which is in excess of previous schemes.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	14	These are from around the country, from the provinces.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	15	Some are.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	16	The vast majority.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	17	Let us be clear about this.  The decentralisation programme is available to everyone.  If it is characterised as an administrative relocation, people from all parts of the country who work in the public service and may wish to get closer to home are entitled to apply in the same way as everyone else.  The important point is that the posts that would have been created within the Dublin area in non-decentralised mode through retirement or promotion are decentralised.  If someone relocates from one destination to another outside Dublin, that vacancy can be taken up by someone who wishes to relocate from Dublin.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2008-11-25 00:00:00	Prelude	18	The then Minister, Charlie McCreevy, promised 10,000 people would move from Dublin in three years to 53 locations.
