#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	0	The Select Committee on Social Protection has completed its consideration of the following Supplementary Estimate for Public Services for the service of the year ending 31 December 2010 — Vote 38.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	1	I propose to take Questions Nos. 1 and 2 together.Ten freedom of information requests were received in the Department of the Taoiseach in October 2010.  Some 91 requests were received during the first ten months of the year, of which 70 were granted or part-granted and four were refused.  No records were held in nine cases, while three requests were withdrawn.  Five requests are ongoing.  The comparative figures for the first ten months of each year since 2002 are: 2002, 113; 2003, 133; 2004, 39; 2005, 49; 2006, 48; 2007, 58; 2008, 59; 2009, 82; and 2010, 91.  All freedom of information requests received in my Department are processed by statutorily designated officials in accordance with the Freedom of Information Acts.  I have no role in processing requests.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	2	The Freedom of Information Act 1997 applies to the Department of the Taoiseach in the same way that it applies to every other Department.  It was introduced as a means of bringing transparency and accountability to governance.  Some time ago, the Chairman of the Committee of Public Accounts, Deputy Allen, said that although the Freedom of Information Act provides for information to be given to individual private citizens, legal difficulties arise when the same information is sought by a body like the Committee of Public Accounts.  I am sure the Taoiseach, as a former Minister for Finance, would not be pleased with such a situation.  The intent of the Freedom of Information Act was to allow citizens and anyone else to access information about the way the Government is run.  We support that.  Surely there is something wrong when the HSE says it might encounter legal problems if it provides to the Committee of Public Accounts information that it can provide to John Citizen on the street.  There seems to be something wrong there.  I know it is not directly related to the issue of costs, or the number of requests that are made to the Department of the Taoiseach.  In certain circumstances, these problems with requests could arise in that Department as well.  Does the Taoiseach not think we should examine the system and free it up so it operates in the manner that was originally intended?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	3	The Freedom of Information Act provides for citizens to obtain relevant data and information regarding their own particular position, as set out under the legislation.  That is fine for people who require their own personal data and information.  As the Deputy knows, data protection legislation means that not everyone's personal records or data should or could be available to a wider audience.  Various countervailing provisions in legislation ensure those rights are respected as well.  The wider issue of the possibility of prejudicing existing legal actions comes into play when decisions are being made on what information is available and when it can be made available.  These constraints apply to freedom of information legislation, in line with the general principle that constitutional and natural justice should be afforded to all concerned, including State agencies against which suits have been taken and the individuals concerned, or whatever the case may be.  These general principles are applied in each individual case.  Therefore, the level of information that is available has to work within the broad legal parameters that exist.  The overall position is that freedom of information legislation has been extended to various agencies over many years.  That continues to this day.  We have seen extensions of the legislation in a whole range of areas.  That happened as the legislation bedded down and evolved.  We gained experience of how it was working, what way it was working effectively, and how we could move it along.  We cannot postpone legal considerations.  At the same time, we obviously have to try to ensure there is as much transparency as possible, consistent with those legal principles.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	4	On the general principle, obviously the Freedom of Information Act has been constrained by amendments introduced by the former Minister, Mr. McCreevy.  The Freedom of Information Act was used by the Fine Gael Party to gain information about FÁS and the Dublin Docklands Development Authority and had that not been so, a lot of things might have remained covered up, as it were.  As the Information Commissioner said, the Ryan commission of inquiry into the abuse of children in institutions might not have been necessary had the Freedom of Information Act been in operation a number of years ago.  Given the number of quangos and agencies still outside the scope of the Act and based on the Taoiseach's comment about the general principles, does he agree it would be a good idea to have all of these covered under the Act so that any citizen wishing to obtain information about governance or the activities of authorities or agencies should be able to do so, an exception being very sensitive information?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	5	The Deputy is broadening the question.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	6	I realise I am slightly off the question but I am only following on the Taoiseach's own comment about general principles and it is something that Members of the Oireachtas should take as a matter of course.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	7	When the Freedom of Information Acts were introduced they applied to about 67 public bodies and they now extend to more than 500 public bodies, an eightfold increase in the number of organisations to whom the legislation applies.  This indicates to me that there has been an extension over time to include many areas of activity which were not initially contemplated to be included.  I am sure they were contemplated but the legislation had to start somewhere and these were included over time with a wider application of the Act.  I do not think there is any disagreement on that point.  Some changes were introduced arising out of the operation of the Act as there were indications that the freedom of information legislation was being used almost as a trawling exercise all over the place.  This resulted in a significant use of time and effort with no specific objective in mind other than to find a whole heap of information.  The purpose of the legislation has to be to provide information but to do so in a way that meets objectives.  It was designed for individuals or others seeking information rather than people having to trawl all over the place and people not being sure what information was being sought.  In my view, the appeals mechanism and fees process put in place have not compromised to any extent the work of legislation and, quite the contrary, as there has been a few extensions of this legislation.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	8	Now that the Government appears to have agreed to requests for a reform programme for Ireland in the context of the discussions with the European Union and the IMF, will the Taoiseach agree that one of the critical items for reform will be to restore the Freedom of Information Act which was pretty much filleted by the Freedom of Information (Amendment) Act which the then Minister for Finance, Charlie McCreevy, introduced in 2003?  This amendment significantly increased the charges——
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	9	The Deputy is really broadening the range of questions.  The questions are, by and large, of a statistical nature and they are being broadened out to the policy position.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	10	No, I asked if the Taoiseach agreed that in the reform programme or reform agreements that are mentioned, there is mention in the documents and in the four-year recovery plan of a reform of practices.  Does this reform include the reform and reinstatement of the Freedom of Information Act which was filleted by the then Minister for Finance, Charlie McCreevy?  Second, a number of the institutions——
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	11	The line Minister for freedom of information requests is the Minister for Finance.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2010-11-30 00:00:00	Prelude	12	Institutions that are specifically excluded from the Act or are not comprehensively covered include the National Treasury Management Agency, the National Pensions Reserve Fund and the Central Bank.With regard to the issue of cost, I have put in a number of requests since the establishment of the bank guarantee about interactions between the Department of Finance and Anglo Irish Bank, and have been obliged to go through appeals and reviews.  Does the Taoiseach think that Deputies who are members of committees and so on should be obliged to spend considerable amounts of money making requests under the Freedom of Information Act?  So little information is supplied to this House that we have no alternative.  This is quite important information that should be in the public domain.
