#SeanOFearghaillFF	unknown-#SeanOFearghaillFF-party	unknown-#SeanOFearghaillFF-dob	unknown-#SeanOFearghaillFF-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	0	Before we begin, I advise that by virtue section 17(2) (l) of the Defamation Act 2010 witnesses are protected by absolute privilege in respect of their evidence to this committee.  If you are directed by the committee to cease giving evidence in relation to a particular matter and you continue to do so, you are entitled thereafter only to a qualified privilege in respect of your evidence.  I am sure this will not be necessary but I shall continue.  You are directed that only evidence connected with the subject matter of these proceedings is to be given and you are asked to respect the parliamentary practice to the effect that, where possible, you should not criticise or make charges against any person or entity by name or in such as way as to make him or her identifiable.  Members are advised of the long-standing parliamentary practice to the effect that members should not comment on, criticise or make charges against a person outside the House or an official either by name or in such a way as to make him or her identifiable.I welcome the officials from the Department of Health and Children and the HSE to the meeting.  I ask Ms Teresa Cody to proceed with her presentation and followed by Dr. Dymphna Kavanagh, clinical lead on oral health, HSE.  The presentations have been circulated and members have had an opportunity to read them.  We will take a group of questions thereafter.  We have allocated about an hour for this discussion and I hope that will suffice.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	1	I thank the committee for the opportunity to discuss the position on the implementation of the recommendations of the Oireachtas joint committee reports on orthodontics.  I am also grateful for the opportunity to inform the committee on other relevant policy developments.I am joined by my colleague from the Department, Peter Henshaw, and colleagues from the HSE.  My colleagues from the HSE include Dr. Dympna Kavanagh, who was recently appointed interim clinical lead for oral health, HSE.  She will update the committee on orthodontic service developments.  Also present are Mr. John O'Brien, HSE west, Ms Gretta Crowley, HSE south, Dr. Marie Cooke, consultant orthodontist, HSE south, and Ms Mary FitzPatrick, Dublin Mid-Leinster.Since our last meeting with the committee in early 2007, members will be aware of the sudden and rapid change in the position of the public finances.  As the committee will also be aware, health spending accounts for approximately 27% of all Government spending and it was therefore necessary to examine this expenditure as part of the Government's strategy to restore the public finances.  Due to the position of the public finances, the Government had to take action to reduce and curtail expenditure in several dental and oral health related areas.  It has reduced expenditure in the State adult dental schemes.  In addition to this, in an effort to achieve sustainability in the costs of delivering public services, a moratorium on recruitment in the public sector has also been introduced.The Department recognises the delivery of oral health services needs a policy context.  In this regard, since our last appearance before the committee, the Department and the HSE have been working to develop a new national oral health policy document.  This process has involved critically examining the many challenges and issues facing the dental sector.A core policy group, which includes representatives from the Department, the HSE and Professor John Clarkson, Professor Emeritus, Trinity College, Dublin, was established to drive the development of this policy.  The main issues addressed in developing the new national oral health policy are a revised regulatory regime, including a new dentists Bill, the integration of oral health in the wider health care delivery system, including enhanced synergies with health promotion, children's health, and primary care.  In addition, this policy will also examine oral health services for people with disabilities, those in long-stay care and services for older people.While the draft policy will focus on patient issues, it is also intended to address the competition issues raised by the Competition Authority in its report on the dental profession.  The draft policy will also consider the issues of manpower planning, specialisation and skills-mix, including recognition and the possible future expansion of the role of auxiliary dental professions such as hygienists, dental technicians, orthodontic technicians, orthodontic specialists, and the identification of appropriate training needs.  We are working to finalise the policy document which should be available later this year.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	2	I am the newly appointed oral health lead.  My own background is as a dentist and, more particularly a dental public health consultant.  My remit in this post will be to develop a strategy for the effective and efficient delivery of HSE dental services, including the delivery of specialist services such as orthodontics.The HSE is moving dental services towards an integrated care model.  Appropriate care will be provided in appropriate settings with the simplest care provided in a local setting.  The most complex and specialist care will be provided in a regional or, for very complex care, in a national service.Several issues needed to be addressed in oral dental health services.  A national system of governance and audit must be put in place to ensure appropriate and quality standards and outcomes.  There must also be a skills-mix where appropriately trained dental professionals, matched to the complexity of cases in a variety of care settings, are made available to ensure ease of access, best value for money and quality of care in all settings.  A more integrated approach to oral health care is also needed with joined-up care in which an overall and holistic approach to dental treatment is taken.A substantial number of treatments have been provided and completed since 2007.  I have already submitted to the committee figures relating to the increase in the numbers of people in receipt of dental services.  A substantial budget is also available for these services.I am recommending orthodontic services be provided across primary, community, secondary and tertiary care services and care should be provided at the lowest level of complexity nearest the patient.  This should depend on the complexity of the case, the setting and resource including the skill of the providers.  The assessment of waiting lists and treatment of those children, when growth is beneficial, so that an easier, less complex and shorter intervention is necessary will be a priority.  In other words, the earlier we provide treatment to children with assessed need, the better the clinical and psychological outcomes for that child.  There would also be a better chance of influencing growth patterns and of compliance with necessary treatment regimes.The expanded index of orthodontic treatment need guidelines has been in place in the HSE since 2008.  Persons in categories of 4 and 5, the most severe categories, are currently entitled to HSE care.  These guidelines are now taught in dental schools as part of the undergraduate curriculum.  Also, many primary care dental surgeons have had the opportunity to be up-skilled in the salaried services to enable appropriate referral.While both these initiatives have been excellent, it is important we go to the next stage.  I am proposing a reduction of the assessment waiting list, removing some parents' concern that their children may not be eligible for care despite waiting a long time for further assessment.  A pilot implementation programme will allow us to learn lessons for full implementation and allow us phase out the waiting list in a controlled and managed way.This initiative will also enable the prioritisation of children who will benefit most from early intervention.  Those who would benefit more from later intervention will also be prioritised.Other characteristics should also be taken into account such as a patient's medical history, social history, special needs including behavioural and phobic issues, benefit from early or later intervention and the complexity of treatment needed. Such holistic approaches have been piloted in Britain and elsewhere with considerable outcomes.We have moved forward with our strategy of putting specialists and consultants in place.  It is now timely to assess if we should put a further support in place for these specialists and consultants.  By supporting a better primary care system and building on previous initiatives, we will not replace the strategy of specialists and consultants that is in place, but rather by putting in a support structure of primary care dental practitioners providing services to some of the more simple and less complex cases, in many cases this will prevent orthodontic conditions from worsening.  This means, in effect, that a child will not have to be compelled to be treated by a specialist or consultant down the line, if there is much earlier intervention with much simpler treatment.As alluded to by my colleague, in the longer term we should like to look at the possible impact of skill mix such as orthodontic therapists, but the first priority is to look at the influence and impact of the primary care team approach in dental practice being more involved in care.  The benefits of this holistic approach, skill mix and team working only become apparent when the outcomes are clearly measured using an overall oral care plan approach.  In simple terms each child may have several different team members, from a consultant to a specialist to the general dental care practitioner involved in his or her care, but these individuals will be working to a single plan.  A single clinician will have clear clinical oversight.  Rather than the old fashioned concept which was the norm in dentistry before, of simply delegating tasks and patient treatments to another professional, this is a much more holistic and a different type of approach.  Clear clinical audit is essential right from the start.  There is good practice in the country already, but we want to build on that and have it as a national system.Moving on, I want to talk somewhat more about the waiting list initiative.  I want to highlight the fact that in some cases there have been particular reasons for backlogs to occur, particularly in the south, and we can talk about this later.  A backlog has occurred there because of the unexpected death of an orthodontic consultant, and this was an extra service burden.  A new consultant has been appointed, however, and will take up the post shortly, so hopefully the problem will be alleviated in the future through adherence to the strategy.  In other areas the waiting lists have been affected by the recruitment moratorium.A system has been put in place to track waiting lists and quality initiatives nationally.  This has gone a certain way in that we looked at the overall times for waiting lists.  However, we need to refine the collection of the data because it is not clear and transparent from the existing information what the different categories of patients are.  Some of them have very severe classifications and it is clear that those children are being prioritised in some areas.  Indeed, their waiting lists are not long.  In many cases they are only waiting six months or a year, at most, before intervention.  That is masked by many of the other categories of patients on the waiting lists.  The data, then, need to be more clear and transparent.I am proposing that we look at a service waiting list initiative, particularly around the treatment assessment.  It is important that waiting lists are clinically validated to ensure that those who will benefit most from early intervention will be assessed first and treated early.  It is also important that those children who will not benefit to the same extent are clearly identified and pulled out separately from the waiting lists.  The initiatives will be piloted and evaluated, and will only be rolled out in a phased manner from the lessons learned.  It is important, too, that we look at a closely monitored support system that might be put in place, where general dental practitioners would have a more active role in providing services.Finally, the publication of the national oral health strategy in the future will facilitate us in the development of the specialist services, at national, regional and local levels.  I am also recommending that within the HSE we should reactivate the original orthodontic review group that put forward the recommendations.  However, I want this broadened.  I want to see whether oral surgery, maxillofacial surgery, special care dentistry and other specialist services can be involved in that orthodontic review group.  In the event, it would be a specialist review group, with primary care having a very strong voice as well, so that we could have a much more holistic approach as regards the development of oral health services.
#SeanOFearghaillFF	unknown-#SeanOFearghaillFF-party	unknown-#SeanOFearghaillFF-dob	unknown-#SeanOFearghaillFF-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	3	I thank Dr. Kavanagh and Ms Cody.  I call Deputy Neville.
#DanNeville	unknown-#DanNeville-party	unknown-#DanNeville-dob	unknown-#DanNeville-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	4	I thank the witnesses for their contributions.  I was a member of the two previous committees that made the proposals in regard to the service.  The witnesses have covered some of it in a general way.  Before I go into that, however, on 3 March 2010, Fine Gael tabled a parliamentary question in the Dáil as regards the then state of orthodontic waiting lists, country-wide, and it has not yet been responded to.  I have a copy of the question here, incidentally.  It was Question No. 146 on 3 March 2010 and we have not yet received an answer to it.  I wonder whether the HSE will give us the information now, or is there any reason why it has taken so long?  If I did not ask it now, we would not get it at least until the autumn, because the Dáil has now risen.With regard to the guidelines for orthodontic treatment, the witnesses will recall that it was recommended the index should be changed and replaced by the index of "orthodontic treatment need" immediately, on a national basis.  I wonder whether that has taken place.  I gather from what has been said that persons classified as grades 4 and 5 in terms of the severity of their need for treatment should be then removed from waiting lists and given the requisite orthodontic treatment.  I gather that grades 4 and 5 patients are still on waiting lists, despite the recommendation.The issue of the training of orthodontists came out very strongly at those meetings and has arisen since.  It has been recommended to the committee that the Minister should implement training measures as a top national policy, to ensure internationally accredited bodies are given proper recognition.  This recognition would then facilitate an increase in the number of qualified orthodontists.  Has that taken place?  Reference was made to the training programme provided by a number of orthodontists in the former mid-west health board area, which was stopped, and it was recommended that it be reinstated immediately — this was 2002 and 2005 — with the requisite academic supports, as a means of further increasing the supply of trained orthodontists.  That has not taken place, and it was a key recommendation of our committee at that time.Would the witnesses not accept that if this was implemented, the present waiting lists of around four years in the Limerick area, would be considerably reduced?  In fact if was to be introduced at present it has been suggested to us that the waiting lists could be eliminated in seven months, if there was full implementation of the training programme, which the committee looked into very carefully and satisfied itself as to its standards.  It was agreed that it could treat many more patients without increased cost to the HSE and each trainee could actually take 500 children off the orthodontic waiting lists.  Why has that opportunity not been taken up?Some of us are suspicious that vested interests might have a role to play here.  If a great many patients are removed from the orthodontic waiting lists, there will be less private work to be done.  I know that the HSE has purchased at very high cost orthodontic treatment in the private sector, and surely there would be a considerable training pool in the event of the introduction of the system the committee was happy to endorse on efficiency and safety grounds, which is being operated in many other countries.We suggested funding for specialist training places should be restored in the event of the State having to provide funding for orthodontic trainees who should be required to commit to the public service upon graduation.  Obviously, that did not happen.  If the finance was not available, the committee was of the view that on completion of their training trainees should commit to the State service for a period of time to return the value of any costs incurred.We said five additional oral surgeons and five maxillofacial surgeons should be appointed without delay to compliment orthodontic treatment services.  What has happened in that regard?The delegates can take a number of questions and avoid mine or pick those of them that they wish to answer.  That is the way the committee works, but we will be scrutinising the Official Report to read the responses received.
#SeanOFearghaillFF	unknown-#SeanOFearghaillFF-party	unknown-#SeanOFearghaillFF-dob	unknown-#SeanOFearghaillFF-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	5	I am sure the committee will make every effort to ensure the Deputy's questions are dealt with comprehensively, as always.
#JanOSullivan	unknown-#JanOSullivan-party	unknown-#JanOSullivan-dob	unknown-#JanOSullivan-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	6	I welcome the delegates.  I welcome, in particular, the appointment of Dr. Kavanagh because the appointment of an interim oral health lead, if that is the correct term to use, has been promised for some time.  It is very important that the position has been filled.I take heart from the presentation made today.  It is very positive and strong and shows an intention to bring about change, which is very welcome.I was not a member of the previous health committees, but I have read the transcripts and received a lot of correspondence from Dr. McNamara in Limerick, in particular, whom we all know at this stage.  I take heart from some of the comments made by Dr. Kavanagh in her presentation and would like to tease them out a little, following on from Deputy Neville's questions, because one of the issues was the appointment of a lead clinician, which has been achieved.  There are issues surrounding training, waiting lists, the methodologies to be used and how we ensure the available expertise is fully used, not just those who have been trained in the country but also those who have been trained outside it.  That is the campaign Dr. McNamara has been leading for many years, something with which Mr. O'Brien will be familiar, as he is an official with whom we all worked in the old Mid-Western Health Board.  He is also very familiar with the background to the issue.At the bottom of page 5 of her presentation Dr. Kavanagh states: "It is timely to assess if the introduction and assessment of a different approach in some areas supporting the personnel already in place and building on previous excellent initiatives should be put in place".  Can I take it that the training programme which Dr. McNamara and others implemented to successfully treat a lot of patients through the orthodontic service is now an accepted part of what is provided in this country?I received a reply to a parliamentary question.  I am not sure when I tabled it, but I received the reply on 23 March.  It did not refer to figures, which is what Deputy Neville sought, but to a progress report on what was happening.  It read:The specialist orthodontists trained in the UK all returned to work in the HSE in return for sponsorship of their training.  The issue of cross-jurisdictional training pathways is no longer as significant as the HSE is not currently sponsoring any postgraduate orthodontic students in the UK.Can I take it from that answer that there is no longer a conflict in terms of the training provided in the dental hospital and the United Kingdom in terms of what is right and wrong?  We need to get rid of this from the system.  We need to ensure those who need dental and orthodontic treatment receive the best possible treatment in the fastest possible time, which is why I am encouraged by what has been said, in referring to the use of the primary care system integrated with the follow-up system and ensuring it happens at the best possible level of service and those with more complex needs will be assessed and receive treatment early, rather than placing everyone on the same waiting list.  That is what I understood Dr. Kavanagh to say.  If I heard her correctly, that is what she proposed.  I would like to hear specifically when that will be achieved.  Dr. Kavanagh said there would first be a pilot programme.  How long will that take?  Where will it take place?  She suggested there might be centralised waiting lists in order to ensure those who most need treatment will not be kept waiting and that there will be standardisation across the country.  I ask her to clarify whether there will be centralised national or regional waiting lists and how this will impact on the service.We all want to achieve the best possible service.  There have been huge issues and conflicts, beyond which we want to get.  As a committee, we also want to ensure that in getting beyond these issues we will use all of the expertise available in the country, including that of Dr. McNamara and the scheme he has piloted.  I want to ensure that service will be part of what will be provided in the future.
#MargaretConlon	unknown-#MargaretConlon-party	unknown-#MargaretConlon-dob	unknown-#MargaretConlon-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	7	I welcome the delegates and thank them for their presentations.  I also welcome the appointment of Dr. Kavanagh.  I agree with a lot of what she said.  It all makes perfect sense when we are sitting here and listening to her, in particular her comments on the need to develop a holistic approach.  The habits children learn early in their lives stay with them.As a relative newcomer to the committee, I find that when I meet different groups from the HSE, they are all doing a great job within their own areas, but there is a huge lack of communication within other disciplines.  I refer, in particular, to the importance of primary care centres and how well the system will work.  There is a need for a greater level of communication between public health nurses, dentists, doctors and all the other disciplines involves to ensure this happens.I share Deputy Neville's concern about the information we have not received on waiting lists, that is, the numbers involved, and waiting times.  There are huge variations throughout the country.  We need to tease this out a little more to determine why that is the case.  A delegate referred to a case in which the consultant had died.  However, there have to be other reasons there are huge waiting lists in some areas of the country, while a very efficient service is run in others.  I will give one example.  I understand that under the school dental scheme children's teeth are assessed in second, fourth and sixth class.  My daughter finished fourth class this year and there was no note, word or mention of a dental check for her.  I am fortunate.  We visit the dentist every six months.  However, there are others who are not in a position to do this.  If one is referring to the need for early intervention, the children concerned have missed out and it may be another two years before they receive another opportunity.  Are dental clinics run throughout the summer when the schools are closed to make sure as many as possible of those in fourth class are checked?  It is a huge concern because if there are problems, they need to be detected early.  If they are not, they will become a bigger problem later in their lives.The other question relates to the number of dentists, the number in training and the numbers who will qualify this year, who I assume will be used in the service.  I am aware of moratoriums and so on but if there are waiting lists, we must do whatever is possible to ensure they are reduced as soon as possible.My last point is in respect of costs for orthodontic treatment.  Deputy Neville referred to the private work.  Many people, me included, are paranoid about their children's teeth.  While I probably did not get the treatment I should have received when growing up, I am conscious that they get the best possible treatment and if they need orthodontic work that it is done.  There are people who are not in a position to do that and they may fall between two stools.  One considers going private and the cost of the private work, and the differences in costs North and South, and in some other countries where people are going.  I had a case two weeks ago of a person trying to get a passport because of a dental appointment.  That is the reality.  While these clinics and orthodontics are, I am sure, reputable, one does not know, but people take the risk.  If the treatment is not available here at an affordable cost, what are people supposed to do if that is the choice they face?  Perhaps the delegation can provide some clarity on those issues.
#KathleenLynch	unknown-#KathleenLynch-party	unknown-#KathleenLynch-dob	unknown-#KathleenLynch-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	8	I welcome the delegation and especially Ms Gretta Crowley, with whom we work all the time.  I have listened to Dr. Dymphna Kavanagh's outline of what is intended in the area of orthodontics and the entire dental service.  The service has been a disaster up to now.  It would great if what is being proposed comes to fruition but it seems like Valhalla to us listening to it.  I cannot let the meeting pass without mentioning Ian Dowling who, for many years, fought for and provided an exceptional service in Cork under very trying circumstances and also Ted McNamara who lobbies us continuously but always in the interests of others.   That is something one has to take on board when people are determined in their campaign on behalf of others.  We all respect him for his efforts.If I heard correctly, another orthodontist has been appointed to the HSE for south Cork and will take up the position shortly.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2010-07-13 00:00:00	Prelude	9	Yes.  The second consultant is in post.
