#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	0	Before coming to the Order of Business I propose to deal with a number of notices under Standing Order 32.  I propose to deal with these topics separately and I will call on Deputies in the order in which they submitted their notices to my office.
#TerenceFlanagan	unknown-#TerenceFlanagan-party	unknown-#TerenceFlanagan-dob	unknown-#TerenceFlanagan-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	1	I seek the adjournment of the Dáil under Standing Order 32 to raise a matter of national importance, namely, the urgent need for the Taoiseach to appoint a new senior counsel to investigate the Stardust tragedy in Artane as there is a conflict of interest in the current appointment.  Some of the families of the victims have contacted me. They are very unhappy and angry with the Government that a junior counsel on the Garda legal team in 1981 was selected to head up a new inquiry into the Stardust tragedy.  The families of the victims are now withdrawing all co-operation with the inquiry and seek the urgent appointment of a new independent senior counsel who has no connection with the original inquiry.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	2	I seek the adjournment of the Dáil under Standing Order 32 to raise a matter of national importance, namely, the mismanagement of our national environmental commitments, which, according to the Minister for the Environment, Heritage and Local Government, will lead to EU fines impacting on every taxpayer in the country who once again will be forced to make up for such incompetence.
#SeymourCrawford	unknown-#SeymourCrawford-party	unknown-#SeymourCrawford-dob	unknown-#SeymourCrawford-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	3	I seek the adjournment of the Dáil under Standing Order 32 to raise a matter of national importance, namely, the failure of the Minister for Health and Children, Deputy Mary Harney, to advise last night in this Chamber how a 99 year old County Cavan patient and others are to have their increased nursing home charges paid for and further to explain how the €110 million earmarked for delivery of her Fair Deal policy is now being used and why some of this funding cannot be used to pay the nursing home increases, thus removing the pressure and anxiety from our oldest citizens.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	4	I seek the adjournment of the Dáil under Standing Order 32 to raise a matter of national importance, namely, the survey by the Irish Primary Principals Network published to coincide with world autism day, yesterday, and showing that nine out of ten children with autism are not getting access to the specialist services they need, including speech and language therapists, psychologists and occupational therapists, and the need for Government action to address this totally unacceptable situation.
#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	5	Having considered the matters raised, they are not in order under Standing Order 32.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	6	The Order of Business today shall be as follows: No. 5, Twenty-eighth Amendment of the Constitution Bill 2008 — Order for Second Stage and Second Stage.  It is proposed, notwithstanding anything in Standing Orders, that Private Members' business shall be No. 31, motion re rate of unemployment, which shall also take place tomorrow immediately after the Order of Business and shall be brought to a conclusion after 90 minutes.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	7	Tomorrow.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	8	I apologise to the House.
#JohnODonoghue	unknown-#JohnODonoghue-party	unknown-#JohnODonoghue-dob	unknown-#JohnODonoghue-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	9	I think the Tánaiste may be reading yesterday's Order of Business.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	10	That is nervousness.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2008-04-03 00:00:00	Prelude	11	The Order of Business shall be No. 5, Twenty-eighth Amendment of the Constitution Bill 2008 — Second Stage (resumed).  Private Members' business shall be taken immediately after the Order of Business and will conclude after 90 minutes.
