#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	0	I have received notice from Senator McHugh that, on the motion for the Adjournment of the House today, he proposes to raise the following matter:The need for the Minister for Health and Children to outline the difference of opinion between her and BreastCheck regarding the roll-out of the programme nationally; to give reasons for the delay, given that the service has been running in the east since 2000; and to outline the bottlenecks in getting the programme rolled out and addressing these problems.I have also received notice from Senator Bannon of the following matter:The need for the Minister for Education and Science to discuss the provision of essential funding to St. Mary's national school, Drumlish, County Longford, for the employment of a full-time secretary and cleaner.I regard the matters raised by the Senators as suitable for discussion on the Adjournment and they will be taken at the conclusion of business.
#MaryORourke	unknown-#MaryORourke-party	unknown-#MaryORourke-dob	unknown-#MaryORourke-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	1	The Order of Business is No. 1, a motion, to be taken without debate, concerning the draft Údarás na Gaeltachta Elections (Amendment) Regulations 2005, which propose to amend the existing code for Údarás elections to take account of changes to the local election code, subsequent to the last Údarás elections in 1999 — some of the changes include the repeal of provisions relating to deposits, changes to the nomination procedure, updating forms of acceptable elector identification, permitting of voter companions in the case of voters who cannot read or write sufficiently well and a reduction in the canvassing perimeter from 100 m to 50 m, with the elections to be held on 2 April 2005; No. 2, statements on the progress of the national spatial strategy, to be taken at the conclusion of the Order of Business and to conclude not later than 1.15 p.m, with the contributions of spokespersons not to exceed 15 minutes, those of other Senators not to exceed ten minutes, Senators may share time and the Minister to be called on to reply not later than five minutes before the conclusion of statements; No. 3, statements on the Supreme Court decision as regards nursing home charges, to be taken at 2.30 p.m. and to conclude not later than 5 p.m., with the contributions of spokespersons not to exceed 15 minutes, those of other Senators not to exceed ten minutes and the Minister to be called on to reply not later than five minutes before the end of statements; and No. 22, motion 14, to be taken from 5 p.m. to 7 p.m. There will be a sos from 1.15 p.m. to 2.30 p.m.
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	2	We saw the result of the first test of the EU Constitution in Spain last weekend. When will the Government set a date for the holding of a referendum to ratify the EU Constitution in Ireland? It would be useful if a date were set for the referendum early so that there is a long lead-up campaign. If there is not a long period for the dissemination of information so that voters know the issues and political parties take responsibility for explaining them on the doorsteps, the vote could go the way of the first Nice referendum. The Government would be wise to set a date early for this campaign. We could work towards it if we knew such a campaign was to take place over the next year to 15 months. That would greatly help those of us who want Ireland to vote "Yes" in the forthcoming EU constitutional debate.The Leader took the initiative some years ago to invite individual MEPs to the House at various times to take questions and generally participate in debate in the Seanad. As the Leader is aware, under Standing Orders, the House may invite the entire Irish delegation of MEPs to attend. It would be useful if, some time between now and the summer recess, we invite all the Irish MEPs to the House to debate the European Constitution——
#MaryORourke	unknown-#MaryORourke-party	unknown-#MaryORourke-dob	unknown-#MaryORourke-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	3	Does the Senator mean to invite them all together?
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	4	——together, for a one day debate. That would help to engender some interest perhaps in the whole issue of the EU constitution, which is so crucial to the future of this country.
#JoeOToole	unknown-#JoeOToole-party	unknown-#JoeOToole-dob	unknown-#JoeOToole-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	5	As regards how matters are progressing in Northern Ireland, I have raised twice on recent occasions the importance of deepening cross-community involvement below political level. It is worth noting that last night the friendly football match between Linfield and Derry City passed off without any problems on the pitch. The only problems were outside. The officials of both clubs were delighted with the way it passed off on the pitch and with the importance of the event. It is an example of the type of issue that can be developed. An all-Ireland soccer league, which would be attractive if enough money was put into it, is the type of engagement we need to see taking place while there is a political lacuna of the type that exists at present.Perhaps I am the only one who gets irritated when the term "republicanism" is sullied by being confused with murderers and raving nationalists of one type or another. It is time we reclaimed republicanism.
#BrendanRyan	unknown-#BrendanRyan-party	unknown-#BrendanRyan-dob	unknown-#BrendanRyan-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	6	Hear, hear.
#JoeOToole	unknown-#JoeOToole-party	unknown-#JoeOToole-dob	unknown-#JoeOToole-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	7	No republican could ever go out and shoot someone on the basis of belief. The term grew from a consideration, an agreement and a policy that Catholic, Protestant and dissenter would live together. Nowadays, that can be extended into a wider community. We should base republicanism on that view. We need to recognise that republicanism was not on one religious side or the other but it crossed from Catholicism to Presbyterianism and in between during that time. If we develop that on a first principle basis in terms of how to bring forward deeper community involvement, we might find a sense of direction which is missing from the Northern peace process at present. That is not to say that there is no need or opportunity for political involvement — of course there is — but we need to have it in the full depth of the community from here on.
#BrendanRyan	unknown-#BrendanRyan-party	unknown-#BrendanRyan-dob	unknown-#BrendanRyan-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	8	Ar dtús báire, caithfidh mé ceist a chur don gCeannaire faoin dtairiscint faoi toghchán d'Údarás na Gaeltachta. Ar pléadh an tairiscint seo áit ar bith nó an bhfuilimid chun glacadh leis gan díospóireacht? Has it been discussed anywhere? If it has not been discussed at the appropriate committee, it is very bad parliamentary practice to have a motion on a democratic election before the Oireachtas without the details being discussed. We know by now that parliamentary draftsmen make mistakes. We end up being the victims of those mistakes as Parliament is blamed. If it has not been discussed and if the Leader cannot assure me that it has been discussed in some forum, I would not be agreeable to it being passed without debate.Senator O'Toole is absolutely right. There is only one political movement in this State that should not be allowed to claim the title "republican".
#ShaneRoss	unknown-#ShaneRoss-party	unknown-#ShaneRoss-dob	unknown-#ShaneRoss-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	9	Hear, hear.
#BrendanRyan	unknown-#BrendanRyan-party	unknown-#BrendanRyan-dob	unknown-#BrendanRyan-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	10	Only one movement does not accept equality as the basis of living. A republican does not shoot people because he or she disagrees with them. If I want an example of true republicanism, I point no further than the McCartney sisters.
#BrianHayes	unknown-#BrianHayes-party	unknown-#BrianHayes-dob	unknown-#BrianHayes-constituency	speech	unkown-language	2005-02-23 00:00:00	Prelude	11	Hear, hear.
