#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	0	The meeting is being held to consider the Immigration, Residence and Protection Bill 2008.  At 1 p.m. we will adjourn the meeting to reconvene on Tuesday, 20 May 2008.  Before commencing, ba mhaith liom comhghairdeas a dhéanamh ar mo shon féin agus ar shon baill an roghchoiste leis an Aire nuaceaptha Dlí agus Cirt, Comhionannais agus Athchóirithe Dlí.  We wish him well in his new appointment and look forward to working with him.  Cuirim fáilte roimhe.  I welcome the Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern, and his officials to this meeting.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	1	Have we already agreed to reconvene on Tuesday, 20 May?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	2	Yes.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	3	At what time?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	4	We are adjourning today at 1 p.m. and reconvening at 4 p.m. on Tuesday, 20 May.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	5	From a logistical viewpoint it might be better to postpone it beyond 4 p.m. in that we will be running into the Order of Business.  We could have just begun only to have to leave for the Dáil Chamber.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	6	Coincidentally, 4 p.m. on that date causes me grief for a different reason because I am down at the Four Courts at that time, although I do not think they will detain me.  I am quite prepared to sit the other side of 4 p.m. for as long as the Minister is willing.  I have no problem with that, but 4 p.m. is problematical for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	7	Is the Minister available at another time?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	8	I am okay around 4 p.m., but later on in the evening I have a problem.  It depends on how long it will go for.  I am okay until 7 p.m.  What about 5 p.m. to 7 p.m?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	9	I would aim to be back here by 5 p.m. but if I do not make it Deputy O'Shea might stand in for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	10	At 4 p.m.?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	11	At 5 p.m.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	12	From 5 p.m.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	13	Yes.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	14	Yes, that is fine.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	15	From 5 p.m. to 7 p.m. then.  Is that agreed?  Agreed.  Maith go leor.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	16	We resume our consideration of the Bill on amendment No. 32 in the name of Deputy Rabbitte.  Amendments Nos. 689 and 690 are related, so all three amendments may be discussed together by agreement.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	17	I move amendment No. 32:
In page 14, between lines 12 and 13, to insert the following subsection:"(12) In making any decision under this Act in relation to family reunification, the Minister shall establish transparent procedures and shall deal with any application in a humane and expeditious manner and having due regard to Article 8 of the European Convention on Human Rights.".I start by offering my good wishes to the new Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern.  I have not had the opportunity to congratulate him and wish him well in his portfolio.  After all the arduous travel of his previous one, he will find this something of a cake-walk.  It involves a slight legislative schedule and such matters which no doubt he will enjoy.This amendment concerns the family reunification issue.  On the last occasion the last amendment we dealt with related to the best interests of the child.The Minister will have been briefed that virtually all of the organisations that took time to make submissions to us raised this issue of family reunification and it is a major issue on the minds of most of the organisations for obvious reasons.  There is no statutory provision for family reunification, except for refugees.  It is my advice that is out of line with best practice elsewhere in the member states of the European Union.The issue has been raised from the point of view of, for example, the convention that relates to this issue which, in turn, is based on international experience of the perfectly normal requirement of people who are migrants here to be joined by their families.  We received a number of interesting submissions on it.  One of them which is from the organisation called Comhlámh, the association of former development workers, points to the difficulties raised for them, as Irish citizens, coming back here married to a non-Irish person.  It seems extraordinary that we would put barriers in the way of such people.For example, the Vincentian Refugee Centre draws attention to the same point, the lack of clarity and the fact that it takes on average approximately two years to get a decision, which is difficult to defend.  Its representatives argued in their submission to us that the definition of family in the Bill is entirely too eurocentric in its traditional acceptance of the nuclear family definition, which they argue is unsuited to modern global cultural variations.The Government has not spelt out in the legislation anything to do with migrant rights to family life and my amendment is a modest step in that direction.  I could well have constructed an amendment which for various reasons the Minister might find difficult to accept because the request from the overwhelming number of the organisations has been to give expression to this in the primary legislation.  However, I ask the Minister to agree to a modest step, which is, that he ought to agree to establish transparent procedures to deal with any application in this regard and that he should have due regard in doing so to Article 8 of the European Convention on Human Rights, that is, the article to do with rights to family life.It is an important issue because of the hardship and distress being caused to people other than those who have been given asylum protection in this society.  When touring some countries of the world, we have invited these people here to work in our health services and elsewhere, and then disbarred them from the right to enjoyment of family life.  I hope the Minister will be able to start off on a high note and to recognise the inherent sagacity in what I have just said.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	28	Following what Deputy Rabbitte and the Minister said, I want to focus on one section of the people we are considering, namely, Irish citizens.  The Minister spoke about putting an administrative scheme in place, but said that no statutory provision would be made with regard to family reunification for any citizen, whether Irish or non-European.  The system as it stands does not work and it takes approximately two years to process an application.I received an e-mail from a well-paid executive here who happens to be an Irish citizen.  He said he deeply resents the manner in which his wife must request permission to remain in the State, travel to the GNIB offices annually and wait half a day to be herded like an Ellis Island refugee, while her husband and child enjoy all the privileges and rights of EU and Irish citizenship.  He goes on to say that he resents the fact that policy attempts to control and dictate from which select countries we lucky Irish can choose our spouses.  His e-mail demonstrates the significant frustration for Irish citizens trying to regularise the situation of their spouses.I already gave an example of a constituent from County Leitrim who is in an even more difficult situation because as one of a couple with a two year old child, the couple is not married, nor is there any prospect of the couple being able to marry.  They are caught in limbo, although they have an Irish-born child who is an Irish citizen.There are huge problems with regard to accessing basic information on the situation.  For example, to get a re-entry visa applicants must queue at Burgh Quay.  In one case an Irish citizen joined a large queue at midnight along with a non-EU spouse.  When they eventually got to the counter, they were told that the Irish driving licence was unacceptable as proof of being an Irish citizen, despite the fact it had the date and place of birth on it.  The clerk told them to go away and to check by phone in future.  They went to the local immigration office in Birr and got the phone number, but when they tried to confirm it with directory inquiries they were told the phone number was no longer in use.Deputy Rabbitte spoke about residents on work permits who have been attracted here to work and who may have a family member residing here with them.  If their marriage breaks up, there is an issue with regard to the status of those family members.  The Irish citizen who came to me was concerned about what would happen if he died before the naturalisation process was completed for his spouse.  What would be her position in that scenario?  Would she be deported?  This is a genuine concern for people in this situation, people who are Irish citizens.The system currently in place is not working.  It takes approximately two years to process the applications and the people in question cannot work during that period.  The cost of living here is very high and people in this situation need an astronomical sum of money available to them to maintain the family for two years until the spouse is permitted to work.  There is no mechanism in place, for example, for someone returning from the United States.  It is likely more people will return as a result of the recession there, which is more severe than the one here.  If Irish citizens return to Ireland with an American spouse, they cannot even apply in advance for a work visa.  They must wait until they arrive to apply and must then wait two years for the decision to be made.  European Union citizens, people who are granted asylum and people on green cards here have more rights with regard to family reunification than our own citizens, despite the provision made in the Constitution.  An administrative scheme without statutory provision is not adequate to deal with the situation.Deputy Rabbitte spoke about migrants working here and their support to our economy.  It will become more difficult for us to attract these individuals unless we set out clear rules on the issue of family reunification.  In the recent past the HSE advertised abroad to attract nurses to this jurisdiction, but subsequently, many of those who became registered here moved to Canada because it had a clear policy on the subject of family reunification.  We had no policy in place here and many nurses and health professionals were unable to bring in their families.As a result of that situation, a green card system has been introduced.  However, other professions and skilled people may be required and their circumstances may not fit neatly into the green card system.  The argument is not just being made by Opposition Deputies.  The Minister of State with responsibility for integration policy, Deputy Conor Lenihan, said putting a policy in place means tailoring our immigration system so that it does not inhibit migrants' lifestyles nor act as a disincentive for them to stay.  He went on to say that the bureaucracy of the past must be swept aside and our laws made easier for migrants to negotiate.  The introduction of an administrative scheme does not do this.  Deputy Lenihan was commenting on the bureaucracy and frustration citizens from outside of the European Union working here face, despite the fact they support our economy.  In many cases they support Irish jobs or our health sector.  We need clear rules in place with regard to eligibility for family reunification.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	29	I welcome the Minister, Deputy Dermot Ahern, to the committee.  I hope he will not be the third Minister to get this Bill wrong as he is the third Minister to deal with it.  I do not know whether we got rid of the other two for getting it wrong or somebody decided they were not doing a good job.This provision is a key component of any immigration scheme.  The Constitution recognises the family as a key component of the State and therefore Ireland should be leading the rest of the European Union and the rest of the world on this issue, but the opposite is the case.  I do not understand why we opted out of the EU family reunification directive.  The Minister and other Ministers have stated we need to get in line with other EU countries on many other directives.  One of the reasons for the move to building detention centres for asylum seekers was that we needed to be in line with the EU but on this issue we are not.  I ask the Minister to explain why we are out of step and why, even with the passage of this legislation, we will still be out of step with the European Union.The Minister referred to section 50 and Deputy Rabbitte reminded him we are not dealing with that section.  However, I will refer the Minister to section 50, page 58 of the Bill, which expands on the definition of dependent members of a family.  This definition is not included in the other references of subsections to which he referred in sections 36 or 37, where the number and type of family members who can be reunified under qualified long-term residence permission are quite limited.  Sections of the Bill being quoted by members of the committee have highlighted some of the differences in approach taken by the Minister and his officials.We need to get this legislation right because we will not be revisiting it.  Other speakers have given examples.  I refer to a quotation from the Metro Éireann newspaper.  The Government’s policy was of denying residency to people with Irish-born children in the past and those people have now been granted residency.  Some of them have been denied the right to bring their other under-age children to live with them.  These parents are now in Ireland and have rights here as have their Irish-born children.  The only way they can bring their other children, who were left behind when the parents fled to Ireland, is to resort to smuggling them.  I do not believe the State wants to encourage such methods.  Family reunification is what most of those parents want.I refer to residency based on marriage to an Irish citizen.  We recognise there is a need to have procedures in place to prevent people from abusing the law and entering into sham marriages.  The current policies are too strict and as a result they penalise a large number of legitimate couples.  For example, the policy that a non-EU spouse cannot work during the 12 months in which his or her application is being processed is penalising those couples and causes great hardship.  Groups such as Crosscare and others dealing with Irish emigrants have reported that many Irish abroad who would want to come home are prevented from doing so because their spouses will not be permitted to work and the couple would be unable to live on a single income, given the cost of living in Ireland.In other jurisdictions, such as the United States or Britain, a temporary work permit is granted while the request is being processed.  If the marriage is found to be fraudulent, the permission is simply revoked.  There is no reason we cannot implement such a policy in this country.  We also need to look at the double standards applied to spouses of different nationalities because in practice they are being treated differently and Deputy Rabbitte spoke on this issue.The issue of spouses of EU nationals remains problematic as a result of our interpretation of EU legislation rather than any provision in this Bill but it needs to be said for the record that the way the Government has interpreted the EU directive on the free movement of spouses runs contrary to the purpose of that directive.  We need to look again at it as it has resulted in penalising thousands of couples in legitimate marriages.  I know of cases where a non-EU spouse has been here legally for a year and is then informed that his or her residency permit will not be renewed because of the new law and when they are permitted to renew, it is only for a period of a single year rather than five years as it was previously.  Spouses of EU citizens are supposed to have entitlements and this is causing problems.  I refer to the letter received by Deputy Naughten from an executive.  This is the type of problem it causes.  We need to find ways to weed out sham marriages.  They are happening but I do not believe this  is the mechanism.  Other countries have dealt with this problem effectively.The message goes out that the Constitution enshrines the family.  Most would say the State was founded on Christian principles but the very basis of Christian principles would be to reach out to others who are weaker than us and to ensuring that the family is a unit.  This provision would mean the State would refuse to acknowledge that unit or would create obstacles to a family functioning as a unit and be together once again.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	30	When discussing the issue of the right to family reunification, we were not referring to the issue of automatic rights.  I have said before that there are circumstances where family reunification is allowed in our code and this is amplified in the current legislation.With regard to any of the regulations and schemes which might be introduced, they would have to take cognisance of the international laws and conventions.  The one thing those laws and conventions do not state is where the right to family life may be exercised.  As a general rule it has to be accepted there is no right on the part of individuals to choose the location where they would exercise those family rights.  People who come to this country cannot invoke their family rights as a way of circumventing the rules of a sovereign state regarding migration.  This would be a common rule across all member states of the European Union and beyond.We have been trying to deal with the situation caused by a growing economy which required skilled workers.  The Bill addresses the issue of allowing qualified and skilled workers to come to this country.  We need to deal with it in a way that takes into account that employers are requesting people to come and fill vacancies.  The issue of the spouse is taken care of in section 37 which envisages that foreign nationals and their nuclear families, if they arrive in the State from day one, will have certain entitlements.  This relates to qualified long-term residency.Regarding foreign spouses of Irish nationals, section 123(1) states: "The marriage of a foreign national and an Irish citizen does not, of itself, confer a right on the foreign national to enter or be present in the State".  Obviously, this must be the case for the very reason that, as Deputy Ó Snodaigh acknowledges, there have been marriages of convenience.  Regarding this aspect, I am prepared to commit that we will define the criteria in regulations which, obviously, will be subject to scrutiny in the House.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	31	I have heard what the Minister has said.  Truthfully, it does not significantly address the core point we are advancing.  The Government has not opted into the directive on the rights of the family.  Nor has it endorsed the international convention on the rights of migrant workers.  The Minister seems to be saying that as a result, he is free to run against best international practice and that he will bring forward a scheme or a number of schemes that will deal with some of the incidental aspects of the issue.  He alludes to section 123 as if it were an obvious truth that be recognised by us all.  Of course, nobody wants to support the notion of bogus marriages.  However, we have no evidence that this is anything but a drop in the ocean.  We put this point to the Minister's advisers before.  We put it to organisations which have appeared before the committee.  It is inconsequential.  The Minister's predecessor indicated that he was no longer destined for a position in the Knock bureau where his permission for marriages in the State would need to be sought and that he was going to change this provision.These are incidental to the central point being made.  We do not know which family members are contemplated in official public policy on family reunification.  Several of the organisations which have made representations to us have pointed to the lack of clarity.  There is the question of the time it takes, two years on average, to give a decision.  As we have not seen the scheme, we do not know the extent to which the Minister will deal with the question of returning Irish citizens.  It seems difficult to understand we have young people in this country who have the balls to go to sub-Saharan Africa to work as development workers, get married and form a family unit and that they then cannot come back into the State knowing that their families have the same rights conferred on them as any of us who did not have the guts to go and work in sub-Saharan Africa.  I find that very offensive in terms of the position of Irish citizens and their families.I ask the Minister to look at the amendments tabled for discussion.  Contrary to the requests we have received from the Immigrant Council of Ireland, ICCL, Comhlámh, the Irish Congress of Trade Unions and the New Communities Partnership, I have not constructed an amendment that would set out in primary legislation what precisely would be the rights in these circumstances.  I have not been prescriptive.  I have not sought to define "family".  I have thought about the matter a good deal and have difficulty in being able to define what exactly family means, because it means different things in different cultures.  The Minister is fortunate to have available to him the advice of a number of people who have garnered great experience and have worked on the issue for a number of years.In the amendment I merely require that the Minister publish regulations that would spell out with clarity what ought to be involved and that he have due regard to the critical Article 8 of the European Convention on Human Rights.  That is a very modest and temperate step on our side.  We are not trying to impose on the Minister a new definition of "family".  We are not trying to be prescriptive on how or when he should do it, etc.  However, there is a necessity for us to ensure transparency.  This is one of the big issues confronting our modern society.  Having sat around the Cabinet table for so long, the Minister is well aware that we have lost critical staff in the health service to the neighbouring island because of the disbarment of their families in joining them, not to talk about the distress caused on a human level to people who came here to improve their life's chances.  We welcome them, give them a job and take their taxes.  However, if such a person's wife or child wants to join him, we will not clarify or set down transparently the conditions that apply.We have had the debate on the matter.  However, we have lost sight of how modest the amendment would be.  I ask the Minister to rethink.  I do not see how the amendment would threaten civilisation as we know it.  If I were setting out some of the terms of amendments proposed to us, I could understand how the Minister might be receiving advice to the effect that we were tying to tie his hands.  I am not doing so.  This would be a very modest step and I ask him to rethink.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	32	Before inviting Deputy Naughten to contribute, I am obliged by another commitment to be absent during the meeting.  I propose that Deputy Byrne chair the meeting in my absence.  Is that agreed?  Agreed.Deputy Thomas Byrne took the Chair.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	33	Is the Minister in a position to say whether we have any intention of ratifying the international convention to which I referred?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	34	Can the Deputy remind me of the convention in question?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	35	I referred to the international convention on the rights of migrant workers.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	36	The convention does not distinguish between legal and illegal, or documented and undocumented, migrants.  In effect, the convention obliges countries to provide entitlements to workers about whom they have no information and who have entered the state illegally.  It has not been ratified by any EU member state, to the best of my knowledge.  It has been ratified by very few OECD member states.  We do not envisage any circumstances in which Ireland would unilaterally enter into an agreement without our partners doing likewise.  The rights of legal migrant workers and their families are comprehensively protected in existing legislation, the Constitution and other international treaties.  It would not be appropriate at this point to become party to the convention mentioned by Deputy Rabbitte.  Ultimately, it is a matter for the Minister for Enterprise, Trade and Employment, Deputy Coughlan.It has been suggested that marriages of convenience represent a drop in the ocean.  That is not in line with the evidence available to those of us on this side of the table.  I suggest to Deputy Rabbitte that he have a word with some of the registrars throughout the country about this matter.  There is strong evidence to suggest that substantial numbers of people are arranging marriages to circumvent the regulations and legislation in this respect.  If one reads the newspapers circulating among people from certain countries who are living in Ireland, one will see that this device is being used.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	37	Can the Minister put a number on it?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	38	I do not want to be too specific.  It is clear that newspapers in one EU member state are carrying substantial numbers of advertisements looking for people who are willing to marry.  A significant number of people from a non-EEA country have married an equally significant number of people from the member state to which I refer.  The members of the committee may suggest that it is a drop in the ocean, but those of us on this side of the table do not share that view.  I emphasise there is a need for clarity in this regard.  I accept there have been delays, which is why we are trying to introduce legislation.  One cannot be prescriptive in these cases because they have so many different aspects.  Ireland has suggested strongly that regulations and administrative schemes be introduced to deal with the type of case that has caused problems for people who have come to this State genuinely.  Equally, we have to be extremely careful to ensure a coach and four is not driven through the existing regulations and legislation.  The Deputies have claimed that their amendments are reasonable.  However, one of the amendments before the committee suggests that we introduce regulations before we pass the legislation and before we even have the power to make regulations of this nature.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	39	There is nothing to prevent the Minister from publishing draft regulations so we can have some idea what we are talking about.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	40	We will do that in due course.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	41	The word that is used in amendment No. 690 is "enactment".
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	42	The phrase is "before enactment of this legislation".
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	43	It does not refer to the passage of the legislation.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	44	It is the same.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	45	No, it is not the same.  The Minister will soon find out from the Department of Justice, Equality and Law Reform that there is a difference between the passage of legislation and its enactment.  I would like to respond to the final point the Minister made, which related to marriages of convenience.  None of us wants the system to be abused.  We will deal with the issue of marriages of convenience at a later stage.  Deputies on this side of the House have not been shown any evidence that supports the point the Minister has made.  If such evidence is available to the Minister, I propose that he furnish it to us.  We would be interested to see it.  I am aware of the so-called exclusive articles in some of the Sunday newspapers.  Perhaps the evidence supporting such articles could be supplied to the members of the committee.  I have no problem visiting the General Register Office.  It is only down the road from me.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	46	I advise the Deputy to visit the office in his constituency.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	47	I will; I intend to do so.  We will deal with that issue when we come to it.  I am concerned that the Minister has suggested that the marriage rights and protections outlined in the Constitution are more important than the constitutional rights and protections relating to the family — our own citizens.  I do not think that point can be made.  It is not sufficient to set out in unpublished schemes the rights and entitlements of people who are seeking family reunification.  Deputy Rabbitte's amendment proposes that the Minister be required to publish regulations setting out who is entitled to family reunification and who is not.  That is a basic requirement.  We need to be made aware of the procedure that is followed when deciding who is allowed into this country in these circumstances.  I accept that the Minister has given a commitment to introduce schemes.  Why does he not wish to publish the criteria for the procedures involved in that regard?  Why can those criteria not be set out in secondary legislation, as proposed by Deputy Rabbitte?I would like to present the Minister with a hypothetical situation.  If an Irish nurse who trained and qualified in this country goes to work in sub-Saharan Africa, gets married and has two children there before coming home to Ireland to work in our health service, will her spouse be allowed to join her in this country?  If she were a non-EU citizen, her African husband would be entitled to family reunification here.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	48	That is not the case.  The latter suggestion is not true.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	49	The spouses of non-EU citizens are not entitled to family reunification.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	50	That is right.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	51	I understand that under the green card scheme, people are entitled to immediate family reunification.  Is that not correct?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	52	It depends on their circumstances.  It depends on their salary under the green card system.  It is not an absolute entitlement.  I am returning to my earlier point.  We are not talking about an absolute right to family reunification.  The circumstances which are covered in the existing system will be laid down——
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	53	All right.  It is means tested.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	54	The green card system is based on certain——
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	55	The fact is that provision is made for such people under the green card system, but no provision is made for Irish citizens.  I ask that the various arrangements in this regard be laid out in a regulation which could easily be amended by a Minister if he or she saw fit.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	56	We have agreed to do that in section 127.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	57	No, that is not what has been agreed.  The Minister has agreed to lay it out in schemes.  That is what has been agreed.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	58	We will make regulations under section 127.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	59	That section relates to residency permissions.  I am asking about Irish citizens.  I do not see why the Minister cannot accept Deputy Rabbitte's amendment.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	60	I am told that the section provides that we will lay down regulations to cover all residency permissions.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	61	The Minister will lay down schemes.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	62	The schemes are for Irish citizens.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	63	The issue will not, therefore, be addressed in a regulation.  I refer to spouses of Irish citizens.  What is the reason for the secrecy?  Why can the matter not be addressed by regulation?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	64	The Minister raised some interesting points in the debate.  Will he explain his fear of the amendment?  How would it tie his hands?
