#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	0	I have notice from Senator Dooley that, on the motion for the Adjournment of the House today, he proposes to raise the following matter:The need for the Minister for the Environment, Heritage and Local Government to examine the feasibility study for the construction of a river crossing at Killaloe, County Clare, and the associated bypass of Killaloe.I have also received notice from Senator Browne of the following matter:The need for the Minister for the Environment, Heritage and Local Government to indicate the number of one-bed dwellings built by local authorities over the past ten years; and whether the Minister will indicate current Government policy on same.I have also received notice from Senator Feighan of the following matter:The need for the Minister for Education and Science to clarify when it is envisaged that the site for the proposed new community college in Ballinamore, County Leitrim, will be purchased; and the progress made on the project to date.I regard the matters raised by the Senators as suitable for discussion on the Adjournment, and they will be taken at the conclusion of business.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	1	The Order of Business is No. 1, a motion agreed by the Committee on Procedure and Privileges which sets out the arrangements for the address by the European Union ambassador to the United States, Mr. John Bruton, to Seanad Éireann on Wednesday, 8 November 2006, to be taken without debate; No. 2, statements on the sectoral plans in accordance with section 31(6) of the Disability Act 2005, to be taken on the conclusion of the Order of Business and to conclude not later than 1.45 p.m., with the contributions of spokespersons not to exceed 15 minutes and those of other Senators not to exceed ten minutes, on which Senators may share time and with the Minister being called upon to reply not later than ten minutes before the conclusion of the statements; and No. 3, Child Care (Amendment) Bill 2006 — Committee Stage, to be taken at 3 p.m. and to conclude not later than 5 p.m. There will be a sos from 1.45 p.m. to 3 p.m.
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	2	On foot of a report in this morning's newspapers, I contacted Women's Aid to ascertain the actual position of the organisation. Women's Aid, which provides a helpline for women in distress, received approximately 26,000 calls last year. Regrettably, owing to a lack of manpower——
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	3	Manpower?
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	4	—— and financial resources, only three out of every five calls were answered and, as a result, more than 10,500 people went unheard. It is interesting that 57% of calls made to the helpline related to emotional violence, while the remainder concerned physical violence. Despite the talk about the success of the Celtic tiger, the volume of calls has doubled over the past four years.Last October, when the Minister of State at the Department of Justice, Equality and Law Reform, Deputy Fahey, was presiding over the launch of the Women's Aid statistics for 2004, the organisation indicated that it needed an additional €70,000 to continue its work. In response, the Minister of State promised to make the requested funding available through the Health Service Executive. I urge Senator Dardis, as Acting Leader of the House, to take this matter up with the HSE so that the funds can be released to allow Women's Aid to continue providing this valuable service. The sum in question is minuscule in the context of the HSE's overall budget and the spending excesses committed by the health services in the past.Yesterday, I attended a meeting of the Joint Committee on Communications, Marine and Natural Resources on the salmon fishing industry, in the course of which a number of passionate contributions were made by Members representing coastal communities. Overall, we had a broad and enlightened discussion, although given that the Minister for Communications, Marine and Natural Resources had already made his decision on the industry, it was probably post-mortem. In October 2005, the joint committee produced a report on the fishing industry which had a degree of validity at that time, so it would be wrong of us to ignore its advice. There was a sense of realism at that meeting regarding the advice on banning drift net fishing and having a voluntary situation for draft net fishing.We cannot ignore what is happening in our coastal communities, which are under siege. They are faced with less fishing at sea, quota restrictions and now the added burden of not being allowed to fish for salmon. It will put pressure on other fishing sources.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	5	Senator——
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	6	I am about to conclude and I ask for some latitude. It is a very important issue and I am trying to be balanced in my contribution. It will put pressure on other fishing species such as lobster and crabs. The report has mentioned a compensation figure of €25 million and a further €5 million, which the Minister has accepted. The issue of compensation should be considered. The Minister of State, Deputy Gallagher, indicated it should be at least €50 million.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	7	We do not have time to debate these issues on the Order of Business.
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	8	I rarely hear the Cathaoirleach interrupt when Senator Brian Hayes speaks on the Order of Business.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	9	That is not fair.
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	10	It is a valid contribution. I was about to reach a natural conclusion anyway. The report has been published and the Minister of State, Deputy Gallagher, recommends €50 million in compensation. We should give serious consideration to this community, which is under siege. We ignore it at our peril.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	11	I support my colleague in what he said about Women's Aid. It is a very valuable organisation which has done tremendous work. The amount involved is negligible and the community gets a very good service from it. I also urge that this money be made available to it.Regarding salmon, I unequivocally congratulate the Government and in particular the Minister for Communications, Marine and Natural Resources, Deputy Noel Dempsey, a brave, courageous and idealistic Minister who has a fine track record. He did the right thing on this occasion. I have spent the past few days castigating the Government side because I thought its nerve would wobble under the very understandable electoral pressure. I also congratulate the Acting Leader, Senator Dardis, who certainly fought this fight as we on this side also did. Well done and I am glad to have the opportunity to congratulate the Government.However, in one final area I cannot congratulate any of us. I will give a few points which I would like taken up in discussion. I call for a debate on the protection of consumers' rights. In my opinion the consumer has no real protection. For example, we have no proper telephone service. We cannot get our phones serviced. It is never anybody's responsibility. It is always franchised out. We are still paying foreign investors for landlines. It is a kind of absentee landlordism. How on earth are we putting up with it?  The company tells us it is recording our phone calls. How dare it?  It never asked my permission. I hear these bland announcements that the phone call will be recorded.I opposed the lifting of the groceries order. However, there was a gathering rush by the so-called Competition Authority which could not even submit its views in time in a matter involving the oil industry. It failed to meet the deadline. The head of the body previously advised one of the companies, which is an extraordinary business. It is led on the other hand by a television entertainer, who at the moment is answering questions about his, apparently, quite honourable involvement in a failed investment company, in which at the time it collapsed he retained 24% or 25% of the shares. How can people be pushed into this?  We know now that there has been no reduction in prices despite the suspension of the groceries order.The banks refuse to deal with their customers on a human level. Many of us pay the highest possible rates to the Voluntary Health Insurance and are entitled to free treatment. Do we get free treatment?  No, we must pay by cash or cheque with a banker's card. We then need to do its paperwork to get money back eventually after it has invested it and got interest. There is no real protection. These are just a few areas. I am sure all my colleagues could produce other areas in which the consumer does not have his or her interests guaranteed or maintained.
