#SeanPower	unknown-#SeanPower-party	unknown-#SeanPower-dob	unknown-#SeanPower-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	0	The interdepartmental working group was established to review a number of complex and fundamental policy issues pertaining to long-term care for older people.  Some of these issues were the subject of the Mercer report on financing long-term care and the O'Shea review of the nursing home subvention scheme.  Following consideration of the group's report, a series of key principles to inform policy was endorsed by the Government and incorporated into the new social partnership agreement, Towards 2016.These principles include, for example, that there should be one standardised national needs assessment for older people needing care.  The use of community and home-based care should be maximised.  Sheltered housing options will be encouraged.  Where residential care is required, it should be quality care and there should be appropriate and equitable levels of co-payment by care recipients based on a national standardised financial assessment.  The level of support for residential care should be indifferent as to whether that care is in a public or private facility.  The financial model to support any new arrangements must also be financially sustainable.That agreement also notes the steps which have already been taken by the Government to improve services for older people this year, including the special funding package of €150 million announced in budget 2006.  Reflecting the new emphasis on home and day care, almost three quarters of this funding is being invested in community care supports, such as home care packages, home helps and day and respite care.The interdepartmental group has continued to meet to help draw up proposals for a new policy on long-term care based on the principles endorsed by Government and the social partners.  I plan to bring proposals to Government as soon as possible.  When the Government has finished its consideration, I expect to be in a position to publish the report of the group.
#LiamTwomeyIND	unknown-#LiamTwomeyIND-party	unknown-#LiamTwomeyIND-dob	unknown-#LiamTwomeyIND-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	1	I wish the Minister for Health and Children, Deputy Harney, well for the future.  This is her first public appearance since giving up leadership of the Progressive Democrats.  It will take a while to get used to addressing her simply as "Minister".  Some people might still consider her the real Tánaiste.On the question of funding long-term care, the problem is that we have been waiting so long for this report.  What is the problem?  It was part of the health strategy in 2001, and we have had the Mercer and O'Shea reports since 2003.  An interdepartmental group has been working with the Cabinet for the past 12 months, yet the Government still has no policy on funding long-term care.  The Minister's reply was generic, covering various aspects of funding care of the elderly rather than simply long-term care.  There is a sense that the Department is all at sea when it comes to looking after the elderly, and that is why we ask what is going on today.This morning, at a meeting of the Select Committee on Health and Children, the Minister of State, Deputy Seán Power, brought forward legislation on funding services for the elderly.  The legislation was full of holes, and discussion on it was unbelievable.  The Bill as presented is essentially incapable of being implemented.The same is true with regard to protecting the elderly.  We now learn that the Health Information and Quality Authority, HIQA, legislation also promised for this session will not arrive until next year.  That means we do not have a social services inspectorate to protect elderly patients or any clear Government policy on how to look after elderly patients or fund their long-term care.  There is a sense that the Department is totally lost and has no idea what is happening.When the Minister of State stands up, he cannot speak of "complex and fundamental" problems.  They must be very complex and fundamental if, after five years of thinking and talking about them, he cannot formulate even the most basic policy.  When he produces one, I hope it is nothing like the legislation he presented to the Select Committee on Health and Children this morning.
#SeamusPattison	unknown-#SeamusPattison-party	unknown-#SeamusPattison-dob	unknown-#SeamusPattison-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	2	This is Question Time, and the Deputy should ask a question.
#LiamTwomeyIND	unknown-#LiamTwomeyIND-party	unknown-#LiamTwomeyIND-dob	unknown-#LiamTwomeyIND-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	3	We deserve to see this report and learn what is happening in this regard.  If this is being discussed as part of a partnership approach and nothing is coming from the Oireachtas on Government thinking on funding care of the elderly, that is wrong in itself.  Has the Minister of State any idea what is going on?
#SeanPower	unknown-#SeanPower-party	unknown-#SeanPower-dob	unknown-#SeanPower-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	4	We have plenty of ideas, and the notion that we are all at sea on this could not be further from the truth.  It is obvious that we have given the matter extremely serious consideration and that the entire issue has been through the social partnership process.  That is one reason it has been delayed to some degree.  However, it gives one an understanding of the priority we have accorded the matter.  I stated to the Deputy what extra moneys were provided in last year's budget, particularly for services for older people, and that is having a major impact.The Deputy mentioned the nursing home subvention scheme that we discussed this morning.  People have difficulties, and there are problems regarding the relationship between public and private providers.  Several issues were discussed by the group, which has reported to the Government on progress.  In turn, the Government has agreed that several principles should inform the next stage of that work.  They will include providing an equitable level of State support for residential care, whether it be provided by a public or private facility.  We have made a great deal of progress on it, and I hope to report on that within a few weeks.
#LiamTwomeyIND	unknown-#LiamTwomeyIND-party	unknown-#LiamTwomeyIND-dob	unknown-#LiamTwomeyIND-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	5	What we need is progress.  We have no social services inspectorate or eligibility legislation, and major problems are being reported daily regarding care of the elderly.  If the Minister of State has policy ideas, perhaps he might share them with us.  If he has difficulty working them out, Fine Gael will do its best to help him overcome his problems.  However, he should share them with the House and not simply the social partners.
#SeanPower	unknown-#SeanPower-party	unknown-#SeanPower-dob	unknown-#SeanPower-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	6	We will certainly share our proposals, and if the Deputy has any views or suggestions he wishes to put forward, we will be more than happy to take them on board.  He mentioned standards, and it is intended that the Health Bill 2006, whose heads were published for consultation some months ago, should establish the Health Information and Quality Authority.  This Bill will also put the social services inspectorate on a statutory basis and will contain provisions to underpin a much more robust inspection system.  The chief inspector of social services will be required to monitor against standards set by the Health, Information and Quality Authority for residential services provided to older people, among other categories.  We are making considerable progress in the area and providing extra funds to improve existing services.
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	7	I have sought the up to date position on PPARS from the Health Service Executive and it has informed me as follows:The PPARS system is currently used for recording human resource data for 70,000 HSE staff and is used to pay 30,000 staff each week.  The HSE's PPARS project review committee has completed its review.  Arising from that, the HSE has decided on a set of actions aimed basically at meeting the requirements of the new unified health service with a single management, rather than those of separate health boards working on an IT project together, which is how the PPARS project started in 1995.  These actions involve defining precisely the HSE's human resource, payroll and employee services requirements and maximising the efficiency of the project from its current situation.This plan of action follows an update to the HSE board from the PPARS review committee, which highlighted that while the project is delivering many benefits, some business issues remain to be resolved.  These include the major and ongoing changes since 1995 to the business environment in which the project operates; the need to further standardise processing systems and the need to clarify the project's objectives and scope within the new single structure.  It is envisaged that this work will take several months to complete and I am anxious for it to be completed as quickly as possible.The timing of this work has nothing to do with the general election taking place next summer.  To suggest or speculate otherwise is wholly without foundation and an injustice to the HSE board and its management.  The estimated costs of the work will have to be determined by the project group being established to progress these actions.The recent request on the Government's e-tender website related to the HSE's request for assistance with the definition of its information and reporting needs to meet its requirements and obligations under the new unified HSE structure.  The assistance being requested does not relate to the further roll-out of the PPARS project, the decision on which is being deferred until the necessary work has been completed.
#LizMcManus	unknown-#LizMcManus-party	unknown-#LizMcManus-dob	unknown-#LizMcManus-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	8	This really is a right old mess.  It is now generally accepted in the public mind that we have a tax and waste Government.  We have seen the waste of money on e-voting and on PPARS, which already is about €130 million.  We find that some 30,000 people are being paid using this system at the moment.  Does the Minister yet know how many people are employed by the HSE and what the precise number is?  This review follows after a ten-month period of review within the HSE.  Why do we need another nine-month review period? I did not create that timescale.  The HSE is telling us it will take up to nine months, which takes us beyond the next general election.  How much will it cost?  Will consultants be employed to carry out this work?  At the end of the day what is the benefit in terms of ensuring we have a system, which has already cost the taxpayer enormous sums of money without any significant results?It seems incredible, after years of PPARS, that the Minister is now reaching a point where a review is to be carried out in the context of a unified system.  The HSE is a unified system.  We have had a national health executive since 1 January 2005.  How is it that at this point we are now facing another review?  The Minister will not tell us how much it will cost, but I ask her to say what the budget for it is and whether yet more consultants are to be employed.  It seems to me private consultants have made enough money out of this cash cow without shovelling more money at them.  Who will do it?  How much will it cost?  How long will it take?  How many people are working within the health service, which is the responsibility of the Minister?
#MaryHarney	unknown-#MaryHarney-party	unknown-#MaryHarney-dob	unknown-#MaryHarney-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	9	It was decided to pursue this course in 1995.  I do not wish to make a political point, but nobody on this side of the House was in office when this decision was made.  It has recently come to light that the money was not appropriately spent at the time.  There was a system for the 11 different health boards.  The HSE employed outside consultants to conduct its internal review, which cost £99,227 for 94 hours consultancy.  In light of that review, it was decided it should not be rolled out until it appropriately specifies what it wants for a unified organisation.  The HSE pay 30,000 staff using the system and it has the human resource records of about 70,000 staff.  In total, the HSE has about 102,000 staff, when hospital staff are included.  That figure can vary from time to time.
#LizMcManus	unknown-#LizMcManus-party	unknown-#LizMcManus-dob	unknown-#LizMcManus-constituency	speech	unkown-language	2006-09-27 00:00:00	Prelude	10	The Minister has not answered the question.  We still do not know how many people are employed.  She has not told us how much the review will cost.  I am talking about the review and the plan to which the Minister referred.  Will she employ consultants to carry out that work?  We have already spent money on consultants for the review since last November.  I remind the Minister that the only reason PPARS was halted was because Professor Drumm took action.
