#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	0	Cuirim fáilte roimh an Taoiseach, atá tagtha ar ais ón obair thábhachtach a bhí ar siúl aige inné le Príomh-Aire na Breataine. Dá mba rud é go raibh an Taoiseach anseo, bheadh sé in ann freagra a thabhairt ar cheist faoin ghrianghraf a tógadh ar chostas €3 milliún leis an iar-Aire Micheál Ó Máirtín i gCorcaigh cúpla bliain ó shin.The Taoiseach announced yesterday a review of procedures for the management and control of major ICT projects in the public sector. As Deputy Rabbitte noted yesterday, it seems to involve consultants reviewing consultants.Arising from the Government decision on this matter, will the review involve a look-back audit of projects currently under way, such as the Reach project? In fairness, it has a website, www.reachservices.ie, with many links to Government agencies. I understand, however, that this cost in excess of €31 million and that €24 million of that was paid to consultants. It is a good website but it cost in excess of €31 million. Will the review announced cater for that? John Citizen contacted me by e-mail last night at 10.20 p.m. to say questions should be asked about the Reach project and whether it has been good value for money. Perhaps the review announced by Government might examine that.Will the review examine a major project between the Health Service Executive and a company called iSOFT? This contract relates to hospital information systems projects. In 2003, iSOFT was recommended to undertake this project following a detailed review by none other than Deloitte & Touche. What has happened this €400 million project since is unclear. The Tánaiste yesterday suggested that the Minister, Deputy Martin, had put a stop to it but I have been informed that the contract for iSOFT was signed following emergency high level meetings between the Department of Health and Children, the Taoiseach's Department and the Attorney General's office earlier this year. Will the review announced yesterday include a look-back audit of projects like Reach and major projects like iSOFT?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	1	The new set of controls on which the Government decided will ensure that major IT projects in all areas are managed to best practice and standards. It will look back on projects. A new cross-departmental peer review is being introduced with immediate effect to cover existing and new major projects. Anything that is ongoing, therefore, will be examined, including the projects mentioned by the Deputy.The new system will comprise senior personnel with a track record of successful management of projects, both IT and otherwise, and will be delivered on time and within budget. It is a cross-departmental agency and will bring the best of public service expertise to bear in all agencies and will be supplemented, where necessary, by external expertise from the private sector and internationally.I wish to clarify the point made by Deputy Kenny this morning and by Deputy Rabbitte. I merely wish to clarify it; I am not taking issue with the point, which concerns consultants watching consultants. It will most likely not be done by consultants. If we are engaged in some major project we could bring in somebody with expertise from the private sector or banking to sit in on the review and give his best advice, as we do in many sectors. It is not a question of a paid consultant coming in to do another consultancy; it would be a group sitting down with somebody with professional expertise who has done this in the private sector. That works very well for us in many ways.From now on the review will apply at various stages of contracts over the full life cycles of the projects, commencing with an initial approach being proposed, and the persons conducting the review will be independent of the project teams.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	2	This is the third or fourth day we have had questions about IT related projects. Obviously, in that kind of parlance the fatal error of this Government is the fact that nobody is prepared to take responsibility when something goes wrong. The Tánaiste has made some effort to redress some of the scandalous waste of public money.I am sure the Taoiseach is a person who likes to set the record straight. Last week, he claimed in the House with some pride that he had rejected the use of outside consultants when the e-Cabinet project was brought to fruition. He said he used his own staff and he was not prepared to bring in outside consultants because, to use his own words, they would cost a fortune.On 15 July 2004, when the Minister, Deputy Hanafin, had responsibility for this project, she explained in her press release that there were not just one set of consultants, not two, not three, not four but five sets of consultants brought in to deal with that particular project. A company called eVision worked on the design and build, Fusio Limited did the on-line viewing, Bic Systems worked on the hardware, Fujitsu Siemens delivered the security systems and PwC did the feasibility study.Is it not a fact of life that a catalogue of gross incompetence is the reason we do not have the additional 2,000 gardaí, the front-line services we deserve and why we still have waiting lists while trolleys are piled up in the corridors of some hospitals?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	3	Deputy, your time has concluded.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	4	Is the Taoiseach now prepared, at this late stage, to accept responsibility and have people down the line from him accept responsibility? They will dance to the tune of the consultants and take the credit but when something goes wrong, is there anybody on that side of the House in charge and prepared to accept responsibility for the taxpayers' hard won taxes?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	5	As the Tánaiste said yesterday and I said last week, it is a fact that, despite intense opposition to our proposal to bring together the 11 health boards, we established the Health Service Executive——
#JohnGormley	unknown-#JohnGormley-party	unknown-#JohnGormley-dob	unknown-#JohnGormley-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	6	It is all our fault.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	7	Allow the Taoiseach reply without interruption.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	8	——to allow us correct the ways of the past and deal with these issues in a proper way.Deputy Kenny is right to say that people with design and international expertise were engaged on the e-Cabinet project. The point I made last week is that we did this for under €5 million because we needed the outside expertise to come in only to do some of the design work. We do not have those kind of designers within the system. The work was done by a project team consisting of members of the departmental staff. If that work had been undertaken by outside contractors the project would have cost tens of millions of euro whereas we spent only €4 million. That was my point.Nobody in this House, or on this side of the House, defends waste. Nobody defends consultants where we should not have them.
#JohnGormley	unknown-#JohnGormley-party	unknown-#JohnGormley-dob	unknown-#JohnGormley-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	9	The Government creates waste.
#MichaelRing	unknown-#MichaelRing-party	unknown-#MichaelRing-dob	unknown-#MichaelRing-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	10	That is not what the Taoiseach said last week.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2005-10-12 00:00:00	Prelude	11	The project was over budget.
