#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	0	Before proceeding with the business today, I would like to offer a céad míle fáilte, a most sincere welcome to Dáil Éireann to the Speaker of the Parliament of Mongolia, Mr. Nambar Enkhbayar, who is here with us this afternoon in the Distinguished Visitors Gallery. I hope you will find your visit to be interesting, successful and to our mutual benefit.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	1	I move:That, notwithstanding anything in Standing Orders, questions to the Minister for Finance will take place on the conclusion of questions to the Minister of State, Deputy Kitt, and shall conclude at 4.15 p.m.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	2	I propose to take Questions Nos. 1 and 2 together.As Government Chief Whip and Minister of State at the Department of the Taoiseach, I have assumed responsibility for co-ordination of the Government's strategy for the information society as set out in the policy document New Connections. Since my appointment, it has become apparent that there is now a real move towards a knowledge society rather than just an information society, which reflects the shift in emphasis nationally and internationally to building knowledge assets and knowledge-based economies.Our understanding of the challenges and opportunities presented by developing the information society and knowledge economy are evolving rapidly. It is necessary that our policy responses meet these challenges and opportunities. With this in mind, I am overseeing a review of the current arrangements for cross-departmental co-ordination of information society matters in terms of setting new goals and objectives for the development of Ireland's knowledge society. The review comes at an opportune time as the third progress report on New Connections will be published shortly and the final report from the Information Society Commission is due to be published this month. Both reports will inform the review's findings.With the progress report and the Information Society Commission's final report we have much to consider as we plan for the future of Ireland's knowledge society to ensure that we are fully prepared for the exciting challenges we face in the years ahead. I look forward to announcing our plans to ensure the continued development of Ireland's knowledge economy.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	3	Will the Minister of State comment on the debacle involving Media Lab, which comes under the Government's information society policy? Will he also comment on the Government's failure to deal with the issues that existed from the outset in terms of the ill-conceived investment in Media Lab? I do not refer to the investment in the digital hub which has been a welcome development in terms of transforming the Liberties area, but to Media Lab which was the anchor tenant of the digital hub. I hope the confidence shown in and the accolades bestowed upon the digital hub in the past week mean that it will continue to operate.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	4	Will the Deputy confine himself to asking a question, please?
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	5	The Government invested a significant sum of money in Media Lab, a private company which has gone to the wall. What lies ahead for the staff of the company and the residents and children of the area in which it operated who benefitted from——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	6	The Deputy's question is more appropriate to another Minister. It is not appropriate as a supplementary to the two questions tabled on the Order Paper which relate specifically to the information society.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	7	Media Lab was one of the major projects under the Government's information policy.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	8	I accept that but I suggest the Deputy table a question to the appropriate Minister.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	9	This matter is connected with and is included in the Government's information society policy, an issue with which I was about to deal. The children in the area to which I refer had benefitted from the advances——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	10	The Deputy has made his point. I am ruling his supplementary question out of order as it is not appropriate to the Minister of State's portfolio.
#DavidStanton	unknown-#DavidStanton-party	unknown-#DavidStanton-dob	unknown-#DavidStanton-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	11	When does the Minister of State intend to appoint a new information society commission? How will the cross-departmental co-operation to which he referred work? What structures will be put in place to encourage such co-operation and, if he appoints them, who will serve on the relevant committees? Will the Minister of State indicate the nature of the new policy initiatives to which he referred?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	12	The Deputy will be aware that our function involves co-ordination and policy formation. I have not made a specific announcement regarding what will follow the information society commission. It would be prudent to await that body's final report before doing so.To expand on what I said on the previous occasions on which we dealt with this matter, the broad thrust of our thinking is that we need to recognise human creativity as an ultimate economic resource. The value of ICT cannot be unlocked by bolting it on to what one is already doing. We must build new skills and be prepared to change the way we operate. That is the key objective as far as I am concerned. The successful formula will tend to be one part technology and nine parts innovation.I have told the Deputy we should wait for this third progress report on new connections and the final report on the information society before we outline the way forward. It is important to bear in mind that the current national wage agreement, Sustaining Progress, refers to pursuing a knowledge society foresight approach. The key, so far as I am concerned, is innovation, concentration on the knowledge economy and the digital divide as well as on the whole idea of inclusivity. We must deal with the whole situation as far as the disabled and the elderly are concerned, and there are regional imbalances also, as the Deputy is aware, according to the latest figures from the Central Statistics Office. That is the broad thrust of our policy. I am not in a position to give a final answer today as regards whether there will be another information society commission. As the Deputy knows, the final report will come out this month so we will shortly have that information.
#JoanBurtonLAB	unknown-#JoanBurtonLAB-party	unknown-#JoanBurtonLAB-dob	unknown-#JoanBurtonLAB-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	13	Does the State have statistical breakdown of the assets, the property, in particular, intellectual property generated as regards Media Lab Europe in Ireland? I ask in the context that this was an important element of the State's information society policy.
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	14	I have to refer the Deputy to the Minister for Communications, Marine and Natural Resources, Deputy Noel Dempsey. I have no doubt he will answer in detail any questions in that regard. Media Lab does not come under my remit. Plenty of data is available following the new connections report as regards the legal and regulatory framework, infrastructure, e-government and e-business. As the Deputy is aware, we deal with the broad policy areas, research and development, lifelong learning, e-inclusion and the digital divide. My Department deals specifically with policy formation. The whole approach of the Department is to look into the future and in particular to decide how we develop the knowledge economy. As regards the Deputy's specific questions on Media Lab, I refer those to the Minister, Deputy Noel Dempsey.
#DanBoyle	unknown-#DanBoyle-party	unknown-#DanBoyle-dob	unknown-#DanBoyle-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	15	In the context of the review of information society policy, will the Minister of State say whether the Government is reassessing any of the benchmarks as regards the number of citizens with access to home computers and the usage of Government services available through the Internet? Can he supply figures on the current rates of usage and what the Government predicts such rates will be over a five-year period? Is the review heading in a particular direction?
#TomKitt	unknown-#TomKitt-party	unknown-#TomKitt-dob	unknown-#TomKitt-constituency	speech	unkown-language	2005-02-01 00:00:00	Prelude	16	The Central Statistics Office reported some encouraging figures on the information society in December as regards computer usage. It estimates that 1,489,200 people aged between 16 and 74 have used a computer at some time, while 1,198,800 have used the Internet. The CSO estimates that 650,000 homes have a computer, an increase of 67,000 on the 2003 figure. The number of homes with Internet connections increased from 463,000 in 2003 to 537,000 in 2004. We will review all this data. It is important that the Department of the Taoiseach has this co-ordinating role in prioritising the various areas that need attention. Related to this is the information that will be available following the new connections report. It refers to the need to review the goals and objectives for development of the knowledge society and the mechanisms for cross-departmental co-ordination. It also refers to promoting analysis of future challenges and opportunities to assist in policy formation, as well as the need for working with other Departments, as appropriate, the need for monitoring progress and the use of technologies in support ofe-inclusion, especially as regards persons with disabilities and the elderly.There are clear policy guidelines. The information that is available shows where the gaps are. I am confident as regards the two reports now almost available that we will be able to focus on the way forward.The visitors from Mongolia, whom I met in the past hour, are very interested in Ireland's knowledge economy. Many countries are interested in finding out how we have come this far. We have to keep ahead and share our expertise with those who want to know about it — I did that in my previous ministerial role. There is much work to be done, but the key issue for us is to stay ahead, stay creative and stay innovative.
