#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	0	I wish to ask the Taoiseach a simple and straight question which affects every man, woman and child in the country. What do the Taoiseach and the Government intend to do in the event of the United States invading Iraq without United Nations' backing? Will he support it? Does he intend to break Ireland's long-standing position of supporting the primacy of the United Nations?Last night in the House the Minister for Foreign Affairs said quite clearly that Resolution 1441 does not provide automatic authorisation for military action. He said that if we are to preserve the legitimacy of the United Nations, a second resolution is necessary, but this morning we read in the national newspapers that well placed Government sources are now preparing for a fundamental shift in Ireland's foreign policy and that the bottom line is that we will do what the Americans want. What is the position? It is a straight question and it deserves a straight answer.The Taoiseach is the leader of the Government. We stand on the brink of war. Everyone in this country and around the world is now consumed with this crisis. It is time to know where the Government stands on this issue. There must be no more shilly-shallying and no more confusing speak. What is the Taoiseach's and the Government's position?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	1	It is not much more than 12 hours since all those questions were answered in a long debate and in a question and answer session with the Minister for Foreign Affairs in the House. I will restate what he said. The Minister said that because of the importance and the primacy of the United Nations and of the Security Council, we would continue to work wholeheartedly with them. On 8 November when we were on the Security Council, we put our heart and soul into trying to get what we believed would lead to a peaceful resolution, that is, Resolution 1441 which received the unanimous agreement of the Security Council. As the Minister for Foreign Affairs stated last night, it is his view – he was speaking for the Government – that we require a second resolution. I hope that will happen but we must wait until work is completed at the end of this week. On Friday, Dr. Blix and Dr. El Baradei will report back to the Security Council on their weekend mission. We will then know with what the Security Council is faced. There is also a European Council meeting next week.Ireland will continue, as it has traditionally done, to work with the Security Council and the United Nations to try to come to a satisfactory conclusion. We hope a peaceful resolution will be achieved. Perhaps people will say our efforts will be inconsiderable but we were on the Security Council and we have a good track record in humanitarian and peacekeeping missions. Our efforts, whether considerable or not, will be directed at trying to find a peaceful resolution. If that does not happen, it will not be this country's fault but it will be in the hands of others, mainly Saddam Hussein who could resolve this crisis very quickly.
#JohnGormley	unknown-#JohnGormley-party	unknown-#JohnGormley-dob	unknown-#JohnGormley-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	2	The Taoiseach did not answer the question.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	3	Fine Gael is opposed to a unilateral invasion of Iraq and believes only multilateral action supported by the United Nations should be considered. The Taoiseach has not answered my question and he has responded by giving us information we already know. If a second resolution is required and if that is what Ireland supports, is there any validity in the quoted claims of well placed Government sources this morning that the bottom line is that Ireland will do what the Americans want?On Monday the Taoiseach will attend an EU meeting in Brussels at which Ireland's position will have to be clearly outlined. What is the Taoiseach's and the Government's position? Do he and the Government intend to support the United States in the event of a unilateral invasion of Iraq or do they intend only to support the United Nations and its primacy as this country has always done? Will the Taoiseach give a straight answer to that straight question?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	4	I have no problem giving a straight answer to a straight question when it comes to dealing with that issue but first we must wait and see. I do not know what the content of the report of the inspectors will be.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	5	What will happen in the event of it being negative?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	6	I do not know what the report of Dr. Blix and Dr. El Baradei will be. We will have to wait to see that report. I do not know what will be the outcome of the meeting next Monday but that is not from where this country will take its lead. This country will take its lead, as it has traditionally done, from the United Nations.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	7	What about the quoted claims of Cabinet?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	8	A source somewhere spoke to some journalist in The Irish Times and unfortunately—
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	9	Does the Taoiseach have a view?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	10	Deputy Kenny, allow the Taoiseach to speak without interruption.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	11	Deputy Kenny will appreciate that I cannot control what goes on the front page and inside The Irish Times.

#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	12	The report in The Irish Times on what the Minister for Foreign Affairs said last night, which is set out very well, is the Government's position. I am not responsible for anonymous sources. It could have been Deputy Kenny as far as I know.
#MichaelRing	unknown-#MichaelRing-party	unknown-#MichaelRing-dob	unknown-#MichaelRing-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	13	What about Una?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	14	As it has throughout this, the Government will work to try to find a peaceful resolution. We did so successfully as a member of the Security Council on 8 November when Resolution 1441 was adopted. It is a good resolution with three different mechanisms to try to bring this to a peaceful resolution. We will continue to try to do that.
#BrendanHowlin	unknown-#BrendanHowlin-party	unknown-#BrendanHowlin-dob	unknown-#BrendanHowlin-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	15	Answer the question.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-12 00:00:00	Prelude	16	When the report of the inspectors is completed and when we move on to the final position, then this country and other countries will make a decision. No country has said what it will finally do and neither will we.
