#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	0	I welcome the Minister of State, Deputy Peter Burke, and the officials from the Department to the meeting this afternoon as we resume Committee Stage of the Maritime Area Planning Bill 2021.
#PeterBurke	unknown-#PeterBurke-party	unknown-#PeterBurke-dob	unknown-#PeterBurke-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	1	I move amendment No. 136:In page 52, line 12, after “functions” to insert “, or the functions of the MARA,”.
#PeterBurke	unknown-#PeterBurke-party	unknown-#PeterBurke-dob	unknown-#PeterBurke-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	2	I move amendment No. 137:In page 52, lines 31 and 32, to delete “A person shall not be eligible for appointment as a member of the Board (M) or of a committee of the Board (M)” and substitute the following:“Subject to subsection (2), a person shall not be eligible for appointment as a member of the Board (M)”.
#EoinOBroin	unknown-#EoinOBroin-party	unknown-#EoinOBroin-dob	unknown-#EoinOBroin-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	3	With respect to the next couple of sections, I have a couple of small technical questions. I just wanted to alert you to that, Chairman. It might slow things down.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	4	We will take the technical questions and answers and then I will proceed.
#EoinOBroin	unknown-#EoinOBroin-party	unknown-#EoinOBroin-dob	unknown-#EoinOBroin-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	5	I apologise.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	6	That is fine.
#EoinOBroin	unknown-#EoinOBroin-party	unknown-#EoinOBroin-dob	unknown-#EoinOBroin-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	7	I will ask the questions in one go, rather than stopping at each section. Could the Minister of State give some information on the timeline for the appointment of the chief executive through the Public Appointments Service, PAS, with respect to the possibility of an interim CEO? Is that the Minister of State's intention? Section 58 limits the consideration of matters that are in the legal process or in court proceedings. That is completely sensible, but it does seem to have a retrospective application and I wanted to query if that is the case and why. I might as well ask it now just to expedite things, in section 63(7), again in terms of the employment of consultants, could the Minister of State advise whether the public spending code fully applies to this or if there is a more restrictive level of transparency and accountability with the appointment of consultants?
#PeterBurke	unknown-#PeterBurke-party	unknown-#PeterBurke-dob	unknown-#PeterBurke-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	8	Could Deputy Ó Broin please repeat the first point?
#EoinOBroin	unknown-#EoinOBroin-party	unknown-#EoinOBroin-dob	unknown-#EoinOBroin-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	9	If I understand right, section 58(2) places some limitations on the consideration of matters that may be before the courts, or may have previously been before the courts. Obviously the Oireachtas and its committees do not discuss matters that are currently before the courts. That is not the question. Does this section exclude the discussion at committee of matters that have previously been before the courts and have been resolved by the courts? That would seem to me to be a little bit restrictive but perhaps I have misunderstood the section.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	10	Would a written response to these questions be okay if the Minister of State does not have the information to hand? There were no amendments or questions on the sections.
#EoinOBroin	unknown-#EoinOBroin-party	unknown-#EoinOBroin-dob	unknown-#EoinOBroin-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	11	Sure. I am not seeking to delay matters. This is the only opportunity we will get to have some of this on the public record, so if it is possible to get oral answers, that is great, but if my questions are poorly framed or it is not possible, then of course I will accept written answers afterwards.
#PeterBurke	unknown-#PeterBurke-party	unknown-#PeterBurke-dob	unknown-#PeterBurke-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	12	I understand that if a judgment of the court has made a determination, it is okay, but we will clarify the matter for the Deputy. I do not want to say something and be proven wrong in due course, so I will clarify the position. On the timing of the appointment of the interim CEO, the intention is to go through the PAS, but we will try to do it as quickly as possible, as soon as is practicable when the Bill is passed.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	13	I wish to ask a question on the section.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	14	I ask Deputy Boyd Barrett to be as brief as Deputy Ó Broin please, given that there are no amendments to the section.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	15	This is Committee Stage.
#StevenMatthews	unknown-#StevenMatthews-party	unknown-#StevenMatthews-dob	unknown-#StevenMatthews-constituency	speech	unkown-language	2021-11-09 00:00:00	Maritime Area Planning Bill 2021: Committee Stage (Resumed)	16	Yes, I am aware of that. Deputy Boyd Barrett should ask his question.
