#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	0	Will the Taoiseach ask for the resignations of the Ministers for Defence and Transport in view of the shambles they have allowed to happen at Shannon? A major American airline has decided that one of our key airports is not safe. That airline has been providing jobs and security to the Shannon area for decades. That business has been radically cut because its planes are not safe in our hands.The prime responsibility of any Government is the safety of its citizens and visitors. Shannon is a key strategic airport, yet recent weeks have seen three breaches of security there, the daubing of a plane, two violent attacks and yesterday an RTE reporter wandering unhindered into a restricted area. The short-term implication of this is that people and the economy of Shannon will suffer. The long-term implication is that the world may well decide that no plane, freight or passenger, is safe at one of our major airports. This is nationally damaging and internationally humiliating.Jobs and the economy of Shannon have been damaged, American planes have been attacked, one of our main airports is unsafe and business that has been ours for decades has been lost. In view of this appalling incompetence and this outright shambles, will the Taoiseach ask for the resignations of the Ministers for Defence and Transport?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	1	I am glad to note, if one stays around here long enough, how things change. There was enormous concern about planes landing in Shannon for refuelling during recent weeks.
#JohnGormley	unknown-#JohnGormley-party	unknown-#JohnGormley-dob	unknown-#JohnGormley-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	2	There still is.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	3	There is genuine concern.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	4	When I made the point time and again that this was important business to the  country and to the economy of Shannon, it was almost a matter of derision in this House.
#BillyGodfreyTimminsFG	unknown-#BillyGodfreyTimminsFG-party	unknown-#BillyGodfreyTimminsFG-dob	unknown-#BillyGodfreyTimminsFG-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	5	Not for Fine Gael.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	6	Only the leader of the party is entitled to ask a question.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	7	I am glad to note that that position has changed. The Government has always sought to strike a balance in the approach to security issues generally, not only in relation to Shannon Airport. That balance involves allowing legitimate and peaceful protest in a democracy while at the same time ensuring the protection of citizens and property. Since the attack in Shannon last September, the Government stepped up security there and at all times the Government will make decisions on security based on the best advice available.For a number of weeks there was what the Government considered a peaceful protest, which was watched by the security interests, both the Garda and Aer Rianta staff. They did not believe those people would move to violent actions, as they have. As soon as that happened, there was a review of security last week, which led to a step up in Garda activity. Following the event the other morning, we decided to take further action. The Garda Commissioner met the security chiefs and prompt action was taken by the Minister for Defence within a matter of 12 hours to bring in members of the Southern Command to take the necessary action to protect the planes. I spoke to the American special envoy, as did the Ministers. We have done everything we can to reassure people that the situation is secure.In reply to Deputy Kenny's question concerning one of the carriers making a statement, I endeavoured to check the position. I do not have evidence that this decision was linked to a security position. The carrier informed Aer Rianta that its next 17 flights would move to other locations for a period. It did not link that decision to security.
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	8	What does the Taoiseach think about that decision?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	9	The American Chief of Command for Europe, General Wall, said yesterday that he was quite happy to continue to use Shannon.
#JohnGormley	unknown-#JohnGormley-party	unknown-#JohnGormley-dob	unknown-#JohnGormley-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	10	We are not.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	11	The Deputy should allow the Taoiseach to continue without interruption.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	12	Deputy Gormley should not speak on this issue because he refused to con demn this position. I will not be lectured to by him on this issue.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	13	Deputy Gormley is not entitled to speak at this stage.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	14	We will continue to take all the necessary actions we can to safeguard security.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	15	The Taoiseach did not answer my question. An airport should be totally secure. Three weeks ago it became clear that Shannon would become a centre for protest and a target for protesters and-or terrorists, and the Government did nothing. There was the daubing of a plane and hammer attacks on planes and the Government did nothing. An RTE reporter wandered into a restricted area unhindered and the Government sent in the Army.The Taoiseach acts as if this is proper security in the national interest. Is it not perfectly obvious that it is a gross embarrassment, as outlined by the Minister for Foreign Affairs, and a gross indictment of the competency of Ministers to allow a situation like this to arise? The reassurances the Taoiseach has given the House today have resulted, in part, in World Airlines withdrawing its business from Shannon, with which it has had business for decades. Does the Taoiseach not understand that leadership is about preventing failure and not bolting the door when another airline has pulled out?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	16	I do not believe that Deputy Kenny is asking me to make decisions on a day by day or case by case basis on who assists the civil power. It is not a call that I make. I do not come in and decide in the morning that the Army should move into Shannon. That is a matter for the Garda Commissioner. It is an aid to civil power.There was a belief we were dealing with a peaceful protest. As soon as violent actions took place – admittedly there was one on 4 September – the Government discussed the matter within a few hours of the event happening last Tuesday week. There was a meeting between the relevant Ministers. The Garda was asked to step up its security, which it did. There is an enormous perimeter in Shannon. When there was a further attack this week, the Garda Commissioner went to check the position and he asked for the Army to come in. We immediately acted and will continue to properly act to safeguard the security of planes and all people in Shannon.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	17	I call Deputy Rabbitte.
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	18	Is the Taoiseach concerned about the damage the planes will do in Iraq when they drop bombs?
#MichaelDHiggins	unknown-#MichaelDHiggins-party	unknown-#MichaelDHiggins-dob	unknown-#MichaelDHiggins-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	19	No, he is not, nor is the Tánaiste who believes that Iraq has nuclear capacity.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-02-05 00:00:00	Prelude	20	Deputy Higgins should allow Deputy Rabbitte to put his question to the Taoiseach.
