Pádraig-O'Sullivan.D.2019-11-29	2023-02-02	oral	dail33	 84. Deputy Pádraig O'Sullivan asked the Minister for Education if she is satisfied that there are sufficient special school places in Cork city and county for the September 2023 intake; the engagement she has had with the National Council for Special Education in relation to same; and if she will make a statement on the matter. [4808/23] 
Holly-Cairns.D.2020-02-08	2023-02-02	oral	dail33	 85. Deputy Holly Cairns asked the Minister for Education the steps she is taking to increase the number of places in secondary schools for young people with autism in County Cork. [4782/23] 
Ruairí-Ó-Murchú.D.2020-02-08	2023-02-02	oral	dail33	 86. Deputy Ruairí Ó Murchú asked the Minister for Education if consideration will be given to the use of the rapid prompting method to assist learning for children with autism who are non-verbal in primary and secondary schools; and if she will make a statement on the matter.  [4387/23] 
Pauline-Tully.D.2020-02-08	2023-02-02	oral	dail33	 87. Deputy Pauline Tully asked the Minister for Education the timeframe for the completion of the full review of the school transport scheme; the timeframe for the publication of the review and its recommendations; and if she will make a statement on the matter. [4556/23] 
Donnchadh-Ó-Laoghaire.D.2016-10-03	2023-02-02	written	dail33	 88. Deputy Donnchadh Ó Laoghaire asked the Minister for Education how she intends to ensure that the 10% of post primary schools without school halls can be provided with same. [5248/23] 
Cathal-Crowe.D.2020-02-08	2023-02-02	written	dail33	 89. Deputy Cathal Crowe asked the Minister for Education if she will examine the development of a national strategy on physical literacy and interventions for children who are not able to reach certain developmental benchmarks in physical literacy; and if she will make a statement on the matter. [4538/23] 
Christopher-O'Sullivan.D.2020-02-08	2023-02-02	written	dail33	 90. Deputy Christopher O'Sullivan asked the Minister for Education the steps that can be taken to increase the admissions at a school (details supplied); and if she will make a statement on the matter. [4642/23] 
David-Stanton.D.1997-06-26	2023-02-02	written	dail33	 91. Deputy David Stanton asked the Minister for Education further to Parliamentary Question No. 947 of 26 April 2022, if her Department has completed the proposed review of the guidelines on the use of school buildings outside of school hours; if new guidelines have or will be issued to schools; and if she will make a statement on the matter. [5035/23] 
Gary-Gannon.D.2020-02-08	2023-02-02	written	dail33	 92. Deputy Gary Gannon asked the Minister for Education if she will provide an update on the work of her Department in ensuring that special education teachers, and special needs assistants, are not used to plug gaps in mainstream classes in schools suffering from a teacher shortage. [5163/23] 
Aodhán-Ó-Ríordáin.D.2011-03-09	2023-02-02	written	dail33	 93. Deputy Aodhán Ó Ríordáin asked the Minister for Education the status of the Raheny primary school reconfiguration review undertaken by her Department and the Catholic Church Archdiocese. [4714/23] 
Niamh-Smyth.D.2016-10-03	2023-02-02	written	dail33	 94. Deputy Niamh Smyth asked the Minister for Education if she will investigate the reason that students (details supplied) from Kilnaleck, County Cavan are paying private bus fees each week to get to school; and if she will make a statement on the matter. [4940/23] 
Ruairí-Ó-Murchú.D.2020-02-08	2023-02-02	written	dail33	 95. Deputy Ruairí Ó Murchú asked the Minister for Education the plans in place in her Department to deliver a greater number of ASD units in County Louth, particularly to address the issue of creating additional space in a number of schools and other logistical difficulties; and if she will make a statement on the matter. [4388/23] 
Donnchadh-Ó-Laoghaire.D.2016-10-03	2023-02-02	written	dail33	 96. Deputy Donnchadh Ó Laoghaire asked the Minister for Education her views on the recent change in position with regard to funding for an organisation (details supplied); and if she will make a statement on the matter. [5250/23] 
Willie-O'Dea.D.1982-03-09	2023-02-02	written	dail33	 97. Deputy Willie O'Dea asked the Minister for Education if she will provide an update on the provision of training for relationships and sexuality education and social, personal and health education teachers; and if she will make a statement on the matter. [5181/23] 
Richard-Bruton.S.1981-10-08	2023-02-02	written	dail33	 98. Deputy Richard Bruton asked the Minister for Education if she is satisfied with the model being piloted for the transfer of patronage in schools; and if modifications in that approach are planned. [5215/23] 
Seán-Canney.D.2016-10-03	2023-02-02	written	dail33	 99. Deputy Seán Canney asked the Minister for Education if she will review the process by which DEIS designation is given to schools to ensure that all schools that cater for students from all backgrounds, including refugees, are properly recognised; and if she will make a statement on the matter. [2881/23] 
Thomas-Gould.D.2020-02-08	2023-02-02	written	dail33	 100. Deputy Thomas Gould asked the Minister for Education the status of an extension for a school (details supplied). [5057/23] 
Robert-Troy.D.2011-03-09	2023-02-02	written	dail33	 101. Deputy Robert Troy asked the Minister for Education if she will provide an update on the minor works grant; when she expects the grant to be paid in 2023; and if she will make a statement on the matter. [4938/23] 
Paul-Kehoe.D.2002-06-06	2023-02-02	written	dail33	 102. Deputy Paul Kehoe asked the Minister for Education the up-to-date position on a site purchased by her Department in Clonard, County Wexford; and if she will make a statement on the matter. [5004/23] 
Paul-Murphy.D.2014-10-10	2023-02-02	written	dail33	 103. Deputy Paul Murphy asked the Minister for Education the number of schools that have invested in HEPA filters or other ventilation or filtration mechanisms to ensure clean air. [5212/23] 
Brendan-Griffin.D.2011-03-09	2023-02-02	written	dail33	 104. Deputy Brendan Griffin asked the Minister for Education if the Junior Certificate results in 2023 will be available earlier than the wait time for the 2022 results; and if she will make a statement on the matter. [5203/23] 
Aengus-Ó-Snodaigh.D.2002-06-06	2023-02-02	written	dail33	 105. D'fhiafraigh Deputy Aengus Ó Snodaigh den Aire Oideachais an ndearna agus an ndéanann an Roinn Oideachais conradh le comhlachtaí príobháideacha tacsaí nó bus chun seirbhís a sholáthar do dhaltaí a bhfuil cónaí orthu i gceantair iargúlta nach bhfuil seirbhís ag feidhmiú iontu faoin Scéim Iompair Scoile; mura bhfuil seirbhís ar fáil faoin Scéim Iompair Scoile, an bhféadfaí an Deontas Ceantar Iargúlta a mheas agus a bhronnadh bunaithe ar chostas seirbhís tacsaí/bus don aistear; agus an ndéanfaidh sí ráiteas ina thaobh. [5038/23] 
Steven-Matthews.D.2020-02-08	2023-02-02	written	dail33	 106. Deputy Steven Matthews asked the Minister for Education the position regarding the rollout of free solar panels to all schools; the timeline for the initiative to commence; and if she will make a statement on the matter. [4713/23] 
Éamon-Ó-Cuív.S.1989-10-01	2023-02-02	written	dail33	 107. Deputy Éamon Ó Cuív asked the Minister for Education if she intends to improve and reform the school transport scheme in time for the beginning of the 2023-2024 school year; and if she will make a statement on the matter. [4662/23] 
Bernard-Durkan.D.1981-06-30	2023-02-02	written	dail33	 108. Deputy Bernard J. Durkan asked the Minister for Education if she will examine the situation in relation to school transport in north Kildare whereby some students still find themselves unable to access the school transport system, even on a concessionary basis, and notwithstanding the fact that the service can be availed of and put in place; and if she will make a statement on the matter. [5179/23] 
Brendan-Griffin.D.2011-03-09	2023-02-02	written	dail33	 109. Deputy Brendan Griffin asked the Minister for Education the research her Department has considered in the context of the value or otherwise of homework for students at primary and secondary level; if her Department has studied outcomes for schools that have adopted a no homework policy; and if she will make a statement on the matter. [5202/23] 
Paul-McAuliffe.D.2020-02-08	2023-02-02	written	dail33	 110. Deputy Paul McAuliffe asked the Minister for Education her plans to extend the provision of DEIS for those schools with a greater need; and if she will make a statement on the matter. [5034/23] 
Richard-Boyd-Barrett.D.2011-03-09	2023-02-02	written	dail33	 111. Deputy Richard Boyd Barrett asked the Minister for Education the regulations and guidelines from her Department for primary and post-primary schools with regard to the operation of any private for-profit companies on school grounds; and if she will make a statement on the matter. [5207/23] 
Holly-Cairns.D.2020-02-08	2023-02-02	written	dail33	 112. Deputy Holly Cairns asked the Minister for Education the steps she is taking to increase the lack of places in primary and secondary schools for young people with special educational needs and disabilities. [4783/23] 
Alan-Dillon.D.2020-02-08	2023-02-02	written	dail33	 113. Deputy Alan Dillon asked the Minister for Education if she has  considered  suspending the proposed €65 increase in summer Gaeltacht fees that have risen to €815, given the difficulties faced by college students; and if she will make a statement on the matter. [5026/23] 
Aindrias-Moynihan.D.2016-10-03	2023-02-02	written	dail33	 114. Deputy Aindrias Moynihan asked the Minister for Education the up-to-date position on the delivery of a new building for a school (details supplied); and if she will make a statement on the matter. [5132/23] 
Bernard-Durkan.D.1981-06-30	2023-02-02	written	dail33	 115. Deputy Bernard J. Durkan asked the Minister for Education her immediate plans to deal with the concerning issue school place shortages at all levels in north Kildare; and if she will make a statement on the matter. [5178/23] 
Paul-McAuliffe.D.2020-02-08	2023-02-02	written	dail33	 116. Deputy Paul McAuliffe asked the Minister for Education the progress to date in a new ASD class for a school (details supplied). [5033/23] 
Richard-Bruton.S.1981-10-08	2023-02-02	written	dail33	 117. Deputy Richard Bruton asked the Minister for Education how her Department assesses standards of literacy and numeracy at school entry and through primary education. [5214/23] 
Seán-Canney.D.2016-10-03	2023-02-02	written	dail33	 118. Deputy Seán Canney asked the Minister for Education when the new Gaelscoil national and secondary school campus for Athenry, County Galway, will be completed; the stage that it is at; and if she will make a statement on the matter. [2880/23] 
Brendan-Smith.D.1992-12-14	2023-02-02	written	dail33	 119. Deputy Brendan Smith asked the Minister for Education if she will report on the level of funding and plans for the 2023 July Provision; and if she will make a statement on the matter. [4949/23] 
Gary-Gannon.D.2020-02-08	2023-02-02	written	dail33	 120. Deputy Gary Gannon asked the Minister for Education if she will provide an update on the revamped relationships and sexuality education junior cycle curriculum, which is due to be introduced in the coming months. [5058/23] 
Frank-Feighan.S.2002-09-12	2023-02-02	written	dail33	 121. Deputy Frankie Feighan asked the Minister for Education the status of the approval process for the building of two additional module classrooms sanctioned by her Department in August 2022 for a school (details supplied); and if she will make a statement on the matter. [5193/23] 
Gary-Gannon.D.2020-02-08	2023-02-02	written	dail33	 122. Deputy Gary Gannon asked the Minister for Education her views on whether the two-year length of the Professional Master's in Education is a prohibiting factor for many wishing to enter the profession; and if she is considering shortening its length and lessening its cost. [5139/23] 
Michael-Moynihan.D.1997-06-26	2023-02-02	written	dail33	 123. Deputy Michael Moynihan asked the Minister for Education if she will report on the School Building Programme; if she is satisfied with the progress to date; and if she will make a statement on the matter. [4944/23] 
Aodhán-Ó-Ríordáin.D.2011-03-09	2023-02-02	written	dail33	 124. Deputy Aodhán Ó Ríordáin asked the Minister for Education when the primary school which is mentioned in the Woodbrook-Shanganagh Local Area Plan, Shankill, County Dublin will be provided; and the planned patronage for same. [4717/23] 
Matt-Carthy.D.2020-02-08	2023-02-02	written	dail33	 125. Deputy Matt Carthy asked the Minister for Education the total number of late applications received for the school transport scheme in relation to the 2022-2023 academic year; the number from County Monaghan; the number of which have been processed and approved; and the number outstanding. [4692/23] 
Jennifer-Murnane-O'Connor.S.2016-04-25	2023-02-02	written	dail33	 126. Deputy Jennifer Murnane O'Connor asked the Minister for Education if she will provide an update on the provision of autism spectrum disorder class provision in Carlow; and if she will make a statement on the matter. [4935/23] 
